,Date,ERUS,FCOM,FONE,IXP,IYZ,LTL,VOX,WBIF,XTL
0,2013-12-01,-0.10743134758109983,-0.01963760598521054,-0.010018969258612061,-0.03284206929429386,-0.02243585117367397,-0.05261076185571914,0.010909678199069964,,0.011950446300906109
1,2014-01-01,-0.055384856329463966,-0.01192333883148391,0.06119357149250677,0.018433297318030496,-0.0017342899539172442,-0.014376463975827123,-0.006394183490988466,,0.01507255056749354
2,2014-02-01,0.0021715318471257107,0.04223645759773548,0.011703978883684497,0.008446436539981473,0.041695584444606415,0.08634263621372762,0.053341478670967835,,0.008661974488028606
3,2014-03-01,-0.060671607300317835,0.006741185311379606,-0.0012670232092240837,0.020041783726314506,-0.016569215316075726,-0.10868338399604827,-0.00810726467124005,,-0.043261096575575246
4,2014-04-01,0.11764694444970787,0.03947377042810845,0.047322033485083626,0.01847499022570479,0.027957584949529914,0.08538369654682108,0.03873497057346103,,0.026615482418170282
5,2014-05-01,0.04385951344393125,-0.0037230038274143566,0.030844090175180222,-0.09213932688923455,0.005970167937005313,0.042868341387001525,0.0030790630384094726,,0.014839734494848827
6,2014-06-01,-0.08569395504345245,0.01265884545832719,-0.02275640274363225,0.12089159083194921,0.019149404298734303,0.08128769860205994,0.011823384350767236,,-0.015526968001631046
7,2014-07-01,-0.007053710508243922,-0.0018532855568557714,0.045760317374643034,0.006698996835898183,-0.001301459051334265,-0.040706429628133596,-0.00651655861536335,,0.02314741253523165
8,2014-08-01,-0.056284100149242455,-0.015224637953962138,-0.04736175599233486,-0.026772130612038373,-0.024112134427529942,-0.013728462530767732,-0.012666863838848248,-0.023581073235450972,-0.02981404118674531
9,2014-09-01,-0.0225826684253402,0.032869063871721005,0.02011564646927766,0.01494677400675507,0.02264541406167451,-0.10445228189059887,0.020847769286796852,-0.008585029373305865,0.03223991976504175
10,2014-10-01,-0.11433650549569209,0.015073645250276853,0.02315034032521438,0.016449892726033255,0.00984571158023945,0.13834176219385083,0.008864294866284666,0.03473893055350306,0.019136210355149
