Name,Weight
Junk ETF List (43),0.1540397726945894
Developed Asia Pacific ETF List (108),0.2789581122551429
Consumer Staples Equity ETF List (26),0.16483056199371723
Developed Markets ETF List 2 (100),0.20957513601367073
Developed Markets ETF List 1 (100),0.1925964170428932
