,EMIF,FUTY,FXU,GHII,GII,IDU,IGF,INXX,JXI,PSCU,PUI,PXR,UPW,UTES,VPU,WBIC,XLU
0,-0.04398959470249792,0.054766374971745455,0.03226838125127376,-0.04087372037631569,-0.01251807865868837,0.06550814832354172,0.01668366567115297,-0.10264276841984517,0.022489731940027256,0.038462321639864426,0.0582274959529935,-0.08914144917490435,0.09481084117677448,0.05638049646473538,0.05684313259627352,-0.048432366382057654,0.0603010516982264
1,0.012364754917953419,0.017495644020236876,0.0424507161799508,0.03899292521979143,0.005119453924914523,0.017494341905207492,0.0027863504174626113,-0.06922267167572715,-0.006442946298286874,0.014137666176035481,0.019206230950945577,0.013290328998355383,0.04755154086200177,0.016594635601771324,0.017795439261478134,-0.005762893209272386,0.019374726669582062
2,0.12786251446860963,0.07316246790218214,0.09068028033030194,0.06983380049685291,0.0914382731021102,0.07398407532183618,0.08613487058609261,0.17734549232434202,0.07468693929590914,0.04460938147698232,0.0628139632926437,0.15500801880571508,0.15704102201974723,0.06387507271498345,0.07433308981014349,0.018259777476696132,0.07170602758565846
3,0.009475558324131104,-0.012327325857327645,-0.01869449384780333,0.10390771353095093,0.019777755555555623,-0.013770918508308451,0.022512308853333867,0.02332366283546524,-0.004369600408456096,-0.01583096667355826,-0.007994621685355028,0.05031836285594934,-0.04133273400181666,-0.01801203279308965,-0.012854788619547692,-0.015522413021619939,-0.016856415815591566
4,-0.022460573595227008,0.016025702961699927,0.007489150640473305,0.016894517495247962,-0.0006536936294116325,0.0156921266062944,-0.0037528938169728134,-0.002849108413933437,-0.0014628840736838236,0.026917069329106556,0.028662322233654905,-0.0709127440562769,0.037976224978560985,0.025135737824907713,0.016314276509454276,0.003913764961137361,0.015076514375481078
5,0.021261985163284047,0.06813862731245315,0.05751166471312042,0.0031645597371169807,0.017880483692095925,0.06740933437864145,0.016072236493269932,0.06285727506763525,0.032649665815187794,0.08832605449072616,0.07894735072862674,-0.002473416458319238,0.1522162213543053,0.08111348502898003,0.06859538358425014,-0.019086113782143723,0.06754826751843537
6,0.054247221969293734,0.00029555324929863127,0.021697358267679014,0.04397084051105203,0.027420715509854407,-0.0025231751399060537,0.04245436613159283,0.07526877768596048,0.004864248074584453,0.0008507407222517339,-0.006243298067156146,0.09661205727653374,-0.01900879902260743,-0.006883204704456586,-0.0013780642158947912,0.049586611068135715,0.0014473463329820245
7,0.014935122389461784,-0.05535708044326127,-0.05102025037946054,0.0196380065291672,-0.025437802865675756,-0.05553424774248861,-0.017341179601362743,0.0,-0.050625290414469934,-0.07500002307078028,-0.07122107656692792,0.000648872218506297,-0.10944929747897766,-0.05416298855342759,-0.05428257666873505,-0.005456442298080772,-0.05544891301075585
8,-0.018234028135880702,-0.003465619397455277,-0.004224359229709433,0.00464506186313009,0.02652969505649572,-0.0017916232142087742,0.018627453643092873,-0.007500015117817748,0.009560229445506753,-0.00021989784738815147,0.012128456318907032,-0.00032412388783544107,0.010941432707414283,0.002290649751223026,-0.003354636534319766,-0.013398429100717871,-0.004875155205741146
9,-0.017921204831703494,0.01691248357634845,0.016141130970737688,-0.04177359809477497,-0.03459774906210914,0.015409125506365749,-0.0322425299119757,0.01595313082377874,-0.011363636363636494,0.012521284548190726,-0.0006518093326589545,0.017418105016774516,0.014901793714488097,0.014353756905114768,0.01752846335033986,-0.00929392981039225,0.017588056611363423
10,-0.05573989670083025,-0.043601014684613776,-0.017563931685251992,0.011583814366596766,-0.036701230569948194,-0.04952657080326057,-0.04077567877031773,-0.08842980270680052,-0.06492124308216257,0.06105858344920977,-0.025341196634778768,0.014138725416669773,-0.08712947414144982,-0.030400953361094326,-0.04540403909156262,0.06872776322775169,-0.054218209149250296
11,-0.016514396091833115,0.036405389622897195,0.03886506416654451,0.02000005059719558,0.009188704822696132,0.03729252640721809,0.01192324010103871,-0.04261111157195366,0.017527908035511054,-0.009935768553844355,0.02479993131306078,-0.028516987005902175,0.06299404645717888,-0.01184114894316472,0.03873057088118035,0.005541452100136706,0.038930422783718895
12,0.037845419865058454,0.021689430853173763,0.028232314342619365,0.038647587678304285,0.010881656914982534,0.02227830047091077,0.03134677238851743,0.1594465643913456,0.010738232421963466,0.05461687075401493,0.03330583654343839,0.09245007188231538,0.030712095699455,0.03697086324681708,0.020603967177243034,0.010220735802396852,0.022364475278524875
13,0.04110058049063938,0.04843729561191507,0.02056558401879569,0.009318008795421454,0.028998242530755718,0.04928254553893146,0.027442046467406896,0.03451173476802745,0.04293933156263834,-0.0025025880724627706,0.044162699948619384,0.05291483669797012,0.11177756789713109,0.05396397933984032,0.04951038690480729,0.0025904851720639174,0.05266351846593919
14,0.06155906608412622,-0.007153379631920008,-0.014393780011439924,0.0169868060539321,0.04269854824935952,-0.007956671181160536,0.03700078316099037,0.06346623743860726,0.023556897783465508,0.017771072289141397,0.004413420275294742,-0.0019875873423973464,-0.01641912997084988,-6.307977254067508e-05,-0.008713257540858325,0.0072432058362376485,-0.008885325666145943
