Name,Riskiness R
Alternatives ETF List (35),[0.00853425]
Broad Asia ETF List (44),[0.09878678]
Commodity ETF List (125),[0.1408806]
Consumer Discretionary Equity ETF List (31),[0.07842564]
Consumer Staples Equity ETF List (26),[0.04872654]
Crude Oil ETF List (22),[0.93996943]
Currency ETF List (36),[0.03429546]
Developed Asia Pacific ETF List (108),[0.05869061]
Developed Markets ETF List 1 (100),[0.05440082]
Developed Markets ETF List 2 (100),[0.04373543]
Developed Markets ETF List 3 (93),[0.06378378]
Emerging Asia Pacific ETF List (114),[0.11074979]
Emerging Markets ETF List (79),[0.1081337]
Energy Equity ETF List (80),[0.08100245]
Financials Equity ETF List (51),[0.05434528]
Global ETF List (72),[0.06725984]
Gold ETF List (17),[0.26487697]
Healthcare Equity ETF List (49),[0.08047671]
Industrials Equity ETF List (37),[0.05441074]
Investment Grade Corporate ETF List (50),[0.00352905]
Junk ETF List (43),[0.01692705]
Materials Equity ETF List (62),[0.0597527]
Municipal Bond ETF List (29),[0.00715943]
Preferred Stock ETF List (12),[0.02555039]
Real Estate ETF List (48),[0.08780225]
Target Maturity Date Corporate Bond ETF List (24),[0.00945318]
Technology Equity ETF List (75),[0.05848963]
Telecom Equity ETF List (10),[0.07570001]
Total Bond Market ETF List (82),[0.00095223]
Treasuries ETF List (51),[0.00885064]
Utilities Equity ETF List (24),[0.05600506]
Volatility ETF List (18),[3.23022922e+12]
