,Date,SVXY,TVIX,UVXY,VIIX,VIXM,VIXY,XVZ,ZIV
67,2012-03-12,39.82,37025000.0,24770000.0,2329.0,254.88000499999998,4579.0,58.43,14.19
68,2012-03-19,48.860001000000004,17900000.0,15660000.0,1869.0,238.479996,3674.0,59.52,15.14
69,2012-03-26,49.064999,18075000.0,14560000.0,1824.0,226.960007,3577.0,57.869999,15.84
70,2012-04-02,46.025002,19225000.0,16360000.0,1934.0,228.63999900000002,3808.0,57.02,15.82
71,2012-04-09,41.549999,21325000.0,18590000.0,2088.0,242.16000400000001,4110.0,57.139998999999996,14.7
72,2012-04-16,44.794998,19050000.0,15630000.0,1922.0,232.75999500000003,3783.0,56.619999,15.31
73,2012-04-23,48.779999,16450000.0,12840000.0,1748.5,221.479996,3443.0,56.400002,16.0
74,2012-04-30,45.57,17275000.0,14570000.0,1864.0,224.11999500000002,3669.0,55.700001,15.87
75,2012-05-07,44.68,17525000.0,14830000.0,1889.0,226.919998,3715.0,56.060001,15.72
76,2012-05-14,34.200001,27000000.0,24080000.0,2418.5,255.75999500000003,4762.0,58.299999,13.77
77,2012-05-21,37.215,21800000.0,19100000.0,2183.5,247.479996,4308.0,57.779999,14.2
78,2012-05-28,32.654999,25900000.0,23470000.0,2444.5,260.519989,4821.0,58.400002,13.6
79,2012-06-04,39.665001000000004,18150000.0,15410000.0,1989.5,243.80000299999998,3918.0,57.98,14.01
80,2012-06-11,38.459998999999996,17975000.0,15180000.0,2000.0,245.24000499999997,3939.0,58.560001,13.84
81,2012-06-18,43.040001000000004,13775000.0,10690000.0,1712.0,227.919998,3374.0,57.509997999999996,15.0
82,2012-06-25,44.915001000000004,12275000.0,9840000.0,1641.5,220.32000699999998,3232.0,56.93,15.54
83,2012-07-02,47.244999,10425000.0,8580000.0,1541.0,212.72000099999997,3029.0,56.560001,16.07
84,2012-07-09,50.084998999999996,9050000.0,7520000.0,1444.0,202.520004,2839.0,55.830002,16.75
85,2012-07-16,50.25,8575000.0,7250000.0,1427.5,204.96000700000002,2810.0,56.32,16.58
86,2012-07-23,50.130001,8400000.0,6900000.0,1403.5,204.399994,2766.0,55.529999,16.809998999999998
87,2012-07-30,53.23,7525000.0,6020000.0,1312.0,201.240005,2587.0,55.48,16.790001
88,2012-08-06,56.209998999999996,6525000.0,5270000.0,1234.0,196.520004,2431.0,55.209998999999996,17.15
89,2012-08-13,57.349998,6275000.0,5030000.0,1208.0,197.479996,2378.0,55.810001,17.200001
90,2012-08-20,56.435001,6350000.0,5150000.0,1223.5,203.03999299999998,2412.0,56.68,16.719998999999998
91,2012-08-27,55.264998999999996,6525000.0,5300000.0,1246.5,200.96000700000002,2454.0,55.990002000000004,16.889999
92,2012-09-03,66.860001,4375000.0,3472000.0,1017.5,184.83999599999999,2002.0,56.110001000000004,18.219998999999998
93,2012-09-10,67.33000200000001,3975000.0,3268000.0,992.0,171.03999299999998,1949.0,53.419998,19.790001
94,2012-09-17,70.684998,3600000.0,2926000.0,939.0,166.03999299999998,1855.0,53.099998,20.389999
95,2012-09-24,67.370003,3800000.0,3092000.0,972.0,166.639999,1922.0,52.759997999999996,20.200001
96,2012-10-01,70.870003,3475000.0,2778000.0,921.0,159.03999299999998,1819.0,51.610001000000004,21.1
97,2012-10-08,68.0,3650000.0,2979000.0,958.0,156.0,1892.0,50.18,21.469998999999998
98,2012-10-15,68.360001,3500000.0,2896000.0,945.5,154.919998,1868.0,50.330002,21.440001000000002
99,2012-10-22,64.940002,3750000.0,3093000.0,981.5,154.440002,1942.0,49.75,21.65
100,2012-10-29,66.879997,3450000.0,2818000.0,944.0,151.520004,1868.0,49.419998,21.969998999999998
101,2012-11-05,61.970001,3675000.0,3170000.0,1005.0,156.479996,1988.0,49.950001,21.18
102,2012-11-12,65.82,3200000.0,2737000.0,938.5,152.399994,1858.0,49.169998,21.559998999999998
103,2012-11-19,75.290001,2375000.0,2020000.0,811.5,140.919998,1602.0,47.959998999999996,23.379998999999998
104,2012-11-26,75.769997,2175000.0,1957000.0,801.0,139.96000700000002,1580.0,48.029999,23.530001000000002
105,2012-12-03,75.83000200000001,2175000.0,1938000.0,797.0,136.679993,1575.0,46.73,24.110001
106,2012-12-10,73.519997,2250000.0,2046000.0,819.0,138.440002,1623.0,47.0,23.77
107,2012-12-17,67.699997,2540000.0,2328000.0,879.0,137.919998,1739.0,46.119999,23.77
108,2012-12-24,61.849998,3022500.0,2754000.0,960.0,141.600006,1898.0,46.400002,23.09
109,2012-12-31,74.33000200000001,1757500.0,1530000.0,744.0,126.879997,1478.0,43.700001,25.5
110,2013-01-07,77.139999,1640000.0,1416000.0,715.5,125.0,1418.0,43.68,25.98
111,2013-01-14,84.639999,1320000.0,1156000.0,647.5,117.800003,1288.0,43.139998999999996,27.450001
112,2013-01-21,88.279999,1200000.0,1056000.0,621.0,110.639999,1231.0,41.82,29.200001
113,2013-01-28,86.730003,1225000.0,1064000.0,625.0,111.559998,1240.0,42.0,28.879998999999998
114,2013-02-04,86.93,1202500.0,1053000.0,621.5,110.519997,1235.0,42.0,29.15
115,2013-02-11,90.93,1097500.0,960000.0,593.5,108.480003,1177.0,42.040001000000004,29.700001
116,2013-02-18,87.58000200000001,1130000.0,991000.0,607.0,106.91999799999999,1207.0,41.02,30.040001
117,2013-02-25,77.900002,1270000.0,1126000.0,654.0,110.400002,1308.0,40.869999,29.02
118,2013-03-04,86.949997,1037500.0,886000.0,583.0,105.519997,1164.0,40.380001,30.309998999999998
119,2013-03-11,91.25,980000.0,793000.0,553.5,105.91999799999999,1105.0,41.099998,30.200001
120,2013-03-18,88.57,942500.0,824000.0,566.5,107.0,1129.0,41.189999,29.860001
121,2013-03-25,91.08000200000001,877500.0,769000.0,547.0,105.720001,1090.0,41.049999,30.15
122,2013-04-01,91.790001,865000.0,757000.0,544.0,105.639999,1083.0,41.16,30.27
123,2013-04-08,100.099998,720000.0,628000.0,496.0,99.800003,991.0,40.369999,31.889999
124,2013-04-15,83.370003,815000.0,733000.0,553.0,104.839996,1103.0,40.560001,30.1
125,2013-04-22,88.589996,717500.0,648000.0,521.0,99.279999,1038.0,39.18,31.719998999999998
126,2013-04-29,91.050003,685000.0,608000.0,505.0,99.08000200000001,1007.0,39.209998999999996,31.77
127,2013-05-06,91.870003,662500.0,594000.0,499.0,99.0,996.0,39.18,31.75
128,2013-05-13,94.059998,630000.0,565000.0,487.0,99.279999,972.0,39.580002,31.68
129,2013-05-20,90.279999,670000.0,611000.0,506.0,102.760002,1012.0,40.07,30.540001
130,2013-05-27,88.099998,697500.0,634000.0,518.5,103.599998,1033.0,40.150002,30.280001000000002
131,2013-06-03,88.550003,687500.0,625000.0,513.5,104.440002,1026.0,40.529999,30.049999
132,2013-06-10,80.300003,802500.0,734900.0,561.5,109.800003,1119.0,41.48,28.5
133,2013-06-17,75.83000200000001,855000.0,781300.0,583.0,111.440002,1161.599976,41.630001,27.969998999999998
134,2013-06-24,78.449997,780000.0,716900.0,559.0,113.0,1118.199951,42.75,27.450001
135,2013-07-01,85.010002,672500.0,605700.0,515.0,109.559998,1029.0,42.470001,28.34
136,2013-07-08,93.010002,565000.0,498200.0,469.0,102.0,934.0,41.049999,30.379998999999998
137,2013-07-15,99.089996,495000.0,432400.0,437.5,100.599998,871.0,41.240002000000004,30.66
138,2013-07-22,103.25,455000.0,396100.0,419.0,96.959999,834.200012,40.720001,31.790001
139,2013-07-29,112.480003,372500.0,333300.0,384.5,91.91999799999999,765.200012,39.959998999999996,33.619999
140,2013-08-05,109.239998,392500.0,349500.0,394.0,92.599998,785.799988,39.810001,33.310001
141,2013-08-12,106.010002,412500.0,367300.0,405.0,95.400002,806.799988,40.43,32.220001
142,2013-08-19,107.160004,405000.0,357600.0,400.0,92.559998,797.400024,39.400002,33.150002
143,2013-08-26,92.150002,516750.0,469500.0,460.14999400000005,100.360001,917.0,40.360001000000004,30.58
144,2013-09-02,97.220001,465250.0,418200.0,434.60000599999995,97.839996,867.2000119999999,39.959998999999996,31.33
145,2013-09-09,107.93,377250.0,336600.0,391.799988,92.08000200000001,779.0,38.91,33.099998
146,2013-09-16,112.18,341750.0,306400.0,374.200012,91.08000200000001,743.0,38.759997999999996,33.389998999999996
147,2013-09-23,109.199997,356250.0,321400.0,383.450012,91.120003,763.0,38.560001,33.419998
148,2013-09-30,101.849998,396750.0,359500.0,407.149994,92.599998,808.200012,38.580002,32.84
149,2013-10-07,103.639999,357750.0,324600.0,392.649994,91.199997,779.200012,36.669998,33.18
150,2013-10-14,114.33000200000001,282500.0,250600.0,347.850006,87.08000200000001,689.799988,35.740002000000004,34.639998999999996
151,2013-10-21,114.75,279250.0,249400.0,347.200012,87.68,689.0,35.889998999999996,34.41
152,2013-10-28,114.690002,279250.0,248900.0,347.399994,89.040001,688.200012,36.220001,33.77
153,2013-11-04,120.25,251000.0,222800.0,328.75,86.91999799999999,651.799988,36.0,34.619999
154,2013-11-11,124.540001,234750.0,208300.0,318.200012,88.760002,630.200012,36.880001,33.869999
155,2013-11-18,131.399994,208000.0,184900.0,300.350006,84.08000200000001,595.400024,36.110001000000004,35.720001
156,2013-11-25,128.490005,217500.0,193200.0,307.149994,83.800003,608.599976,35.860001000000004,35.790001000000004
157,2013-12-02,128.949997,212750.0,189600.0,304.899994,81.360001,604.400024,34.98,36.860001000000004
158,2013-12-09,122.370003,232000.0,209500.0,320.5,82.720001,634.599976,35.07,36.099998
159,2013-12-16,129.33999599999999,204500.0,184800.0,301.899994,80.440002,597.799988,34.689999,37.200001
160,2013-12-23,136.979996,182000.0,162600.0,283.75,77.040001,562.0,33.93,38.68
161,2013-12-30,133.029999,189500.0,172400.0,291.799988,77.959999,578.400024,33.939999,38.310001
162,2014-01-06,140.399994,170500.0,154100.0,276.0,75.32,547.400024,33.349998,39.630001
163,2014-01-13,139.509995,170750.0,155400.0,277.5,76.879997,549.400024,33.990002000000004,38.73
164,2014-01-20,126.779999,200750.0,182025.0,302.100006,78.160004,598.799988,33.490002000000004,38.0
165,2014-01-27,112.519997,239750.0,218825.0,334.0,80.08000200000001,660.400024,34.099998,36.779999
166,2014-02-03,119.040001,198250.0,180500.0,307.850006,78.160004,609.0,32.669998,37.509997999999996
167,2014-02-10,128.800003,169500.0,152525.0,283.100006,74.519997,559.599976,31.93,39.349998
168,2014-02-17,124.959999,176750.0,160200.0,290.399994,74.559998,573.599976,31.370001000000002,39.330002
169,2014-02-24,122.400002,184000.0,165250.0,295.700012,76.959999,584.200012,32.07,38.009997999999996
170,2014-03-03,120.540001,182750.0,164025.0,296.850006,76.120003,585.799988,31.77,38.509997999999996
171,2014-03-10,111.540001,209750.0,190500.0,320.149994,77.400002,632.0,31.629998999999998,37.52
172,2014-03-17,118.480003,185250.0,165525.0,299.149994,75.400002,590.599976,31.4,38.709998999999996
173,2014-03-24,120.220001,180750.0,159600.0,294.5,75.440002,580.400024,31.49,38.599998
174,2014-03-31,124.720001,167250.0,147300.0,283.049988,73.120003,557.799988,30.93,39.75
175,2014-04-07,115.779999,184250.0,167500.0,302.100006,74.040001,596.799988,30.83,39.119999
176,2014-04-14,123.980003,162500.0,145400.0,281.899994,72.639999,555.799988,30.73,40.0
177,2014-04-21,123.660004,164000.0,145900.0,282.799988,73.040001,557.400024,30.76,39.790001000000004
178,2014-04-28,129.300003,151250.0,133650.0,270.399994,72.0,533.599976,30.67,40.400002
179,2014-05-05,134.699997,138500.0,121950.0,259.0,69.839996,509.799988,30.18,41.490002000000004
180,2014-05-12,140.720001,125250.0,111250.0,247.350006,68.800003,487.0,30.09,42.060001
181,2014-05-19,147.020004,114000.0,101475.0,235.899994,68.440002,465.200012,30.389999,42.27
182,2014-05-26,152.779999,105250.0,93375.0,227.0,68.519997,447.60000599999995,30.809998999999998,42.23
183,2014-06-02,168.220001,85250.0,76075.0,205.25,64.440002,404.200012,30.370001000000002,44.77
184,2014-06-09,159.820007,92500.0,83250.0,215.25,65.480003,423.799988,30.379998999999998,43.919998
185,2014-06-16,171.240005,79500.0,71575.0,199.949997,64.0,394.399994,30.18,45.009997999999996
186,2014-06-23,174.779999,76500.0,67975.0,195.050003,62.400002,385.200012,29.889999,46.009997999999996
187,2014-06-30,185.399994,67250.0,60250.0,183.399994,59.599998,362.0,29.52,48.23
188,2014-07-07,177.720001,71750.0,65025.0,190.949997,59.84,376.600006,29.51,48.0
189,2014-07-14,178.199997,69500.0,62500.0,188.050003,58.799999,370.799988,29.25,48.48
190,2014-07-21,171.83999599999999,73500.0,66650.0,194.75,60.360001000000004,384.0,29.52,47.529999
191,2014-07-28,148.020004,95000.0,86825.0,223.69999700000002,63.880001,441.200012,29.84,44.619999
192,2014-08-04,145.259995,95500.0,86850.0,224.69999700000002,65.32,443.39999400000005,30.950001,43.389998999999996
193,2014-08-11,165.899994,71750.0,65000.0,195.100006,60.599998,385.600006,30.32,46.77
194,2014-08-18,172.83999599999999,66500.0,59750.0,187.25,59.32,369.200012,29.75,47.830002
195,2014-08-25,170.059998,68500.0,61525.0,190.050003,60.080002,374.799988,29.93,47.110001000000004
196,2014-09-01,174.020004,65500.0,58550.0,185.300003,59.279999,366.0,29.950001,47.68
197,2014-09-08,166.860001,70500.0,63550.0,193.399994,60.040001000000004,381.399994,29.799999,47.0
198,2014-09-15,174.279999,64000.0,57400.0,183.800003,59.599998,363.200012,30.040001,47.48
199,2014-09-22,159.800003,73000.0,65800.0,198.25,61.720001,391.0,30.23,45.669998
200,2014-09-29,156.83999599999999,73500.0,66600.0,200.149994,62.240002000000004,394.600006,30.5,44.93
201,2014-10-06,124.91999799999999,103000.0,93975.0,242.600006,67.599998,478.0,31.219998999999998,41.150002
202,2014-10-13,111.019997,114500.0,104675.0,260.549988,69.32,512.200012,31.559998999999998,39.540001000000004
203,2014-10-20,126.860001,82750.0,75550.0,224.25,65.160004,441.200012,29.370001000000002,42.09
204,2014-10-27,137.639999,70000.0,62750.0,204.699997,62.400002,403.600006,28.940001000000002,43.799999
205,2014-11-03,143.600006,64750.0,57450.0,196.0,61.139998999999996,386.399994,29.049999,44.66
206,2014-11-10,145.0,63000.0,55725.0,193.550003,60.18,381.200012,28.82,45.209998999999996
207,2014-11-17,148.679993,60500.0,52850.0,188.600006,61.029999,371.399994,29.35,44.48
208,2014-11-24,151.199997,57750.0,50725.0,185.0,60.540001000000004,364.399994,29.41,45.139998999999996
209,2014-12-01,157.080002,52000.0,45675.0,176.100006,59.759997999999996,347.200012,29.48,45.150002
210,2014-12-08,118.0,83000.0,75200.0,229.100006,67.699997,450.200012,29.620001000000002,39.799999
211,2014-12-15,130.639999,63250.0,57375.0,202.050003,61.869999,397.799988,28.5,43.029999
212,2014-12-22,136.440002,58250.0,52175.0,192.600006,61.509997999999996,379.600006,28.57,43.48
213,2014-12-29,124.540001,66500.0,60825.0,209.050003,63.369999,412.200012,28.6,41.990002000000004
214,2015-01-05,119.32,70250.0,63925.0,215.850006,64.550003,425.60000599999995,28.52,41.040001000000004
215,2015-01-12,106.839996,85750.0,78050.0,239.55000299999998,67.309998,471.0,28.870001000000002,39.290001000000004
216,2015-01-19,117.199997,70500.0,63425.0,217.149994,64.720001,426.799988,28.25,40.779999
217,2015-01-26,97.699997,88500.0,80900.0,249.5,68.760002,491.0,28.5,37.84
218,2015-02-02,104.639999,76500.0,69500.0,232.0,67.349998,456.39999400000005,28.450001,38.610001000000004
219,2015-02-09,115.480003,64250.0,56425.0,209.100006,63.82,411.799988,28.299999,40.779999
220,2015-02-16,122.839996,57000.0,49525.0,196.25,63.220001,385.799988,28.48,41.099998
221,2015-02-23,128.66000400000001,52000.0,44600.0,186.449997,60.889998999999996,367.600006,28.23,42.560001
222,2015-03-02,125.959999,52500.0,45950.0,189.5,60.75,373.200012,28.059998999999998,42.639998999999996
223,2015-03-09,124.760002,51750.0,45575.0,189.649994,61.619999,373.399994,28.309998999999998,41.91
224,2015-03-16,135.96000700000002,43250.0,38150.0,173.649994,60.810001,342.0,28.51,42.369999
225,2015-03-23,135.46000700000002,43000.0,38100.0,173.949997,61.009997999999996,342.200012,28.75,42.139998999999996
226,2015-03-30,138.880005,40750.0,36025.0,169.199997,61.490002000000004,333.200012,29.02,41.880001
227,2015-04-06,156.679993,31750.0,28050.0,149.600006,57.73,294.399994,28.83,44.459998999999996
228,2015-04-13,154.380005,31750.0,28225.0,150.600006,58.959998999999996,295.799988,29.200001,43.48
229,2015-04-20,164.619995,28250.0,24825.0,140.899994,57.400002,277.600006,29.209999,44.830002
230,2015-04-27,163.919998,28250.0,24425.0,140.350006,57.009997999999996,276.399994,29.209999,45.040001000000004
231,2015-05-04,164.899994,27250.0,23800.0,138.949997,56.560001,274.0,28.74,45.25
232,2015-05-11,168.600006,26000.0,22675.0,135.350006,56.040001000000004,267.0,29.01,45.490002000000004
233,2015-05-18,180.639999,22000.0,19560.0,126.5,53.91,248.399994,29.0,47.169998
234,2015-05-25,177.0,22250.0,20260.0,128.449997,54.599998,253.0,28.879998999999998,46.810001
235,2015-06-01,175.639999,22750.0,20365.0,129.199997,54.959998999999996,254.0,28.950001,46.310001
236,2015-06-08,183.100006,20750.0,18575.0,123.400002,53.869999,243.19999700000002,28.83,47.25
237,2015-06-15,181.779999,20500.0,18475.0,123.25,53.849998,243.600006,28.77,47.290001000000004
238,2015-06-22,190.259995,18200.0,16570.0,117.25,52.0,231.0,28.440001000000002,48.91
239,2015-06-29,158.940002,23250.0,21295.0,134.75,53.720001,265.799988,27.93,46.93
240,2015-07-06,156.16000400000001,22525.0,20655.0,134.199997,54.189999,264.200012,27.719998999999998,46.380001
241,2015-07-13,186.240005,15125.0,13760.0,110.650002,50.540001000000004,218.600006,26.459999,49.610001000000004
242,2015-07-20,180.440002,15900.0,14555.0,114.0,51.27,224.80000299999998,26.629998999999998,48.73
243,2015-07-27,188.03999299999998,14250.0,13020.0,108.300003,50.560001,213.399994,26.65,49.419998
244,2015-08-03,186.559998,14375.0,13205.0,109.25,50.110001000000004,215.0,26.549999,49.939999
245,2015-08-10,187.320007,14150.0,12910.0,108.099998,49.68,213.19999700000002,26.290001,50.240002000000004
246,2015-08-17,140.779999,22925.0,20955.0,139.949997,53.549999,275.200012,25.93,46.389998999999996
247,2015-08-24,104.239998,34500.0,31525.0,175.149994,62.02,344.799988,29.6,39.57
248,2015-08-31,88.800003,42450.0,39210.0,197.75,68.660004,390.399994,31.42,35.349998
249,2015-09-07,98.760002,33150.0,30390.0,175.899994,65.32,347.0,30.68,37.049999
250,2015-09-14,101.279999,28925.0,26455.0,166.800003,61.23,328.399994,28.780001000000002,38.93
251,2015-09-21,98.18,29375.0,26980.0,169.649994,62.16,334.399994,28.629998999999998,38.380001
252,2015-09-28,101.5,26800.0,24500.0,162.399994,61.200001,320.399994,28.6,38.82
253,2015-10-05,113.760002,20950.0,19055.0,143.699997,57.029999,283.399994,27.559998999999998,41.639998999999996
254,2015-10-12,120.32,17725.0,15960.0,132.949997,54.990002000000004,262.399994,27.33,42.66
255,2015-10-19,123.440002,15450.0,13870.0,125.949997,53.07,247.80000299999998,27.01,43.779999
256,2015-10-26,121.699997,15575.0,14105.0,127.300003,53.860001000000004,250.600006,27.200001,43.25
257,2015-11-02,126.379997,14300.0,12885.0,121.949997,52.52,240.0,27.17,44.189999
258,2015-11-09,101.91999799999999,20575.0,18705.0,148.350006,58.209998999999996,292.0,27.5,39.639998999999996
259,2015-11-16,113.300003,15900.0,14445.0,131.399994,55.07,258.399994,26.9,41.75
260,2015-11-23,116.160004,15125.0,13590.0,127.650002,54.25,251.399994,27.030001000000002,42.259997999999996
261,2015-11-30,118.82,13850.0,12385.0,123.0,52.900002,241.80000299999998,26.719998999999998,43.310001
262,2015-12-07,90.279999,21825.0,19905.0,157.399994,59.220001,309.799988,27.48,38.380001
263,2015-12-14,94.360001,18625.0,16975.0,147.300003,57.290001000000004,289.799988,26.59,39.32
264,2015-12-21,103.68,15075.0,13610.0,132.399994,54.18,260.200012,26.059998999999998,41.470001
265,2015-12-28,100.900002,15650.0,14175.0,135.649994,53.990002000000004,266.600006,25.790001,41.310001
266,2016-01-04,79.739998,23500.0,21410.0,167.800003,59.060001,329.799988,26.200001,37.799999
267,2016-01-11,72.059998,26450.0,24075.0,180.399994,62.880001,354.799988,27.559998999999998,35.18
268,2016-01-18,76.379997,22900.0,20930.0,168.949997,60.700001,332.0,27.23,36.150002
269,2016-01-25,78.239998,21125.0,19235.0,162.800003,58.790001000000004,319.799988,26.879998999999998,37.169998
270,2016-02-01,70.940002,25075.0,22800.0,178.0,62.25,349.600006,26.91,35.080002
271,2016-02-08,65.160004,29175.0,26630.0,192.899994,66.150002,378.799988,27.940001000000002,32.939999
272,2016-02-15,72.860001,23075.0,20975.0,171.800003,62.799999,336.799988,27.33,34.689999
273,2016-02-22,75.0,21275.0,19305.0,165.449997,61.549999,324.799988,27.0,35.279999
274,2016-02-29,83.099998,16900.0,15125.0,147.5,57.650002,289.200012,26.32,37.48
275,2016-03-07,86.300003,15625.0,13810.0,141.199997,56.59,277.0,26.450001,38.169998
276,2016-03-14,92.900002,13625.0,11750.0,130.699997,55.139998999999996,256.0,26.379998999999998,39.150002
277,2016-03-21,92.58000200000001,13025.0,11665.0,130.600006,55.91,255.80000299999998,26.75,38.450001
278,2016-03-28,104.0,10475.0,9110.0,115.650002,51.880001,226.399994,26.48,41.380001
279,2016-04-04,94.639999,11775.0,10460.0,124.849998,54.669998,244.600006,26.440001000000002,39.16
280,2016-04-11,102.82,9975.0,8720.0,114.400002,53.380001,224.0,26.91,39.93
281,2016-04-18,108.360001,8850.0,7755.0,108.050003,53.110001000000004,211.600006,27.23,40.139998999999996
282,2016-04-25,102.260002,9575.0,8510.0,113.650002,54.810001,222.0,27.25,38.73
283,2016-05-02,107.120003,8625.0,7635.0,107.699997,54.75,211.19999700000002,27.459999,38.75
284,2016-05-09,107.860001,8175.0,7315.0,106.050003,54.400002,207.600006,27.790001,38.900002
285,2016-05-16,111.720001,7550.0,6750.0,101.949997,54.32,199.800003,28.030001000000002,38.919998
