,Date,SVXY,TVIX,UVXY,VIIX,VIXM,VIXY,XVZ,ZIV
0,2010-11-29,,196950000.0,,4472.0,,,,13.095
1,2010-12-06,,165875008.0,,4121.0,,,,13.90125
2,2010-12-13,,168275008.0,,4260.0,,,,13.95875
3,2010-12-20,,162275008.0,,4007.5,,,,14.08625
4,2010-12-27,,161800000.0,,4127.0,,,,13.72375
5,2011-01-03,,148075008.0,,3875.0,314.920013,7804.0,,13.74125
6,2011-01-10,,113250000.0,,3400.0,296.839996,6855.0,,14.37875
7,2011-01-17,,118125000.0,,3481.5,296.27999900000003,6997.0,,14.8375
8,2011-01-24,,115275000.0,,3448.5,287.920013,6963.0,,15.1925
9,2011-01-31,,95325000.0,,3207.0,269.23999,6347.0,,16.10125
10,2011-02-07,,87250000.0,,3097.0,255.75999500000003,6070.0,,16.62875
11,2011-02-14,,93800000.0,,3117.5,265.799988,6294.0,,16.35
12,2011-02-21,,108500000.0,,3416.5,278.959991,6849.0,,15.25625
13,2011-02-28,,107400000.0,,3447.5,283.23999,6886.0,,15.25625
14,2011-03-07,,116425000.0,,3564.0,289.519989,7152.0,,14.8875
15,2011-03-14,,132475000.0,,3828.5,292.600006,7671.0,,14.215
16,2011-03-21,,97225000.0,,3283.0,275.679993,6587.0,,14.215
17,2011-03-28,,89075000.0,,3150.0,268.23999,6316.0,,15.4025
18,2011-04-04,,87575000.0,,3125.0,273.519989,6283.0,,15.9425
19,2011-04-11,,79250000.0,,2973.5,272.839996,5976.0,,15.71375
20,2011-04-18,,64275000.0,,2686.5,265.76001,5405.0,,16.02375
21,2011-04-25,,55900000.0,,2508.5,252.039993,5039.0,,16.8675
22,2011-05-02,,63975000.0,,2684.5,259.399994,5382.0,,16.36875
23,2011-05-09,,57675000.0,,2555.0,256.079987,5130.0,,16.671249
24,2011-05-16,,53325000.0,,2461.0,257.119995,4934.0,,16.502501000000002
25,2011-05-23,,49300000.0,,2372.0,249.36000099999998,4755.0,,16.9575
26,2011-05-30,,51125000.0,,2420.5,250.19999700000002,4854.0,,16.9025
27,2011-06-06,,53350000.0,,2471.0,252.67999300000002,4958.0,,16.657498999999998
28,2011-06-13,,64125000.0,,2727.5,264.399994,5465.0,,15.89375
29,2011-06-20,,60125000.0,,2648.0,263.27999900000003,5313.0,,16.10125
30,2011-06-27,,40700000.0,,2193.0,235.83999599999999,4385.0,,17.76
31,2011-07-04,,40925000.0,,2202.0,231.520004,4398.0,,17.92
32,2011-07-11,,52525000.0,,2516.5,246.559998,5004.0,,16.85
33,2011-07-18,,41875000.0,,2241.5,233.67999300000002,4483.0,,17.719998999999998
34,2011-07-25,,52900000.0,,2535.0,239.0,5051.0,,17.290001
35,2011-08-01,,86050000.0,,3285.0,263.040009,6548.0,,15.61
36,2011-08-08,,99350000.0,,3694.0,276.27999900000003,7322.0,,14.6
37,2011-08-15,,149850000.0,,4601.5,303.559998,9135.0,58.700001,12.94
38,2011-08-22,,138850000.0,,4446.5,312.559998,8811.0,59.099998,12.68
39,2011-08-29,,140524992.0,,4492.5,315.040009,8904.0,59.189999,12.53
40,2011-09-05,,169575008.0,,4962.0,329.079987,9834.0,61.07,11.95
41,2011-09-12,,138775008.0,,4492.5,321.200012,8902.0,59.459998999999996,12.25
42,2011-09-19,,200350000.0,,5440.0,345.359985,10780.0,60.740002000000004,11.39
43,2011-09-26,,223575008.0,,5779.0,357.839996,11452.0,63.07,10.94
44,2011-10-03,23.344998999999998,194750000.0,176520000.0,5442.0,355.559998,10778.0,61.299999,10.97
45,2011-10-10,27.875,124725000.0,116880000.0,4373.0,313.72000099999997,8657.0,59.0,12.33
46,2011-10-17,24.924999,141624992.0,130200000.0,4734.5,321.600006,9373.0,58.5,12.02
47,2011-10-24,29.389999,93125000.0,85740000.0,3921.5,282.839996,7738.0,54.299999,13.44
48,2011-10-31,23.705,130000000.0,118620000.0,4679.5,313.880005,9239.0,56.540001000000004,12.0
49,2011-11-07,22.375,126250000.0,115740000.0,4708.0,321.519989,9295.0,56.549999,11.62
50,2011-11-14,20.625,146250000.0,133080000.0,5075.0,341.23999,10013.0,58.700001,10.93
51,2011-11-21,19.625,159950000.0,146100000.0,5320.5,352.920013,10506.0,59.740002000000004,10.75
52,2011-11-28,23.379998999999998,108525000.0,98820000.0,4400.0,319.399994,8708.0,57.099998,11.61
53,2011-12-05,23.23,106675000.0,97680000.0,4393.0,319.959991,8664.0,57.290001000000004,11.56
54,2011-12-12,24.174999,97775000.0,89220000.0,4218.5,321.600006,8312.0,58.369999,11.46
55,2011-12-19,26.85,76250000.0,69600000.0,3748.0,296.76001,7397.0,57.099998,12.53
56,2011-12-26,26.139999,79875000.0,72960000.0,3834.0,296.519989,7574.0,56.549999,12.46
57,2012-01-02,29.08,63250000.0,57960000.0,3436.5,279.27999900000003,6772.0,56.16,13.18
58,2012-01-09,29.190001000000002,62075000.0,56880000.0,3407.0,282.079987,6717.0,56.599998,13.01
59,2012-01-16,32.264998999999996,50500000.0,46260000.0,3077.0,271.359985,6055.0,56.68,13.56
60,2012-01-23,35.110001000000004,42250000.0,38760000.0,2817.0,262.559998,5555.0,56.91,13.8
61,2012-01-30,37.91,35650000.0,32640000.0,2597.5,253.600006,5105.0,56.860001000000004,14.41
62,2012-02-06,32.110001000000004,47625000.0,43560000.0,3025.5,269.0,5933.0,56.98,13.54
63,2012-02-13,33.34,42625000.0,39600000.0,2871.5,269.880005,5652.0,57.689999,13.39
64,2012-02-20,35.105,41650000.0,34380000.0,2706.0,273.799988,5323.0,59.200001,13.31
65,2012-02-27,36.18,40550000.0,32220000.0,2624.5,272.200012,5167.0,59.380001,13.36
66,2012-03-05,37.09,37225000.0,29290000.0,2521.0,263.27999900000003,4958.0,58.5,13.77
