Name,Riskiness R
AGF,[7.08475746e+12]
AGQ,[1.37566494e+11]
BCM,[2.16673131e+12]
BDD,[0.31056991]
BNO,[4.47146806]
BOIL,[1.54546026e+14]
BOM,[3.95556872e+09]
BOS,[68.29058374]
CANE,[2.50127501e+13]
CORN,[4.0935326e+13]
CPER,[1.53092054]
DAG,[7.41519725e+13]
DBA,[9.03213176e+12]
DBB,[0.22317795]
DBC,[6.26152624e+12]
DBE,[2.76522721e+11]
DBO,[6.99385484e+12]
DBP,[5.36076545e+11]
DBS,[7.36238625e+11]
DDP,[0.79506778]
DGAZ,[1.46917218]
DGL,[3.6693731e+11]
DGLD,[8.5685688e+12]
DGP,[2.57534613]
DGZ,[2.26392677e+12]
DJCI,[1.35342867e+13]
DJP,[4.39329923e+12]
DSLV,[1.32741659e+13]
DTO,[3.51317246]
DYY,[1.3218877e+11]
DZZ,[6.09852752e+12]
FTGC,[3.31972128e+13]
FUD,[1.78246066e+13]
FUE,[1.57827872e+13]
GCC,[6.26878086e+12]
GLD,[2.7873577]
GLL,[3.30548631e+13]
GLTR,[8.3177001]
GRU,[2.01517897e+13]
GSC,[3.81168892e+12]
GSG,[5.68492148e+12]
GSP,[4.51202059e+12]
IAU,[2.06485676]
KOLD,[0.62401627]
LD,[0.59660508]
NIB,[2.58753632e+13]
OLEM,[2.32156735e+12]
OLO,[9.79787016e+12]
OUNZ,[3.3495845]
PALL,[0.34689176]
PDBC,[3.22809045e+12]
PPLT,[8.81054681e+12]
RJA,[1.11663725e+13]
RJI,[4.13471398e+13]
RJN,[1.59332782e+13]
RJZ,[0.38609507]
SCO,[8.94691061e+13]
SGOL,[2.7910974]
SIVR,[8.14841999]
SLV,[1.9005899e+11]
SZO,[5.73317765e+12]
TAGS,[1.20470983e+13]
UAG,[1.86030043e+13]
UBG,[7.69063399]
UCI,[2.22584645e+12]
UCO,[8.19309885]
UGA,[3.31813749e+12]
UGL,[3.42036688]
UGLD,[1.29276618]
UNG,[0.96570011]
UNL,[7.8529497e+12]
USCI,[8.79206662e+12]
USL,[1.13011779e+12]
USLV,[1.38994523]
USO,[7.3169677e+12]
USV,[1.12557706]
ZSL,[1.18570713e+13]
