BIL,DFVL,DFVS,DLBL,DLBS,DTUL,DTUS,DTYL,DTYS,EDV,FLAT,GOVT,IEF,IEI,ITE,PLW,PST,RISE,SCHO,SCHR,SHV,SHY,SPTL,SPTS,STPP,TAPR,TBF,TBT,TBX,TLH,TLT,TMF,TMV,TTT,TUZ,TYBS,TYD,TYNS,TYO,UBT,UST,VGIT,VGLT,VGSH,ZROZ
0.0,0.0,0.035336821818467014,-0.010312008560868587,-0.01971095050372303,-0.0006262251546301044,-0.001859795527575753,0.00386255983317602,-0.026717510816675196,0.006978352067970241,-0.010946463271363085,0.004751020234576514,0.005612574857339678,0.004698579097110787,0.003546129755734721,0.002498335696076452,-0.007598169332055185,0.011491360509981584,0.0014240824540153467,0.005071634780908086,6.34518070604388e-05,0.0016666421173388928,0.00781816060788342,0.001661565063308378,0.001937448050444291,-0.01186003435315559,-0.005931235636888875,-0.011501752800538823,-0.006040245587559343,0.00718132747746989,0.007906369419672423,0.01589740433553528,-0.016322546230978317,-0.01953028814123645,0.0017502335210167635,0.008235808324256924,-0.021819751988434083,0.0,-0.011052923773519694,0.005838033708060259,0.008084825058250136,0.004510224524987475,0.007861165785428014,0.0009850292624390003,0.005542744389876572
0.0,0.0,0.0,0.008088798791094039,-0.03172471097965642,0.0,-0.0006211490490326568,0.0,-0.005882303921568625,0.009122857648603048,0.004597309722458763,0.0007971847560939157,0.0014176745992893322,-0.00040647949278419616,0.0,0.005584159041767771,-0.005104186081779029,-0.0023633385852890425,-0.0007913476671682789,0.0,9.083030997103148e-05,-0.0009451193281562652,0.005186673673492965,0.000995326427386625,-0.020442043634197604,-0.04446378959604756,-0.007159974260196975,-0.014050464244626672,-0.001350456489427824,0.002534495811561393,0.006433782057784815,0.020178333144504502,-0.021672921132892903,-0.019162951343083545,-0.001178947515282165,-0.014187455825993059,0.02119109553556171,0.011193992382125104,-0.0070589985590735075,0.018104042636569367,0.0028515617157430896,-0.0009290187691368756,0.004169189648383594,-0.0011480126136278422,0.010473053976072231
0.00021878101825999015,0.0,-0.00127594896331739,0.0,-0.01892016612828796,0.0,0.003107489123679206,0.0,-0.018737720969540392,0.007823398275122748,0.018644033898305074,0.0007966761350591951,0.003869561701989236,0.0019509753572279872,0.0010002320936665801,0.003103648721054885,-0.008122999815463577,-0.017912887331661697,0.00039599755704813487,0.0026077075943961416,0.000181296467907886,0.0002367377741990441,0.004873298085123373,-0.00033144557925123187,0.0,0.01125301060666026,-0.0040064360431384454,-0.009574754899611607,-0.003718692000043843,0.003792339629081957,0.004317343259445488,0.011840782365874759,-0.013845516206797559,-0.014395822285097509,0.0,-0.0135192572592895,-0.001747311241436535,-0.006709079951183191,-0.012440606334874527,0.009909280638180869,0.006930765236317468,0.0032542833024385787,0.0030799829308413343,0.00032829944296672514,0.0039092993601591965
0.0,-0.00695309012742433,0.0009581923014433381,0.01903986154004984,0.01175917215428034,-0.008459987201629788,0.00433701996087432,0.0,0.028643165829145868,-0.002156230816377232,0.0074875376867733065,-0.0023878311990356872,-0.005546957258503836,-0.0035697977356677854,-0.0019983418243509125,-0.0018565868717277212,0.00775847286925332,0.01887435543268533,-0.001384635063856767,-0.0042726771943546035,-0.00018126360545645648,-0.0008274856529271422,-0.0034231746168505,-0.0006631109436934258,-0.008460208924427967,0.009984992481202954,-0.00040214127000628633,-0.0008992445371344121,0.003393222599098383,-0.004222658677774654,-0.0032240021562283715,-0.006781891697486822,-0.0014041215139913824,-0.0033907568971154683,-0.0009837973447720876,-0.009283939220244659,0.0,0.0,0.008998106336278127,-0.006451556081518921,-0.007589049161997216,-0.004942880634383197,-0.0030705257638998147,-0.0011489032386839404,0.001358621614549021
0.0,0.017893279192155383,-0.026164645820038298,-0.0012011744294676036,-0.07670846118084616,-0.0031600726313781107,0.007402899901474298,0.0,-0.07474343306025577,0.040279973593454976,-0.005450008347646649,0.009498914657484474,0.012726947790714977,0.007536421076036081,0.0060333736350978275,0.015809327338839416,-0.02352439079938206,-0.002575178601096576,0.0021657078435230147,0.009367674427885152,-0.00030861272290405134,0.0011949314925408716,0.02726590289687415,0.001658980180715862,-0.017349288964732566,-0.10219763259491296,-0.02655937011115484,-0.05130519211432152,-0.011498085269775042,0.016860670231099658,0.028549046106131192,0.07966249554973973,-0.07768010733142759,-0.07720489610455553,0.001733380068927594,0.004908556494862605,0.007220877781043448,0.0,-0.033888188871941165,0.055329963398154505,0.022408023569614917,0.009756675218358437,0.02861617547306435,0.0021863555290580657,0.042054687466847984
0.0,0.01039437512670066,0.04030144167758848,0.006948223246831782,0.01812678659985973,0.0,-0.000918524188609815,0.0,0.04118257438317995,-0.02534294058535475,-0.0036532878835389493,-0.0031644309138050488,-0.004862144037947487,-0.003721803922367394,-0.003154464656116026,-0.005187815337385725,0.010074528537143149,0.003581244274173485,-0.0013843449831323794,-0.004997116276263388,9.071851299238792e-05,-0.0008272811689767854,-0.004608047924285227,-0.002318718691199668,0.013314009068422936,0.021492537313432945,0.004133965957931237,0.006878540661151074,0.0041053554896064645,-0.005276667321161818,-0.0042824345012212614,-0.013888878311779658,0.00876525495624847,0.010209906839893194,0.0015736219385198108,0.0008881713063122154,-0.013686723860165471,0.00405273363521215,0.009230797277769728,-0.008716829720921634,-0.010088935469901509,-0.0043106145491171675,-0.006916502019493648,-0.00147668511925734,-0.003645140041581981
0.0,-0.02299540160349161,-0.0009449133858267279,-0.013402375087548069,0.05341246554957784,-0.007766714217784181,0.01133922735705708,0.006501233653924625,0.020791076105024148,-0.006599888252153783,0.006166649999999999,-0.0035712858654253225,-0.00432232097776416,-0.0032486471352316504,-0.001998905830914853,-0.0052946437086971426,0.006504705206381831,0.003734481327800719,-0.0007921420043706997,-0.001859788755196436,0.0001816179274947676,-0.000828237622391625,-0.00827554845870593,-0.0006639572765798857,-0.013710340686109336,0.0617572894343788,0.009468794016766442,0.01931684552020613,0.0030664622656838107,-0.005746887691283811,-0.01136097395109082,-0.028923353422341917,0.028711770141317462,0.027231985179228924,-0.0041242265627808965,-0.0008873831580535278,-0.013215896745950452,0.0,0.014024272718262929,-0.034010167767748865,-0.010191393919401718,-0.004638086704167931,-0.011563164793048943,-0.0019715727741169233,-0.015679517356175256
-0.00021873316359573148,-0.002477609090195056,0.00598994344230587,0.0,0.015023568780449182,0.00207670933152422,0.0051514545454545355,-0.013841325944617426,0.006954843862634967,-0.01795788091902769,-0.005466258165748907,-0.0008774226798613558,-0.0020410187042026254,0.00022768279146938804,0.004506122594243793,-0.002780239613696523,0.0012925508883199972,0.0016121950553040676,-0.00039639536571672043,-0.0011186419741124407,0.00010000561997208493,-0.0005568112685969341,-0.011598733601813968,0.0,0.01100495253417181,0.00892966333548435,0.008564500781499609,0.018488522283515645,0.0027174266498147326,-0.0036416819866718357,-0.008184901811933222,-0.03872059789794738,0.027543130080864342,0.02896957490372768,-0.0009859939389142687,0.003996544673406186,-0.01316954967288845,0.0,0.0018041803833799578,-0.015173508519537303,-0.0013293786759837668,0.003044435871014385,-0.005331337080825596,0.0016466196819271332,-0.03265484773946445
0.0,0.031822462956301305,-0.042619899717956766,0.019233369717104824,-0.0545790909075351,0.018970157819225297,-0.030449142625815145,0.0,-0.08978781450419336,0.036572526921418005,0.011325782622821856,0.008380360597459481,0.01477397538558964,0.009705397288467348,0.0017183399445997467,0.01363083758403628,-0.02624786887137096,-0.014816913615914844,0.0022056264857104857,0.010447530400408972,9.067534784839887e-05,0.0023709082317133435,0.023532012421093044,0.0029900501851896073,-0.013176711543970104,-0.07553349067854362,-0.021835794822931496,-0.044928461056361536,-0.014227621476110359,0.017136852908495027,0.023055094605695176,0.07678832653032859,-0.06719087507289444,-0.06666670766945365,0.003515183180415052,-0.018133592355470383,0.03392871417213328,-0.00908191281704497,-0.0336134707910265,0.04927655636208533,0.02939590911772863,0.008845494536341269,0.020905788315420996,0.0019753197310742442,0.05077606288220109
-0.00021886007804695432,0.006769926180684069,-0.06775774362545803,0.0,-0.08414882171483247,0.014549437251233954,-0.04322139303482578,0.0,-0.06775067383465183,0.029316458356159706,0.00609352756762965,0.005935633472398622,0.007839498929144862,0.005169747496981901,0.004814993513088896,0.008863152710056211,-0.01590805393013969,-0.005027272516662168,0.0021772121457146365,0.006100977455258417,0.00027221745514953075,0.00212835975199958,0.018915612898250892,0.003312396626585473,0.0,-0.07377049180327869,-0.0202562575438041,-0.04038974378421927,-0.009278383875868098,0.00952336126199837,0.019374446485739768,0.05842611395004076,-0.06091941814395306,-0.06033004539037365,0.0025583613744043065,-0.024774803613018325,0.0485674031924033,0.0,-0.031055929387532637,0.04514103169080005,0.014191725718999132,0.005691380565014572,0.018246360677653645,0.001971081805927414,0.030547774313702977
