Name,Riskiness R
ALTS,[1.97366445e+12]
BTAL,[4.82791582e+12]
CHEP,[1.99583746e+12]
CPI,[2.18340415e+12]
DIVA,[1.04218868e+11]
DIVY,[4.14150638e+11]
FLAG,[0.19469513]
FMF,[4.0461512e+12]
FTLS,[6.89085015e+11]
HDG,[18631466.62681806]
HTUS,[6.13589514e+11]
MCRO,[1.39538832e+12]
MNA,[3.89817907e+11]
MOM,[1.51976005e+13]
MRGR,[1.80797408e+12]
QAI,[1.19746528e+12]
QED,[6.4011927e+11]
QLS,[9.0482545e+11]
QMN,[3.60377193e+12]
RALS,[2.1584301e+12]
RLY,[3.89848573e+11]
SIZ,[3.41964509e+12]
VAMO,[2.25726248e+12]
WTMF,[2.79153633e+12]
