,Date,DBO,DTO,OLEM,OLO,SCO,SZO,UCO,USL,USO
0,2013-12-09,-0.01670304197534405,0.0257261396555386,-0.012700670980110152,-0.01711309523809514,0.022304896053587146,0.005796370967741857,-0.024274942335122028,-0.013618267198872982,-0.011697575226749553
1,2013-12-16,0.013663293311833904,-0.05528594631683147,0.01626208698392992,0.018925056775170323,-0.046060606060606045,-0.0212978952643447,0.047172878836833625,0.013568293909464058,0.024249452201196474
2,2013-12-23,0.01530047828684332,-0.024835827143472086,0.0,0.008915304606240654,-0.024777636594663314,-0.015873066669916357,0.02468373912958212,0.012916838284789177,0.010146561443066702
3,2013-12-30,-0.04449233169466677,0.13144033957845447,0.008359255036046299,-0.04491899852724591,0.12117257328990229,0.06113428879121449,-0.11412223220495814,-0.042893622933141216,-0.058314732142857234
4,2014-01-06,-0.013518485791629823,0.026908071052622443,-0.057081950329655455,-0.02081727062451822,0.03108669558900066,0.014709438227275516,-0.031271283564733555,-0.015988372480338398,-0.016592622222222214
5,2014-01-13,0.0076132058563741075,-0.024187428173026746,0.0,0.018110236220472475,-0.029304084006532543,-0.016187436969979138,0.028070175438596492,0.007139365020663753,0.015064779001650467
6,2014-01-20,0.016244798813236674,-0.04725014200877863,0.030645515432164816,0.013921113689095106,-0.05399129172714076,-0.010314390709371636,0.05426619112627984,0.01784402346614536,0.026417424351956795
7,2014-01-27,-0.0007435055442246829,-0.012737180881453635,0.00511827943256836,-0.0022883295194507523,-0.014114697760049056,-0.0322580405026809,0.011654276691245283,0.0007204370970325084,0.006361971870331278
8,2014-02-03,0.03348215264419234,-0.05133129289047488,0.0063045098785398474,0.031345565749235485,-0.05010899158985439,-0.004871769230769237,0.050879980799999974,0.029517735997971514,0.024137931728101584
9,2014-02-10,0.010439119867211234,-0.014467592173970135,0.01783137349397583,0.011119347664937017,-0.015072083879423357,0.008245297391257482,0.014311851662214145,0.00885773851479065,0.0075757858466829215
10,2014-02-17,0.01745634953426647,-0.04903117883055836,0.0203597528238754,0.021994134897360625,-0.0409181636726547,-0.04165604289148881,0.039627684665967784,0.014325393122121008,0.021720941241993977
11,2014-02-24,0.0031513256001703296,-0.006483451882786515,0.0,-0.005021520803443349,-0.007630939993062743,-0.039733386666666586,0.006930476705647563,0.0027334395110050905,0.0013628509502002627
12,2014-03-03,0.0027922919295146234,-0.00031081417029210894,0.008352691802909226,-0.0007209805335255795,-0.00699056274030057,0.05081927524683562,0.0022942012402339257,0.002498886869604655,0.0010886499135193193
13,2014-03-10,-0.028541561877731485,0.06403488119582716,0.0,-0.011544011544011554,0.06617388243576203,0.011363636363636355,-0.06552215736766807,-0.020620892349401863,-0.03398586280548839
