ACIM,BJK,CIL,CUT,DBAW,DEW,DGT,DNL,DOO,DUST,EFZ,EUMV,EXI,FAN,FILL,FPA,FYLD,GEX,GOEX,GRES,GRID,HAP,IDHQ,IPKW,IQDE,IQDY,ISRA,JDST,LVL,NLR,PBD,PIO,PIZ,PSAU,PZD,QWLD,RING,SEA,SILJ,TOK,TOLZ,VEGI,YMLP
0.04549081736916621,-0.006433508100722445,0.006620288430381662,0.0020073283558903546,0.006191925069761945,0.0075523548381767214,0.011257570846310929,-0.001675563550952381,0.009797865653845508,0.032323352234653366,-0.007854189982933283,0.007223128101435212,0.0040133053224121785,0.010244438680580123,-0.0014087966992875672,0.005575814842689887,0.005945792794427678,-0.002857231570878007,-0.039953745051618215,0.0013491717731276287,-0.0013599034604743455,0.0022284133799268845,0.009286708118726112,0.007584394967093617,0.003593233114675369,0.004802640978224331,0.014867433505886925,0.04962242488305125,0.00143382345827705,0.000388795111378131,0.003728641313137029,0.0037344118078173295,0.008935564501889157,-0.021560908848751517,-0.00031453264277098066,-0.0037705305696640844,-0.008756645996577272,0.0004496501053896668,-0.022535134676294186,0.002342374796458024,0.009000980185021745,0.0025334182150515343,0.009734794842593595
0.006870243470693965,0.01922303083790895,0.02561430593223332,-0.0052084188704390535,0.0,0.0028364145881526,0.0005498726941447289,-0.0007459744135677298,0.0047526446931913475,0.0013045525068882727,0.00031665976543453905,0.0031871668116023144,-0.0033079928720175238,0.010920189687211757,0.004585420007074198,0.006523168897059934,0.0018469505649833808,0.0014326676268875589,-0.03558496344078048,0.002020800576409641,0.005175710953674365,0.005681743380711553,-0.0009687133762357957,-0.00564548888341169,0.006086783489084543,0.00955978042438101,0.002547809789679785,0.04316549450243945,0.010737181359037602,0.0036920717085988266,0.0037147901929539436,0.0012400551828520444,-0.00038486800079923396,0.007932872031006072,-0.0037746016333731532,0.007964371453069637,-0.006183755841217042,-0.005395621932970649,-0.019452516207791662,-0.0017977420083882386,0.0008918152078662574,-0.010830317919749812,0.008034272012939747
-0.02987098166849376,-0.0005955435173764768,0.005399999232346846,-0.034232813733884045,0.0,-0.021414103249762374,-0.025686878772237826,-0.021272601798193732,-0.02798584818541969,0.06449518689310771,0.025957530420178437,-0.02303420078160706,-0.03471154848535934,-0.04243805703331077,-0.03581456607914736,0.007452788056954342,-0.033923202502118416,-0.042441556976975985,-0.002501586577057594,-0.02789920469886113,-0.03523044365085185,-0.036354783963265656,-0.01599646972401733,-0.0325512399812076,-0.02170820138212793,-0.019276463439921128,-0.015565470702488338,0.03152711551104498,-0.021246498676106968,-0.03097761283140031,-0.04663216771445165,-0.04211396841164273,-0.02812047749871477,-0.026235274652577942,-0.036311974556678936,-0.023247439048354374,-0.018666467815288013,-0.026672461000135136,-0.015429910541237712,-0.030073771386191214,-0.030525563072354305,-0.02007299291942101,-0.021785157302728238
-0.009221724440198552,-0.0482718293629916,0.03893907461205971,-0.010425325714072259,0.0,-0.01238641961845302,-0.013111373013504582,-0.01601506884148945,-0.014598499693305253,-0.06425955362175204,0.012959113417587431,-0.017886123757956174,-0.0021490458769931136,-0.012892792870967477,-0.005462436923502379,-0.00032149662335159213,-0.00801542842979787,0.02207826139826856,-0.01567405102764467,-0.004495116988380407,0.0011234719727135536,0.0033138627289946146,-0.020689289267112318,0.00273871435330153,-0.015278197405135181,-0.02241374541963137,-0.006453654295129475,0.007640868341255166,-0.015195389200856831,-0.00239772377513617,0.009316803159897956,0.003017254956918941,-0.006738028748411166,0.022900913454716933,0.006225262861479082,-0.003058750411898179,0.009057770003688787,-0.0032516110089611987,0.017164231782407724,-0.005570004712873723,0.0013789233444037904,0.007076293840835087,0.0059749774136805215
0.012778045887256171,0.016280581082561627,0.02468516678254957,0.0126421614846572,-0.003461428275295091,0.015050200252263656,0.01885722498849434,0.020926137038346358,0.014814773154659941,-0.014388424463250681,-0.013706978783182212,0.02235103849789169,0.01450098382631338,0.01306118806331657,-0.005858826660267965,0.016409217787272622,0.015390752492865775,0.027286060855685718,0.01910835655379889,0.011114984059448958,0.025533139407698444,0.00940054226854815,0.01659951521683549,0.00901284054370451,0.01108242915169381,0.015872864399395288,0.0071452161319652905,-0.03981044986566986,0.013225522871185995,0.012817990207307528,0.020000097740043105,0.015040846796598409,0.015163868791581216,0.007901439435028721,0.009443274924424344,0.012624412954498829,0.015260554315096219,0.04333664842619612,-0.021276559811239413,0.01755044025200011,0.030296206080382363,0.014423205951083371,-0.011339018724175828
0.01308415382960366,0.0,0.8253762800550514,0.012068351248726862,0.0,0.007619427070018152,0.016404649315137382,0.006073322290094207,0.003649612769779853,0.08360982743863668,-0.0049413472468564455,-0.006072909445649715,0.016133739051861194,0.0,0.009208264705867629,0.01772719083029721,0.006062814415670994,0.02529646429138134,-0.0468749585784552,0.0034352271802650736,0.0123117479794323,0.0010067540893706514,0.0059378978227145355,0.0053749918849344365,0.0069417481434525296,0.002430690671283698,-0.0009675491193934221,0.10069093136943796,0.006526668199897059,0.008305421933120309,0.02036185738221889,0.010584207690827714,0.011006159436404272,-0.034407593548667036,0.012903110245276284,0.015562919368700537,-0.033598515977765364,0.01429215814287779,-0.026236912016277026,0.010091796001348931,0.007573798137316764,-0.0021873286255055897,0.03141470381701575
0.007841329340534324,-0.019305733730645855,-0.4600102115432947,0.013157782028755123,0.023542967150275512,0.005926709998733011,0.0006899469721520693,0.004527344353176482,0.001414081689349388,-0.06858542210111472,-0.003724468733867933,0.007739299989133129,-0.0016714465739280796,-0.0008058643989783848,0.024817446333356915,0.0015550391503708994,0.001883214762893582,0.004163430097472759,0.02163925492858704,0.0054776189169748425,0.007837935454412309,0.009806428250734665,0.002459334825338057,0.015384528803548824,0.006894108664881177,0.002770817171718991,0.010974851750347814,-0.08251113691299518,0.011527374464830913,0.00804080333060552,0.015521079477575844,0.006284022238380078,0.0015553453720103462,0.01804246923940922,0.0025478207562815713,0.0012388625984140695,0.025617459287360568,0.003522636262344169,0.010777550128121404,0.01344227234879132,0.013707869049165312,0.0003652806026081983,0.008648905686379316
0.004424022058259726,-0.020733074771614728,0.8800380873487281,0.019886424199564608,0.008672666957550326,0.008532987134465445,0.006340996728343863,0.006572828079009799,0.0030261103898355005,0.18869168673377354,-0.004672825683776213,-0.0012125906789650248,0.00585939699644075,0.0008065143401723954,-0.017094018826072987,0.0071429547401786345,0.0,0.010442272611318991,-0.07958918641482396,-0.005107242673652558,0.01206762565348718,-0.013197262164401223,-0.0014721859315986294,-0.004166482429842218,0.0018017313161626677,0.0062176910528520994,0.0006386138922888289,0.18377313102171688,-0.0007122723716967351,0.006225562574237027,0.012372586845959445,0.005828591338310657,0.001164470473482221,-0.0646876047682742,-0.003494239495381,-0.0018887616905283653,-0.07136483905486612,-0.007459199128214331,-0.07159187379553192,0.0026886881222948802,0.007851726451691046,-0.005478367645605611,-0.012326125551964094
-0.013061708004651042,-0.024807535364856685,-0.4631614031964347,-0.022284099968120148,-0.007476548345712431,-0.02276371625433349,-0.014931009604459403,-0.022761084436636363,-0.021922743488286885,0.13772117488892774,0.015649379689178938,-0.012950294342188891,-0.013176114445059865,-0.024979815662291585,-0.0253622338307852,-0.028677150595189962,-0.022556189325875,-0.024164155747272268,-0.03765686196760743,-0.02087616153578093,-0.01854802215718207,-0.02775678431586404,-0.01670744501356447,-0.0237354000100511,-0.02661867718974031,-0.027119742470134104,-0.0009572233223760293,0.10404642114331827,-0.0370635140293322,-0.0216550718404915,-0.013659144852750936,-0.017384050331912183,-0.015509918442506472,-0.042160034193971886,-0.02135799430545492,-0.006035824443352228,-0.029779222687075627,-0.014588956131277678,-0.04347817876618895,-0.015731242499288086,-0.024237300106070517,-0.011017492935090098,-0.009223945870657259
0.0055398318254803475,-0.016447375144336116,0.06117261177960445,-0.002035014576681397,0.0,-0.003916906186750633,0.007370230976213566,0.003054475098317363,-0.0028789321787791684,0.16626154588548955,-0.0009244478549056633,0.0008200098970399986,0.00801108556623162,-0.013223490503497129,-0.005576279661666287,-0.0006349076703864593,-0.005000321653803181,-0.028500188088865962,-0.03550725482353451,-0.008388703955426494,0.0005399683709741062,0.0015572076929726269,-0.0009993669081834273,-0.005688294437765405,-0.010347465054692804,-0.002469933040543598,-0.0015969582929622938,0.0800297737856263,-0.01332341657687553,0.013833990184222008,-0.02259492236819069,-0.010109653550173913,-0.003938524571968756,-0.05786347080311949,-0.011074789348663029,0.006729104840538453,-0.05049494124170807,-0.008524146193522542,-0.05746143868785925,0.007809642389160497,-0.003326472674974227,0.010026239825559414,0.0010953004425084904
