,Date,BIL,DFVL,DFVS,DLBL,DLBS,DTUL,DTUS,DTYL,DTYS,EDV,FLAT,GOVT,IEF,IEI,ITE,PLW,PST,RISE,SCHO,SCHR,SHV,SHY,SPTL,SPTS,STPP,TAPR,TBF,TBT,TBX,TLH,TLT,TMF,TMV,TTT,TUZ,TYBS,TYD,TYNS,TYO,UBT,UST,VGIT,VGLT,VGSH,ZROZ
0,2013-12-01,0.0,0.012131732891997702,-0.07268001549810527,0.06566564814938713,-0.1163043238126174,0.0035817669523833607,-0.02283100065098929,0.050092733457018944,-0.1213872869299448,0.11207154341954705,0.03427750315713514,0.01408899988511114,0.03399816183841027,0.01441507937127543,0.010177901976151772,0.036607169686011784,-0.05940586234298478,,0.0013697281290392558,0.017392970119848215,-7.233360768260403e-05,0.0024895721803968474,0.06525490943494078,0.0033412200390907183,-0.0663496091878622,,-0.060200680884995424,-0.11704538850169051,-0.0333136745585287,0.045154957028434646,0.06967701017090668,0.19472469307188736,-0.1722100756982133,-0.17201020073039078,0.0010911536746787659,-0.06301835087609026,0.09000005383085385,-0.025490907781265698,-0.08915473973910534,0.13082813705207452,0.06004440063665031,0.021335912147885938,0.06442823040172664,0.0022034399056461563,0.11782636204360225
1,2014-01-01,0.00021843229041144097,0.013184862562162223,-0.00127646164291353,0.002477225730127011,-0.01599015990159911,0.004078891910265074,-0.009345794392523534,0.009864517369391071,-0.011080332793640341,0.003491129028319713,0.007151578330661781,0.002032663516604796,0.0018577594509981918,0.0005759089260502686,0.0006707907810383215,0.0053845751800672805,-0.009473731470001495,,0.0007904212082023488,0.0017024608431517603,0.0001814543965330765,0.00011784229743647321,0.002207709430165815,0.0019979595819675363,-0.011461972056137224,,-0.008734988239173975,-0.015587025363947394,-0.005794453069206625,0.003416306653855591,0.0026782928612425778,0.016317953579072494,-0.025070508260043742,-0.02305425899368277,0.0008839780197436218,-0.005663694799228967,0.009698317144302667,0.00030073132348091197,-0.01906780814941487,0.009046624393855018,0.006082354646491794,0.001726735940741523,0.002059570191150872,0.00032757953578599,0.008860289669085296
2,2014-02-01,-0.0002183845881656574,-0.03481489047878627,0.039366079738396634,0.0049266409266409674,-0.0031250000000000444,-0.015064369835329392,0.022536687631027428,-0.022597974783377967,0.04866953951924154,0.011255445226541427,-0.010737841678633765,-0.0039367670578152915,-0.005520118246638752,-0.00676320918971429,-0.004355620121711585,0.0007708674345451622,0.008147304812302922,,-0.001265882240305214,-0.006693435217237127,9.077663454045164e-05,-0.0010287705497027256,0.00625051381330056,-0.004320406793880521,0.015717520852421518,,-0.008812060124684154,-0.018739112906236935,0.003987762024551836,0.0005642253381730655,0.007449521959669025,0.01756720855974245,-0.030824262523666924,-0.028683278134816585,-0.0011132712859636513,-0.010323806656208474,-0.017653067101168624,-0.00270503050839775,0.01382279874064661,0.01275856166978856,-0.02493856778545148,-0.006916517024421933,0.007455909272035534,-0.001574280216523242,0.01051696324234117
3,2014-03-01,0.0,0.008930099651022648,-0.02434830300049181,0.014615208471007715,-0.037931003134796235,0.013060697938833098,-0.02050228088159917,0.018198105337140377,-0.040066810014463786,0.03757142423167845,0.007002818750049403,0.007381175879541572,0.007333197682585023,0.004744749555699732,0.0027831463495366763,0.012322278548166204,-0.016865806945799373,,0.001673243510512361,0.0049580202772576895,0.0,0.0010417210607442822,0.019205189180130235,0.001669040787402327,-0.010147083213956442,,-0.021731932340638943,-0.04278312770786663,-0.009777091206693057,0.011171332624607405,0.020804514107443547,0.0595879716641264,-0.065366446683618,-0.06604022295974533,0.0014493947420511834,-0.023021710306011887,0.006870972583600479,-0.0093430513584737,-0.02812091916324064,0.0420923533875454,0.030072804771094388,0.005857892202607571,0.018946188818272883,0.0014294688831039096,0.04163030485194533
4,2014-04-01,0.0,0.03922252758109211,-0.050415933976099524,0.022568995269721028,-0.07266216772035944,0.016963528126148802,-0.026426006634589046,0.0251977871316206,-0.08313039999999998,0.040986815614494576,0.027642576495132017,0.00787156509382795,0.018224565728156367,0.008702247654690796,0.006923448519754984,0.02005148032407351,-0.036811884201393585,,0.0009273780163727496,0.01083445329888843,0.0,0.001787535372877036,0.02833527608467487,0.002998764022004847,-0.0453613531522297,,-0.03062946270291821,-0.061398193058261434,-0.016969967616091618,0.021772534954738135,0.029645177030788977,0.08794655960021834,-0.09155848545844975,-0.08996830377398814,0.0014537612371151947,-0.032768731270860156,0.06587932030992283,-0.020991777257161663,-0.05523906227946067,0.05669027411421989,0.03417359900112527,0.010221954478474016,0.026698295172640624,0.0013788237888274534,0.046586636212582445
5,2014-05-01,-0.00021868075276547312,-0.0060120406477614605,0.010087629948905228,0.01347795842162767,0.0024596627708946437,-0.009507923110793614,0.0077936309538733555,-0.012575092344594457,0.010622078504473467,-0.011047009952924536,0.0006767213554945419,-0.0018052791684696275,-0.0019545899448722035,-0.0015501540392083896,-0.0011557499734657954,-0.002106457633040397,0.0014841886598483994,,-0.0002409149598843009,-0.0008399999975375082,0.0,-0.0008151428086927539,-0.0013092494656447846,-0.0009966911284862972,-0.001073852348993198,,0.0,0.0004944466993838975,-0.0015693736396355424,-0.0029372623614858998,-0.0026682693313955477,-0.009983916420917853,-0.0010347682726756752,0.0020530136763651586,-0.0006907066910498749,0.0007614532893292044,-0.007141130471109895,0.0037288734642350607,0.0018563179387709153,-0.008658152585694042,-0.007014943088999437,-0.0013769512000534917,-0.0011911878849534352,-0.0007208934535904509,-0.008426644263342328
6,2014-06-01,-0.00021822025488400058,-0.01461690188172047,0.031800237366629194,0.006870808154803066,-0.003154574021921691,-0.00909398772155623,0.014400026666666576,0.017655601089887063,0.024774775704758854,0.0235028791996504,0.005071834148036034,-0.0010931009753767174,-0.002375177027068707,-0.004662561909665284,-0.0026450807659318273,0.0017385052308713826,0.003705179547986329,,-0.0008279472971100477,-0.004967056886327435,-9.076839489104079e-05,-0.0007930945954643386,0.0038616073893311207,-0.0026603455596041705,0.003493711461803587,,-0.008680539625891465,-0.017951279829838972,0.0018862340732076846,0.0006898431820765182,0.00664573923840391,0.016102815393570082,-0.02941801074656586,-0.028999226357454506,-0.001478967515962294,-0.008368288227738172,0.005704322078261849,0.0012385512761969816,0.00416863654635647,0.017718321995032055,-0.002493536094636317,-0.004993935600813548,0.004978389207318473,-5.213529936586194e-07,0.021160373365106372
7,2014-07-01,0.0002182678853575763,0.030349495981261843,-0.047376365123605005,0.016112658094246696,-0.10021100210228541,0.0103671142080217,-0.024710908919271513,0.014078469852104664,-0.0827838125561836,0.069714669528855,0.011101766003334408,0.011934340602080389,0.018754719694947204,0.009028433674113026,0.0070816669312831005,0.02778861679573138,-0.039498092388793184,,0.0013566801339564055,0.01160455053313813,9.077663454045164e-05,0.0018355227959266317,0.04298786576548184,0.06068700302516213,-0.042046063202999466,-0.1268490021012766,-0.04728541216416412,-0.09022297318427715,-0.01945411373094765,0.026562710431545646,0.04717494269844102,0.1442292881288213,-0.1353254367191196,-0.1340691517041198,0.002471077940497319,-0.04449559656212921,0.038224417383143396,-0.01762527799333749,-0.06042440736601246,0.08715047037748049,0.03777103925771388,0.011406008043888863,0.04297187670429085,0.0013299721804159348,0.07586835009822519
8,2014-08-01,0.0,-0.019857686579513534,0.03556144194858589,0.0,0.05353649863227823,-0.004541648367676236,0.009164447933393443,-0.011779512320277963,0.0531150138532342,-0.03737909145456605,-0.014307120041471917,-0.0065934218309905614,-0.010321367001432356,-0.005165772633522507,-0.0037666218275586275,-0.014027911712341636,0.019600415290499325,,-0.000392629060496352,-0.007061676780159157,-0.0001816873958505727,-0.0007443530247038448,-0.01833173843994511,-0.0524993772883191,0.02991333519709254,0.07078206080297052,0.01985286597692836,0.03834101093343372,0.009599917432364892,-0.012869418742435591,-0.020774196919840573,-0.06645210766344797,0.056035634385129374,0.056419902597665134,-0.0008504383245453308,0.017262097588919268,-0.03301663481435557,0.008183791042719964,0.028964082369551582,-0.042414870032909446,-0.04450451052038224,-0.006346536832557665,-0.01959020432379607,-0.0005079913883398379,-0.04089899694053147
9,2014-09-01,-0.00021822025488400058,0.03646798919466497,-0.07461915827523867,0.03271430000000005,-0.08048954304486435,0.04258197026022306,-0.04967940837818932,0.06144461385774647,-0.08646192315275221,0.05025300183799059,0.004219409282700422,0.010277074844873904,0.015262169461263773,0.009565108775359045,0.007305340408346862,0.01926080005240674,-0.033170102467808674,,0.0027925259742059582,0.012169302329977935,0.0001817204121590308,0.002580038000266612,0.02434231654791129,0.003649775518477953,-0.006514712269272639,-0.10706541194333365,-0.029920637328330522,-0.06018116977741573,-0.016164763729345197,0.017976941231369368,0.02797039977252736,0.08062331302685453,-0.08859288551835147,-0.08818318155737954,0.0019338328678393235,-0.03314911051687181,0.04323269958349935,-0.019981280450158134,-0.04770992965400758,0.06160437488818879,0.053256665246799034,0.010655097787707464,0.027208508640777798,0.002297628415801356,0.052290394756402944
