Name,Riskiness R
BIL,[62997.0663586]
DFVL,[0.23887451]
DFVS,[1.65676929e+13]
DLBS,[5572.26251571]
DTUL,[0.40447104]
DTUS,[7.11303954e+12]
DTYL,[0.58903381]
DTYS,[1.00790641e+13]
EDV,[0.30742923]
FLAT,[3.2529111e+11]
GOVT,[3.11539149e+11]
IEI,[30490039.20088023]
ITE,[8.95178084e+11]
PLW,[0.19372428]
SCHO,[2.74428246e+12]
SCHR,[1.40530174e+11]
SHV,[2.87095969e+12]
SHY,[2.21872914e+12]
SPTL,[0.19497717]
SPTS,[2.57758582e+12]
STPP,[1.07431256e+13]
TAPR,[1.27106722e+13]
TBF,[1.77880266e+13]
TBX,[4.44957584e+12]
TLH,[0.14936894]
TMF,[0.50016774]
TMV,[689.47213565]
TTT,[1.94765612e+13]
TUZ,[3.72143256e+12]
TYBS,[3.64497884e+13]
TYD,[0.41694339]
TYNS,[1.45662418e+13]
TYO,[7.47762245e+13]
UBT,[0.35768748]
UST,[0.23569073]
VGIT,[9.89775341e+10]
VGLT,[0.18733719]
VGSH,[2.95213534e+12]
ZROZ,[0.30732729]
