Name,Riskiness R
ARKG,[0.49769263]
BBH,[0.42429487]
BIB,[1.48078261]
BIS,[988.0440753]
CURE,[0.45405602]
FBT,[0.4086475]
FHLC,[0.12932778]
FXH,[0.22266591]
IBB,[0.63675353]
IHE,[0.5512215]
IHF,[0.10742184]
IHI,[0.05553382]
IXJ,[0.16543656]
IYH,[0.13418611]
PBE,[2.62259045]
PJP,[3.35824894e+10]
PPH,[1.21121612e+12]
PSCH,[0.10875483]
PTH,[0.33452179]
RXD,[2.64756319e+12]
RXL,[0.29441178]
RYH,[0.11693781]
VHT,[0.13347089]
XBI,[0.32948345]
XHE,[0.08251226]
XHS,[0.24386899]
XLV,[0.12506394]
XPH,[1.47598667e+11]
