,0
0,0.017884358171464783
1,0.03719816033727894
2,-0.00038919718808453973
3,0.009091208549318209
4,0.011576251391341417
5,0.004813775090855441
6,0.019348826118030613
7,0.0005464328110856814
8,0.019302978533243684
9,0.02218813533034958
10,0.003720043010336637
11,0.034342557364422946
12,0.05617870444413305
13,-0.03894737206189687
14,-0.02688449862482494
15,0.0027187751316433075
16,0.021608341965291905
17,0.004842436024186768
18,0.03602155622136703
19,0.030263211466054526
20,0.0042942871026615
21,-0.06940335602442953
22,0.01785935678884907
23,-0.09177689459656395
24,0.07868440165503666
