,0
0,0.01704010606918428
1,-0.0010277152283087
2,-0.0014638950148757103
3,0.010293566881086128
4,0.0011896949349114493
5,0.008130936717802104
6,0.015137434703394322
7,0.0068817845682968785
8,0.00666572119485034
9,-0.004414388903419467
10,0.002381312385834737
11,-0.014409763481551532
12,0.00799494499095505
13,-0.003038841711301558
14,-0.011288319264268692
15,0.008475918510624977
16,0.015119071010659199
17,0.006329204055922709
18,-0.0034969248667813388
19,-0.0038353433334157383
20,0.014313162401390238
21,0.009624061124406554
22,-0.002992963628136353
23,0.0005674393502063899
24,0.0021166583266269442
25,-0.006106769757933048
26,0.0007303840721436858
27,0.014056725255798432
28,0.005395917850452244
29,-0.00017793078901081038
30,0.0019133448535626687
31,-0.014336877735542408
32,-0.006459627808212506
33,0.007214858339952564
34,0.01371236746202247
35,-0.006105314530633149
36,0.015763214502097823
37,0.0007959231814346607
38,0.006849971704585993
39,0.011895866302212583
40,0.0015062168815003032
41,0.008632421528268331
42,0.0022755841615820665
43,0.0026229508775969935
44,-0.0021407964988600097
45,-0.0013359992775959768
46,0.009139664231852593
47,0.015293476914906566
48,0.0035122090900281113
49,0.009168417499528535
50,0.002814111926469895
51,-0.0036260707479878534
52,0.02600969932673887
53,0.015708251294828408
54,0.008635314648541783
55,0.022264550727337816
56,-0.038546898916419325
57,-0.051619525525404004
58,0.04301117363381212
59,0.005519349891319551
60,-0.020401866560007455
61,0.03541851110078959
62,-0.012402364611920473
63,-0.05950196380281335
64,0.020326438146374803
65,-0.013783391226127612
66,0.019900432171271888
67,0.0052101960413735195
68,-8.613069322804671e-05
69,-0.0024307898820220696
70,0.024141911858839037
71,-0.005407446569595102
72,0.0030815331866421054
73,0.004883655645980199
74,0.01623988345727496
75,0.0002266557012436167
76,-0.008914770074217794
77,-0.013252761481651583
78,0.015248089559542342
79,0.015033585515619173
80,0.00018563421722252402
81,0.006063890217114028
82,0.007637958252254041
83,-0.002489154067654612
84,0.005947119179019772
85,0.00861717150032088
86,0.009333207946129534
87,-0.010284295057181762
88,0.011596016543810308
89,0.008499178021874
90,-0.005355532335632168
91,-0.009749522026572083
92,-0.041045679782120745
93,0.00023495319247376453
94,-0.03941429118534908
95,0.02421121658728983
96,0.021281187246850974
97,-0.016087676721451297
98,-0.037901946899231834
99,0.04847367586685707
100,-0.04604421017236202
101,-0.012582270959706035
102,-0.0705128319602794
103,0.02860187768601598
104,0.018585994989765625
