AGF,AGQ,BCM,BDD,BNO,BOIL,BOM,BOS,CANE,CORN,CPER,DAG,DBA,DBB,DBC,DBE,DBO,DBP,DBS,DDP,DGAZ,DGL,DGLD,DGP,DGZ,DJCI,DJP,DSLV,DTO,DYY,DZZ,FTGC,FUD,FUE,GCC,GLD,GLL,GLTR,GRU,GSC,GSG,GSP,IAU,KOLD,LD,NIB,OLEM,OLO,OUNZ,PALL,PPLT,RJA,RJI,RJN,RJZ,SCO,SGOL,SIVR,SLV,SOYB,SZO,TAGS,UAG,UBG,UCI,UCO,UGA,UGAZ,UGL,UGLD,UNG,UNL,USCI,USL,USLV,USO,USV,WEAT,ZSL
-0.026947803163444632,0.021663136909044832,-0.01264593902349075,-0.01774397972116599,-0.00682902344639198,0.07310375423039311,-0.01783355350066059,0.007485689453354961,-0.019359145527369892,-0.0006335445042762308,-0.02228539592223809,-0.011320754716981114,-0.0021652576236754306,0.006760874658234302,0.0007682447524030477,0.0006718806031318093,-0.0006786319505259791,0.004248959960230128,0.01225413158876628,0.012588799225306584,-0.10299003322259136,0.003113723602688389,-0.006212099217504164,0.0033620097123646204,-0.0020013342228151674,0.0,0.0007655524563805982,-0.03570093457943919,0.001968536745406816,-0.0025477707006368888,-0.004310344827586242,-0.0014925712237701528,-0.004489300411522633,-0.020390070921985696,0.0,0.0014946524952253598,-0.004932436094093117,0.005628036387501573,-0.011308562197092129,-0.002062685643564292,-0.001207395073727786,-0.0038530228895659224,0.0008244023083264457,-0.06975577764402477,0.006331764323939117,0.007530095381526095,0.0,-0.028354080221300145,0.0023999999999999486,0.01042304069565757,-0.0006364639591143483,-0.0011778563015311882,0.0,-0.0013755158184318827,0.004576659038901504,0.0026425066062665268,0.0017105645119466185,0.01132080923562324,0.0110620022123894,-0.0054794131303096925,0.008923563610608613,-0.08782936450837463,-0.014792972825703691,0.001844482073301228,-0.001407082551594752,-0.00300219983082207,-0.009344262295081972,0.11261980830670927,0.003420798331621375,0.0042949607221538285,0.03690470128259817,0.02816911610508618,0.0006659507048626192,0.001324547490608051,0.03465479708041165,-0.0018577229299363805,0.009765625,-0.005964214711729613,-0.02438759789178497
-0.01505117308542004,0.07096444938440498,0.011576404511152957,-0.01290322580645157,0.039651614951830894,0.012600894025606137,0.03160726294552795,-0.0017482081183658126,0.0040844111640572145,-0.020285230436932804,-0.012124150721428192,-0.03944020356234103,0.002893311403729273,-0.014652074613078341,0.01305184609149039,0.03121848461440825,0.030560314698312486,0.023394790506044302,0.03568013555928125,-0.03283394858674052,-0.04444444444444445,0.019102278686211904,-0.056968348585997274,0.03760238132530218,-0.01938502673796797,0.007237554996479542,0.007649132900328066,-0.1023453963946502,-0.07956777735534454,0.024265644955300064,-0.0389610389610389,0.004783166124792651,-0.0033822246004425512,-0.0036199095022625273,0.009722758372344278,0.019484271457720984,-0.037931076359986764,0.01678938094876644,-0.03594771241830061,0.02418350508095276,0.023572045935327787,0.027670335386184595,0.0197693574958814,-0.029777965072495024,0.048657718120805375,0.012954683930111543,0.0,0.057651245551601324,0.019154030327214702,-0.03665054522692848,-0.013587141937402179,-0.008254716981132108,0.011750881316098666,0.03719008264462816,-0.0011389521640090875,-0.07567771084337342,0.019271385121042837,0.03464818763326218,0.03501088429918593,-0.0007871310507674379,-0.042012161415146576,0.0,-0.006756757010388766,0.0220926971463638,0.008924330252497416,0.07829183394333976,0.038556975012411114,0.007896625987078248,0.0379545,0.057020668773613635,0.0045924513373263535,0.011741633476436766,0.006489251463868561,0.029100506413128224,0.110378074949839,0.040148842325210335,0.03945845261121845,-0.05466666666666668,-0.06568772559130137
0.021393519474723708,0.11815420536237906,0.02337470172875569,0.07189542483660116,0.020061705906929017,-0.07291464296125941,-0.03846153846153845,-0.028896672504378287,0.04338983050847461,0.0142348754448399,0.030927784441444138,0.03311258278145696,0.0028849643036101555,0.034696487617373414,0.02008339596539489,0.014322876675333437,0.015485943109331202,0.03623540755885503,0.06705628788363653,0.00856954515491106,0.10465116279069768,0.030927698598992012,-0.09264834706154032,0.05848578907478338,-0.03135650988411718,0.013173653220505193,0.014170091093117338,-0.17102141716645605,-0.012451120154709313,0.0149625935162096,-0.06306306306306306,0.015769148749674694,-0.006787330316742071,-0.0681198910081744,0.00891583420414286,0.028789858724706106,-0.0582436946487867,0.035776375495707134,0.0067796610169491575,0.01755800237251266,0.01299090679040173,0.010712188456508523,0.028271405492730182,0.07310264862994847,-0.033799980000000014,0.0009837924249877946,0.029027209638218268,-0.0053835800807537065,0.02897415818324205,0.008818405473107017,0.017002625848358138,0.010701545778834705,0.011614401858304464,0.006640106241699843,0.02964652223489165,-0.0158859470468432,0.0288791628062092,0.059247758887171625,0.05866812896405903,0.004726309756845679,0.003173687247547794,0.0,0.006802721345529897,0.03032119392611248,0.0176909217877095,0.015232292692037968,0.021669933768958916,-0.10363247863247864,0.0595577210228913,0.0883343947066541,-0.03695235238095241,-0.029497098646034788,0.0061166967724682825,0.013496165381319623,0.18030162915491368,0.005112500130687639,0.05247487709434771,-0.00423131170662909,-0.11325727926232222
-0.0011967684737741466,0.013280023036984372,-0.001665477079835124,0.017073170731707388,-0.013183488221309844,-0.06900166700507537,-0.026440677966101733,-0.01127141568981064,0.007147498375568514,-0.012440223285486494,0.015714285714285632,-0.008974358974358897,0.0010787358315070418,0.006586792369866402,-0.006686478650376829,-0.010269533279621785,-0.0009733590192513051,0.0030509762805227885,0.01124249986256005,0.0032680065359476764,0.10175438596491228,0.0015909517890207456,-0.001494288560517911,0.003050847457627114,-0.0021111893033076102,-0.005910126316395879,-0.0059880735534892674,-0.02370406417567258,0.02017291066282416,-0.0024570024570026226,-0.008012820512820484,-0.0043936239243325724,0.019741875474563426,0.0380116959064328,-0.0038883349632967655,0.001264853754940717,-0.002735537518184434,0.008110669609546357,0.003367003367003295,-0.009123344273040158,-0.00553780222856886,-0.008880034374104763,0.0015710919088766358,0.06760273010920448,0.01821564855691062,0.007616633719493096,0.0,-0.006089309878213793,0.0015220700152206675,0.02322677264668381,0.014108352642083544,-0.007058823529411823,-0.00459242250287037,-0.014511873350923524,0.01439645625692146,0.0140728476821192,0.003179064874164147,0.006809436128863579,0.00698946545234836,-0.007056056448451716,-0.007765314926661005,0.0,0.0045045422111315405,0.0017482808857808786,-0.006404482781130663,-0.01400351608907503,-0.007641952231349661,-0.10369487485101313,0.001033271358406045,0.007435018863755444,-0.03481017499574241,-0.026905779770802274,0.003943427473818189,-0.001902346186803004,0.020329138431752183,-0.008646998982706088,0.020509193051301583,0.0,-0.014883046143523516
-0.04373882302343789,0.011555806250786551,-0.012631053685201557,0.05395683453237402,-0.02168204117389393,-0.018697878153159198,-0.043871866295264565,-0.02599174646602824,-0.03870967741935481,-0.06266146843221798,0.04125639943741217,-0.07632600258732221,-0.016522973874635156,0.02795960234082945,-0.012715092961042396,-0.0158884540805798,-0.014290336402668741,0.0025736224410803647,-0.003705866029543057,0.01205208429797771,0.03184713375796178,0.0027229939792576953,-0.009810442464423776,0.005407232173031434,-0.00352609308885747,-0.013079667063020288,-0.013052208835341444,-0.014941355389541016,0.038488700564971744,-0.046798029556650134,-0.003231017770597813,-0.007649434727064948,-0.04393153224380002,-0.004694835680751241,-0.012065294535131294,0.003947576063553574,-0.006082313800412972,0.004300263798044895,-0.06040268456375844,-0.019815813046753658,-0.016998769548615643,-0.01676294894583509,0.0023529411764705377,0.021675620514475698,0.012807501785068141,-0.008778249635613305,0.0,-0.021102791014295352,0.002279635258358614,0.022333353128304742,0.01697274683405486,-0.029620853080568717,-0.012687427912341342,-0.013386880856760328,0.012008733624454086,0.03551020408163269,0.0010047147548030491,0.006280144624147505,0.005949479424888372,-0.06395582313462292,0.033043449275362416,0.0035763963453312297,-0.044843086696562034,-0.0008726875836914799,-0.0059852212700378825,-0.03626677259751777,-0.01681596704673948,-0.03723404255319149,0.0053675063040360535,0.00553501824594024,-0.012295041235554109,-0.01433696803190121,-0.009328952842191629,-0.012918254703129007,0.016129032258064516,-0.018727552591072262,0.0013859666879428773,-0.014164305949008447,-0.011262189569075298
-0.03508771929824565,0.028977459305899313,-0.019309654839488287,0.018202502844141086,-0.03066933202011784,-0.1042240435598156,-0.21340131099781495,-0.002340917493402702,-0.02617449664429534,-0.07339769124741558,-0.005853174509373078,-0.06162464985994391,-0.046018924851275865,0.011574003461538916,-0.024621154637698917,-0.025370704946078217,-0.024382202967627192,0.012602140408827673,0.020028588110815208,0.020276826520759576,0.16358024691358025,0.013577721186503695,-0.03929471098731666,0.02655465546218488,-0.013446567586695064,-0.030923734939758918,-0.032553382502543325,-0.04821232655538055,0.055763311798707915,-0.0284237726098192,-0.02917341977309558,-0.036169556963633435,-0.04322429906542054,-0.09433962264150944,-0.032327550287356364,0.012739815579118751,-0.0272377742854704,0.013121491350235027,-0.07857142857142849,-0.0296099851008784,-0.030709689006866776,-0.03203997648442103,0.01486697965571215,0.10488671728788,-0.007025270975511779,-0.002952103175788382,0.0,-0.004172461752433971,0.013646702047005285,0.016115626696274005,0.006292736107238036,-0.050061050061049966,-0.030373831775700907,-0.033921302578018994,0.007551240560949329,0.05754828537642875,0.013744097511547105,0.013922275564090264,0.013799851463782584,-0.05018975327666611,0.032828339866114935,0.0,-0.06142406343599632,0.01455604160442746,-0.02362204724409456,-0.0568421210526316,-0.03708438239954636,-0.15561694290976058,0.0277206975827372,0.04220179816513757,-0.05186721884092907,-0.034285714285714294,-0.03584995929043382,-0.02124011969019261,0.04668534080298786,-0.028496732026143883,0.013494844290657495,-0.08979885057471264,-0.030420809290757286
-0.025974025974026,-0.05483350859960053,-0.006891533180124722,-0.015642458100558525,-0.0023094226861298394,-0.08815997678646928,0.21296296296296285,0.034725482624377337,-0.021364576154376327,-0.008181443219837898,-0.0190217391304347,0.001492537313432804,0.009188290241735227,-0.0017161961164125455,-0.008155287602862231,-0.00743740277938556,0.0023640156567528467,-0.02120297631385658,-0.03001397179838246,0.03974756972405152,0.13527851458885942,-0.021656622364121983,0.05925535849074207,-0.04125736603610464,0.020803443328551004,-0.005387443240258797,-0.007360751646667768,0.07626639374690923,-0.028663414771768574,0.0066489361702128606,0.043405676126878096,-0.007689960477052197,0.0008140008140007966,0.0,-0.002969561879377744,-0.02057774515124822,0.038731947699518966,-0.020040913975212328,0.02131782945736423,-0.0014730429292929884,0.0,-0.0027330701488003733,-0.0200462606013878,0.09147786407766954,0.010713543345188058,-0.0014803355904349546,0.0,-0.0006983240223463537,-0.0201944652206432,0.006108975348602915,-0.014002155179518472,-0.001285347043701886,-0.004819277108433846,-0.00421348314606745,-0.005353319057815922,-0.031680954155795665,-0.020488895905417363,-0.026988729782730543,-0.026737967914438537,0.010213143872113695,0.0013583265047995288,-0.04057017543859641,0.012922009170487756,-0.017216586353893032,-0.0099620018975332,0.030412930196645017,-0.01560429895072044,-0.1303162486368593,-0.041758242592572214,-0.06396710319132988,-0.047264769206459965,-0.037654706831629935,-0.005311891615628952,0.0032880535573883538,-0.08314001070472787,0.015069994617868862,-0.015022225502825991,0.01736385161799531,0.05458446678599042
0.025333333333333385,-0.014181321133972816,0.0019827014613482846,0.06129398410896698,0.010879559933343505,-0.08600330812827338,-0.060305343511450324,0.0,0.045774647887323966,-0.017247881514810718,0.018005493998153255,0.010432190760059657,0.013657047185575751,0.024068749563476242,0.0058730739381437575,0.005790164940607442,0.006064746519618737,-0.004238370492718964,-0.006940520917166616,-0.035800911280367595,0.1261682242990654,-0.003651256043672107,0.0041254126774063595,-0.005806010730668968,0.0035137034434293,0.00041666666666673185,0.0010593485730586273,0.016129032258064502,-0.0013262267904509838,0.0052840158520475605,0.006400000000000006,0.0061997066469470395,-0.013420089467263046,0.0,-0.0007446388404825674,-0.002695599842121611,0.004156264151006543,-0.0040345160281518066,-0.028462998102466695,0.006743919773573932,0.004614026737251522,0.0073082216808768845,-0.003147128245476076,0.0822297110541556,0.029199980000000063,0.03582893412826938,0.0,0.004192872117400329,-0.002366412213740367,0.00046708314417429785,-0.009926947606879316,-0.005148005148005039,0.0024213075060532173,0.0014104372355429884,0.0,-0.003464203233256345,-0.0024106764038566712,-0.00827250648528003,-0.007492457542457598,0.01186813186813185,-0.032555642090188776,-0.046000028571428486,-0.016872428677877728,-0.0011679124087590257,0.011499759870639295,0.0016247116693651439,0.001011838128361473,-0.12727272727272726,-0.0064636573491171825,-0.006269592476489028,-0.04317870824118754,-0.032979319898229165,0.006029336882503665,0.005025125628140635,-0.025296807536245573,0.0013255301875522135,-0.02010398613518204,0.00465477114041883,0.010732264637956816
-0.0494148244473343,-0.03763436501017142,-0.013851125401929254,-0.03208556149732609,-0.03343254103194592,0.005842539759807857,0.03249390739236396,0.0,-0.043771043771043794,-0.023273522444621168,-0.010884354235118037,-0.010324483775811251,-0.00411675539683234,-0.014549470210682671,-0.022187609471007737,-0.026075208111209787,-0.03650370048358132,-0.013714837527748987,-0.02213142551824109,0.014789143650436053,-0.016597510373443983,-0.012139203177807091,0.03237472579703291,-0.023703228316618703,0.010504201680672294,-0.019158725531028816,-0.021693095811986737,0.060629664324746375,0.07802124574962681,-0.021024967148488848,0.019077901430842623,-0.017252031320308173,-0.01896129431162415,-0.008333333333333342,-0.014903092399403916,-0.011209189830597113,0.022587547837926904,-0.014108032636291496,-0.009765624999999964,-0.02867904542599963,-0.03092467850581745,-0.028113662145485958,-0.011838989739542252,-0.009132383561643798,0.004663855512317381,0.0011928197133979775,-0.07493540213039188,-0.030619345859429326,-0.010635855842069105,-0.017973867880485567,-0.009330149329137527,-0.02069857697283313,-0.021739130434782573,-0.029577464788732386,-0.010764262648008574,0.08690614136732329,-0.011224530973354891,-0.018155005797595963,-0.017614543653017376,-0.0364900086880973,0.038979220415030935,0.048517491719601416,-0.020929259980295517,-0.012861707479149595,-0.02415921249837928,-0.08191399970663417,-0.036051212330673536,0.009339080459770116,-0.021616011684532574,-0.03596212618296528,0.0043206913106098605,0.004046358615396587,-0.015753458364607655,-0.03543480434782609,-0.05889399152198831,-0.04183216838760929,-0.009904492394764808,-0.014671814671814632,0.03803766026780474
-0.0006839945280437611,-0.03638838729933315,0.0,-0.022099447513812272,0.0021321962125608273,0.0877406954251171,0.008654602675058963,-0.04761900442716572,-0.0028169014084506445,0.007421914062499951,-0.012379551232441643,0.01639344262295087,-0.017286756691396902,-0.0056786146348841255,0.006369449354693414,0.006954086891954011,0.004170967759023534,0.009110513403187687,-0.017272397532234626,0.0015503565891472767,-0.12869198312236288,0.014606873202159072,-0.038681964342566016,0.02814915552427866,-0.013860013860013813,-0.0012738429415644608,0.002974580854516132,0.050539796395475706,0.001539852123811135,-0.017449664429530186,-0.028081123244929757,0.000940530710452952,-0.0029411345773585644,-0.02205882352941167,-0.0007564674449141303,0.014552219357265332,-0.030415230364112027,0.002691909813207173,0.013806706114398302,-0.0015086206246284276,0.0,-0.0021772937992352312,0.015175718849840359,-0.08516134248253135,-0.012959419478541285,0.00881579678780565,0.0,0.008614501076812706,0.013921113689095106,-0.0023769551031251643,0.008926089463916851,0.003963011889035583,0.0012345679012345414,0.002902757619738819,-0.0010881392818280508,0.0017768301350391156,0.014505353007573506,-0.015991954022988645,-0.016905686475409878,0.016230883678990102,-0.008906828850386642,-0.003141845366572212,0.0051304405784712535,0.012437044714243324,0.0077669902912621425,-0.002650158963778088,0.002446696916345623,0.13380782918149467,0.02831402892136485,0.043193657528920265,0.04445509082217965,0.037420780804790825,-0.009046642310368709,0.005183660247546984,-0.051124323943033526,-0.001934236030235875,-0.028224330117899182,0.01332288401253918,0.03262975358644299
