,Date,DRN,DRV,DRW,EWRE,FFR,FREL,FRI,GQRE,GRI,ICF,IFEU,IFGL,IYR,KBWY,LRET,MORL,MORT,MRRL,PRME,PSR,REET,REK,REM,REZ,ROOF,RWO,RWR,RWX,SCHH,SRET,SRS,TAO,URE,USRT,VNQ,VNQI,WPS,WREI,XLRE
0,2013-12-09,-0.07316458207565923,0.07016718736020447,-0.023584902320653578,,-0.020812478987866243,,-0.024116683137382026,-0.01091903176590678,-0.023226006254702225,-0.0231489491633772,-0.021201012911260236,-0.019224869249078194,-0.017981006486221644,-0.03318789633775749,,0.03672972086120617,0.02257342610743061,,,-0.020840609929692767,,0.016872774934665012,0.020246401557665446,-0.025823031449681226,-0.007969847137720735,-0.023038025259899883,-0.025100014352813057,-0.022168289411229898,-0.02409623342654925,,0.03527253282637627,-0.03149974935876084,-0.037244940935694255,-0.016162743533964227,-0.02381303087763514,-0.019262081250294008,-0.018653417842495277,-0.02486856333214582,
1,2013-12-16,0.051882817047744736,-0.05505255838892062,0.006689070079503466,,0.005184137733748084,,0.0068964576003079465,0.014788977815508298,0.013587418984840203,0.013330104885081826,0.0021058612979463404,-0.06876151069173488,0.01943446316837844,0.032502922661389426,,0.05772945404714737,0.028255990163304684,,,0.00691736960662297,,-0.009955722062497428,0.028472884496525873,0.005080719869368351,0.03382689502551109,0.0031933774400226046,0.006790014610524668,-0.01478572287298109,0.018685184180378258,,-0.03849558492803511,-0.007767006063504902,0.038225547733367664,0.012188859669457635,0.018023596199688355,-0.02202630229322995,-0.0005511628278389902,0.019835664635334337,
2,2013-12-23,0.013524442064263596,-0.013753642789516012,0.006275203180099752,,0.015269356407195702,,0.01525174809990571,0.0051310869122703625,0.006187316736798088,-0.004650570139953834,0.02819505529410249,0.10169089512923843,-0.0037813147838418504,0.0026985217697008106,,0.015200985844467744,-0.05324186948438128,,,0.010495385495574123,,-0.006331465660169175,-0.03859060899265725,-0.00593428680485198,-0.015951195268866014,0.016956433629095373,0.01616981975044789,0.032046257449759925,-0.007533698689962995,,-0.009663963095759905,-0.026908074586348,0.006653718204385927,-0.004188602846845972,-0.009615272027945133,0.040897798249762515,0.026565602956840826,-0.008891330242997738,
3,2013-12-30,0.006017910375032739,-0.007364570851550484,-0.006969874708323973,,0.006160171311465145,,0.0022723671355127798,0.0072122754831176784,0.00728589950443629,0.012423537226758489,-0.006459282122780242,0.0019820018998588157,0.011280675624039864,-0.0003363780558606944,,0.046523358898287,0.08621223947304393,,,0.005636713407781816,,-0.012743617094357755,0.06077341481205565,0.015713381006563377,0.030514837819818806,0.006077916912293763,0.0023758561240734637,0.006190087506530157,0.014099384483617985,,-0.007434874826039154,0.014384729294088754,0.008869962155637155,0.0070976452101395296,0.016219595793441892,-0.0031562940022014574,0.002450898080833075,0.00908209820096919,
4,2014-01-06,0.050975017669063274,-0.05256502605428539,0.013298923433985275,,0.010714380087698362,,0.0158730281897837,-0.0014246751157137468,0.00945339025984831,0.023169044662041113,0.01891245787141169,0.006264569061229345,0.01752172209901639,0.005047133682049648,,-0.015329358527692844,0.013796332510473172,,,0.016990715720190463,,-0.012528541472907882,0.016281081650631888,0.028174982933886813,-0.00041268335778674403,0.011116678584269447,0.01728699149302113,0.0029523690156903113,0.017745678088893695,,-0.03511238974820552,0.030210069487415787,0.03386378469713207,0.016705821316139593,0.018327293310471286,0.006891231638093993,0.005704868455725559,0.012506848188321113,
5,2014-01-13,0.016580088503950773,-0.016161272664283938,-0.014217911931247676,,-0.006562312123848367,,0.005580556909942899,0.006318626279453773,0.0015183715363748967,0.0024726953553594784,0.016241413585010644,-0.0022937114650686775,0.003412921046034276,0.004351998093689227,,0.033756330988053404,-0.0008780935651552643,,,0.004133729548073833,,-0.003460223019080296,0.004215798662930391,0.006208448933900661,0.007851179811942208,0.0019118222228571681,0.0026037005184726854,-0.0012263783765113527,0.0029061358319641757,,-0.004852052135694449,-0.011928780897725423,0.005505884445293946,0.004107920525934548,0.004083534613358658,-0.0016646564115188672,-0.0010804025399577723,0.005215475965148308,
6,2014-01-20,-0.010223777573992577,0.0044031108705027185,-0.026997263070893035,,-0.010671270934849618,,-0.0022199108085792034,-0.01539403357530168,-0.02122805925758265,-0.0048027640696819964,-0.009132435407230544,-0.02955635769822765,-0.0057204065956560765,0.01558060755495633,,0.03924601616816077,0.019332367920202813,,,-0.01046313148864534,,0.005787114695971973,0.018471823676213958,-0.001063363944206894,0.0024599798263425904,-0.01479015989091057,-0.004920391095105284,-0.022844667936288317,-0.005151357451752891,,0.007313428885117139,-0.04678063441713731,-0.009969200533586188,-0.006647930606657554,-0.001656902515322164,-0.028719933019907884,-0.02893465709809941,-0.004369250814530867,
7,2014-01-27,0.04672882767894271,-0.04704109101160942,-0.00874179717944729,,0.0017980652345036484,,0.013348273936547818,-0.00020570900622268975,-0.0025819849259029345,0.01982751565265377,-0.017857236551810648,-0.014551771139034555,0.014616804286905477,0.010217280702888324,,0.010070634066762283,0.007327169067770129,,,0.02236097984445902,,-0.020329858759875218,0.004946459619018574,0.025132810183265207,0.0028628510527298062,0.006295541398609009,0.01703272605020598,-0.007541534562435785,0.01618127839221414,,-0.03097772836706666,-0.017941884780780657,0.029782866743982474,0.014414293506055359,0.015691017958441016,-0.01602417439237449,-0.015594600664919685,0.002468152284967532,
8,2014-02-03,0.022791332934748356,-0.03202403455539909,0.020322124275012114,,0.01153555805575365,,0.010976713658300077,0.005761559362522226,0.018379578788879233,0.01458175450794211,0.0043991601214870705,0.021634644342917005,0.009501613545286768,-0.018596995544963687,,0.021934021359061032,0.01112553679696639,,,0.0013562358625095593,,-0.005090059524727169,0.009843833370020611,0.013920819693902506,-0.0016311820828428282,0.016602473380401696,0.013371291201334814,0.01975689871567337,0.014012539362321797,,-0.019979979551710568,0.006985550148085082,0.016940355793476268,0.01141865196515917,0.008764262016252695,0.02326468843951407,0.021782270185992533,0.020246696677461876,
9,2014-02-10,0.06593158503623932,-0.06433922193921102,0.028184860214511144,,0.018499495525264417,,0.020629772123322287,0.0233221106227557,0.01804751195338096,0.020675657390420613,0.048175040310409714,0.01411759635614603,0.021254185793567675,0.023271205207587298,,0.02731704514678234,0.01565820625973553,,,0.022180851168937497,,-0.021251529091558974,0.013810094821414593,0.012295102286162679,0.02859447206230282,0.017515068756772785,0.02159103035574187,0.013412966993186089,0.022299158893301193,,-0.04230372540576867,0.034151465476250184,0.043201466401981345,0.022578803383291254,0.021793385077790026,0.014399555991329475,0.010243914724289429,0.025207829982573104,
