AUSE,DBJP,DFJ,DIM,DLS,DOL,DOO,DTH,DVYA,DWM,DXJ,DXJS,ENZL,EPP,EWA,EWH,EWJ,EWS,EWT,EWV,EWY,EZJ,FAUS,FDT,FDTS,FHK,FJP,FKO,FNDC,FNDF,FPA,GWX,IDHQ,IDOG,JPNL,JPXN,KORU,PAF,PDN,PXF,SCJ,VPL
0.017253506807750698,0.029567482060644,0.016969843141482158,0.015839798633912373,0.015826316317573634,0.01534847670692214,0.015497455494816953,0.013385347211052516,0.027501864007240667,0.017894287990809984,0.004000012875958714,0.03198083194603832,0.033096223319209785,0.03236132800995849,0.034258732220331115,0.02387161469062584,0.024621678773444587,0.04035361889801499,0.039446575608537995,-0.03301313062678625,0.044864410163461564,0.0322169552401885,0.015212326869157904,0.028322629630281437,0.035944024523075026,0.008737355147195123,0.024213316719846813,0.0428757435708829,0.013770065200545436,0.017253975555935826,0.025232018465536927,0.05078595614045053,0.024334849095387932,0.011114856315277793,0.054713130230767563,0.024447219233822474,0.06982796357285583,0.030928168830022792,0.036185193574447404,0.030660713217475214,0.03477753836772466,0.030907631455088836
0.009244504272971998,-0.006002124143732319,0.010023364084386687,-0.0013891401446520365,0.01037523647313841,-0.004881780112331961,-0.004780759177270614,-0.002914888420694674,0.0013005764179023706,-0.002617739905459035,0.007258505027885142,-0.001823538467372716,0.016081474737750758,0.0019930618155206193,0.009268048976428992,-0.014504218482029103,0.0,-0.013036774189067029,-0.011299447820718431,0.0006207287550837349,-0.038908044264446634,-0.003255840934873284,-0.002338004648355754,-0.003937990019104426,0.001909301762437369,0.014225406257036062,-0.004112674291955546,-0.0364157073755189,0.006962683630357955,-0.0044453169275619625,-0.014321521561380866,0.005135967735888561,-0.0030501454610114,-0.0011094391179680774,-0.006217200434829484,-0.001733471165568333,-0.10753689250566308,-0.022356476427201958,-0.0028963695269674625,-0.008022002101740342,0.003557322793836603,-0.005922127464112885
-0.0011948309031372885,-0.0018378310963269558,0.02520343128206285,0.01804128881962321,0.019541870728896474,0.01019412149717513,0.010293423953520214,0.012483714444567091,0.0018551736200086925,0.00933371111935933,0.00040058944268989496,0.01572457391887979,0.0234767599838013,0.0025851499840061397,-0.002866523094484557,0.01691533535412717,0.005828220858895684,0.0054389070435109325,0.0021428520632132747,-0.00930527943921535,-0.010120827001066613,0.011601696473647779,0.0,0.022138544531070392,0.024503266502269846,0.00831177198658632,0.014996725098416791,0.0011117124568103833,0.015045899121590413,0.016757789905642584,0.010533952247087064,0.01863542150591447,-0.001529851831572737,0.009698700635275424,0.01309866564689898,0.0040517208802113925,-0.031852477125065386,0.00544487849825037,0.012345478357139526,0.017560245393037553,0.020895527280889233,0.002813232526922412
-0.02956257731294208,0.001841214938395761,0.009291531065273344,0.0021940732839300864,-0.0029850643710081586,-0.002522700876408916,0.0031839198973189,-0.0034013111562524487,-0.02296304067674693,-0.004253795350697335,0.004403341446637435,0.011527982912284771,0.005154562690706172,-0.01783421571218476,-0.02628341157524073,0.00831686808413511,-0.002483426355198061,-0.018547053677459596,0.004989296822507689,0.003757100566692617,-0.00412271224556411,-0.0033403968088076717,0.0043522512774394366,0.00019363924692227487,0.001328727790549448,-0.007212744142647474,0.006209911184815698,-0.016284223116856754,0.0007230903529715487,0.0028663011000600123,-0.011862093329739521,-0.0005901851083616281,0.00408589342094308,0.0027446130472333604,-0.0011578795467693788,0.0007685568302725733,-0.01645025284081465,-0.02148020110104202,-0.00035858524833438205,0.0018165450590077559,0.008954608919347002,-0.0054455510258964454
-0.032752070974902354,-0.05145690388312309,-0.02723428333401148,-0.025597744562114867,-0.02300663023060461,-0.025097407106450517,-0.01989013197037709,-0.023464262249272824,-0.027293008980024132,-0.027488734794896996,-0.04942189967155771,-0.05079764191193455,-0.02025623186804692,-0.03937867061059439,-0.0337410015552347,-0.0557980823366541,-0.03070527435523222,-0.03543314470982842,-0.017730454721836104,0.059731650520274335,-0.04553733735036978,-0.06166917458325132,0.0,-0.03518968839073993,-0.022558340375196027,-0.05319156422072938,-0.017024927580466597,-0.05191872301217233,-0.02781791051517235,-0.028224248226186112,-0.056747876740743476,-0.029229257442168206,-0.023397578725840598,-0.021211040222133788,-0.09138325531799137,-0.029377923416986806,-0.1320422686008719,-0.0409518468574208,-0.027628102221459457,-0.030825164366689493,-0.023908660355850767,-0.03666821794869538
0.014745991036004309,-0.029338746182719026,-0.017350284355450742,-0.015900499102846244,-0.006935596058807768,-0.01696259968932761,-0.013816692900254144,-0.012887612571642944,0.0015586850434712856,-0.016424711102070867,-0.022851182525958344,-0.020583166495072282,-0.013870947861496808,-0.0009107482544344276,0.0056744579171891674,-0.017471830590247747,-0.02996587242952092,-0.0024490521014132413,-0.02021659866880775,0.055776321372502366,0.024288732511665755,-0.05679241145844908,-0.040000063033004137,-0.013827658635988095,-0.012489800396531324,-0.004932847925436175,-0.04762942717329717,0.02023804447788369,-0.011148282804134813,-0.018749990934876382,0.013883698182204671,-0.009124223410642576,-0.011458847057222752,-0.024117524691816317,-0.09249409739611188,-0.02769519163903529,0.040821566588433715,0.0030775055133792193,-0.008487216325344984,-0.016604178910611632,-0.018185112453680808,-0.016190244408868047
0.023143164894458758,0.009409965349708498,-0.004614701917619642,0.02019671666461176,0.014292857461133375,0.0229394138603022,0.02320496721180556,0.02190739675026913,0.011867584453293728,0.0262134769970169,0.008367227235256142,-0.0014012177953001265,0.024946975126035758,0.02393423413130808,0.033420207155947575,0.0031382262682167284,0.009708825706571618,0.013911824634606546,0.006632302587826192,-0.02146642670971948,0.003048809997122639,0.015147782663855837,0.03541662720079282,0.019914755806045428,-0.0010997418457955412,0.009363861876589228,0.008411051689396308,0.0070009798501936785,0.015031998870790762,0.024353664443974188,0.012552173954218593,0.007980524084825573,0.007376557202053066,0.029369787052476875,0.026007465910565287,0.0046794462796779105,0.014372640602435722,0.0172577350639342,0.019352279888236287,0.02164081361776972,-0.008316003008362506,0.013480328023343448
0.0499736899796077,-0.011299480989713223,0.0010077453212808806,0.02237886650323588,0.02273797198645561,0.026989677926105786,0.032092611997139836,0.03053283169272923,0.020957653098721732,0.02705760906285837,-0.003191464741943289,-0.005611946700939295,0.020196702715494973,0.03784518988444168,0.04451911285327896,0.03128255374941088,-0.005244694889320846,0.016949177484537312,0.02635421397419385,0.01182342437807786,0.025498128737720376,-0.011688718825316202,0.04258880095456153,0.020920572563810445,0.025048035063947212,-0.00873119697469092,-0.0033813800652174623,0.02858264776087635,0.016660491158312567,0.02194573292234718,0.045830138817343206,0.021315307916211862,0.029811814012260737,0.021920469294133438,-0.01872570281508989,-0.005467846948836406,0.11311236352412693,0.03656934674968663,0.01569910646105591,0.017458283694180378,-0.00724227180755278,0.011746351242994044
-0.0030059520799398613,0.020285545531916117,0.006242577936388605,0.005556702119607257,0.006576062054592557,0.0075361151250469185,0.010986466809577138,0.009035583384319734,-0.0047083062869779846,0.007553660783883648,0.016435397655848574,0.01798951655395811,-0.009644484522999678,0.006220383319823978,0.005629311261885039,0.004044703269950014,0.011423499403096405,0.008730073558788841,-0.0021397551853346657,-0.02365200704779161,-0.013996361435980206,0.023527943652162688,0.009327757936521752,0.009172312732942918,-0.0018796826196879226,0.03633341763583868,0.014928694516149704,-0.020277946425657573,0.004734119163349068,0.010021484666935084,0.007543352088895574,0.0035778047824934493,-0.0005078973758749434,0.0027238463585653227,0.039097057299699874,0.013439266928075635,-0.05242711612519692,0.005637540486104696,0.003594744221166933,0.009379932003555308,0.009022765347045743,0.007341632562222762
0.007370050529944023,-0.00027994539101307026,0.0006004082646029945,0.01373068749233452,0.009643808071459255,0.0059454011228842005,0.003690763678592128,0.0029153960719212253,0.014948140612915196,0.009142211835342796,0.001889963409557797,-0.004504589891816347,0.023321350690703145,0.0008527949015028057,-0.002399042379533909,0.01611257265015913,0.008688135316198466,-0.0031472366340546216,0.005003682732041653,-0.015140556141923996,0.020040023628570373,0.010694524418824784,0.0,0.013730699236742005,0.00968515259705495,-0.008499197815895195,0.004011583116030663,0.008815740014183176,0.015222865834538609,0.006732824590910724,0.007129944937357215,0.01396320036257948,0.016260185522982334,0.015280077432567553,0.012765932534803721,0.0006027993536618145,0.06830592197625182,-0.0034360824064887216,0.010744888898789945,0.002719850273830589,0.011986400008775523,0.0071187503211392065
