Name,Riskiness R
ARKK,[0.09852515]
ARKW,[0.07365689]
CQQQ,[0.18241828]
EMQQ,[0.15908416]
FDN,[0.07584699]
FTEC,[0.06793022]
FXL,[0.08848105]
HACK,[0.31212903]
IEUS,[0.11069318]
IGM,[0.06293222]
IGN,[0.12923177]
IGV,[0.07082705]
ISRA,[2.66182526e+10]
IXN,[0.0664872]
IYW,[0.07495578]
KWEB,[0.18445702]
PNQI,[0.08585483]
PSCT,[0.10121349]
PSI,[0.10272067]
PSJ,[0.07308941]
PTF,[0.15408337]
PXQ,[0.1294391]
QQQ,[0.07492656]
QTEC,[0.07225425]
REW,[5.59912368e+12]
ROBO,[0.07948676]
ROM,[0.1532167]
RYT,[0.0633068]
SCID,[0.17010254]
SKYY,[0.06789208]
SMH,[0.08393369]
SOCL,[0.0934059]
SOXL,[0.27139243]
SOXS,[2.76433139e+13]
SOXX,[0.09070703]
SSG,[7.46853678e+12]
TDIV,[0.08572072]
TECL,[0.19207212]
TECS,[1.09776071e+13]
USD,[0.18932747]
VGT,[0.06873676]
XLK,[0.06184496]
XNTK,[0.06542786]
XSD,[0.13566665]
XSW,[0.08130756]
XT,[0.07221978]
