,BSCJ,BSCM,BSCN,BSCO,BSCP,IBCD,IBCE,IBDC,IBDD,IBDK,IBDL,IBDM,IBDN,IBDO,IBDP,IBDQ
0,0.006885911951443338,0.012474851406635028,0.012551973794834947,0.018126116138429304,0.018905929419775508,0.017013960238845535,0.02967437130211592,0.018873107023993,-0.0015404254725936153,0.00777957840974614,0.01207388291532099,0.010363607734281929,0.00665311369598538,0.007542755683726159,0.005370887778916397,0.007813055324924552
1,-0.0023854795312319823,0.0024461127819059183,0.009476355656027759,0.0030031732858758786,0.009049888389401413,0.0019462339373546795,0.011079628573057393,0.008189160504248711,9.642271719221982e-05,-0.0008070141819504209,-0.0007944854451632668,-0.001226017478845415,0.0008609481166670266,0.010725909029043428,0.010828794340117047,0.01247936110076456
2,0.01632860919139494,0.02949631023660547,0.02562556251092814,0.03176442917301038,0.0254718500319551,0.02199859957684397,0.028717489385185323,0.017297671354627214,0.01976471268800624,0.014042496529026267,0.017609290277774105,0.024639474563043894,0.028423556833670132,0.024534706159908947,0.024455165017796814,0.02434643219288534
3,0.004981473296020629,0.010451205660886155,0.010622968358489311,0.008434535673741778,0.012411707754099624,0.013127357659540219,0.015769983671416514,0.004473870158634395,0.01380361213212098,0.0025944244352743735,0.003915554737881723,0.005202072424641872,0.006389880593943571,0.007188239147585158,0.013311775418285833,0.008849742727226327
4,0.0002874987795096358,-0.005301470162301131,0.001365279858078547,0.0025290617685120097,-0.0014598347859852336,0.000360050648874094,0.0052086148300638175,0.005416443888572904,-0.005502228648615861,-0.0007963650545527745,-0.00429033205017363,-0.004097579846825459,-0.0029675395970370326,-0.0016904635822273546,0.0016338440749389188,0.002545181656184137
5,0.009560923252433653,0.02248484514442839,0.019507932936341725,0.02318154649477067,0.02490333476462938,0.019698377637225994,0.02837969522447723,0.020390802297931977,0.013503375843960969,0.010454418061976811,0.014040976550244859,0.020582775507556886,0.02262798182540053,0.026377597140564146,0.022174674585887563,0.02507577270131967
6,0.0035659389545317157,0.009771936314623718,0.009704673413699101,0.012520316339033867,0.011830881850619266,0.0071273081793718435,0.015106574925466758,0.004707683766095666,0.015173945225758703,0.001360607624737257,0.006033894592338869,0.006504420463970664,0.00432392973126734,0.0046255904468831205,0.009029878930986541,0.012271402201919843
7,-0.0007433730456288498,-0.0015077544096009584,0.002309800642858048,-0.002172851456994565,-0.0003516785527776198,5.397970505471878e-05,-0.0037051207176155136,0.0033175295300598147,-0.0065621582209259835,-0.0019003974622729205,-0.004047106431249684,-0.0041514454884024506,0.00043517329000439204,0.0006274443407955735,-0.0008401386463018154,-0.0030368574255008334
8,0.0005576745442777787,0.003468156777013045,0.0003744725794400183,0.0028068391942729517,-0.0009466392499771882,-0.003990136945275364,0.003795037599757802,-0.0016109157051571361,-0.0014679266055045936,-0.0019517764949249213,-0.000438766474855178,-0.0011822548922206788,0.0015646514350176012,-0.0005053467649757347,-0.0011696638643143764,-0.004276493103124177
9,-0.0006662851472775253,-0.006088788518648787,-0.01057466291255984,-0.011996533789329843,-0.013170137085805604,0.0020067396956621594,-0.010124898909084912,-0.0020097120076837225,-0.007717714359342675,0.0,-0.0031090570532505096,-0.00308705621435965,-0.0078124166298016535,-0.010001395083082908,-0.010148478379545646,-0.0121048547207213
