Name,Riskiness R
BZF,0.00018788358871595784
CEW,0.0004540180939912789
CNY,0.00019273297463677665
CROC,4897710987725.59
CYB,0.00026203865081170897
DBV,4531134884852.102
DRR,3185413382695.8896
EUFX,0.0005593506155369198
EUO,0.00018470987145309176
FXA,0.00024859515018369946
FXB,0.00020949001757439826
FXC,0.0008044900461354349
FXCH,0.00020421340577072924
FXE,0.0007019823441433167
FXF,0.0014299745791735473
FXS,0.0004044539548618356
FXSG,254273.9501039717
FXY,0.00022117285157717488
INR,0.00021754235577885772
UDN,0.004491197780991753
ULE,0.00017652319144529992
URR,98807926348.79626
USDU,0.00017022711638712453
UUP,0.0020606787272270215
YCL,420411500208.23315
YCS,7212091034809.988
