Name,Riskiness R
AUSE,[1.14480908e+12]
DBJP,[4.07902946e+11]
DFJ,[3.42398703e+11]
DIM,[1.07888151e+12]
DLS,[1.76291656e+12]
DOL,[2.08151239e+12]
DOO,[1.78754873e+12]
DTH,[3.54878146e+12]
DVYA,[1.64015239e+12]
DWM,[3.59814345e+12]
DXJ,[4.41695468e+12]
DXJS,[2.96723588e+11]
ENZL,[0.38214541]
EPP,[2.28279852e+12]
EWA,[6.72572615e+12]
EWH,[5.74514308e+11]
EWJ,[1.02292131e+12]
EWS,[3.25771223e+12]
EWT,[8.66271781e+11]
EWV,[3.62399167e+12]
EWY,[1.38723763e+12]
EZJ,[4.28589319e+11]
FAUS,[6.42084667e+11]
FDT,[5.60249462e+11]
FDTS,[1.52085478e+12]
FHK,[1.71142843e+12]
FJP,[3.22967452e+12]
FKO,[1.70273239e+13]
FNDC,[9.91207949e+12]
FNDF,[8.98196353e+11]
FPA,[8.79825236e+11]
GWX,[1.25090301e+12]
IDHQ,[1.37097978e+12]
IDOG,[9.45653778e+11]
JPNL,[1.17784245e+12]
JPXN,[3.44107478e+12]
KORU,[1.46080143e+12]
PAF,[1.65598779e+12]
PDN,[1.4756859e+12]
PXF,[1.83322823e+12]
SCJ,[3.96649268e+11]
VPL,[1.37800964e+12]
