ECON,EMCG,FSTA,FXG,IYK,KXI,PBJ,PSCC,PSL,RHS,SZK,UGE,VDC,WBID,WBIE,WBIL,XLP
0.005082497000097165,0.008321272531513805,0.021775436838226414,0.01973820718028768,0.017034926413121446,0.018216716132854617,0.0198979336491747,0.01734095909435276,0.012802325856232684,0.021965179026230717,-0.06129457085571794,0.036557236040769284,0.02044341494588833,0.008593371878707805,0.013612868232250115,0.0021409531696870627,0.022365428379976408
-0.015592091747658372,-0.032917313346248755,-0.015081881596883782,-0.011253488039705451,-0.008420072863657506,-0.014647463623203173,-0.004729625994269343,-0.0058538780844943255,-0.0036867196204499,-0.018247178986288675,0.0077627054969218534,-0.017865296634449218,-0.015121400398419813,-0.008471772719165077,-0.001492285758590173,-0.002180813924839766,-0.016949301834552673
0.015839055758237082,0.011346020186625356,-0.014980104446185787,-0.014340963697845929,-0.011230856152371623,-0.011361294303303569,-0.016929327336416944,0.008832630651474736,0.005109933187177561,-0.01197385729746291,0.03398271196708123,-0.03129141838347645,-0.014184403138059909,0.005429713198611833,0.0025617457363175805,0.00851934190939635,-0.014033661687834344
-0.042562148182843484,-0.01716371791160401,-0.0283879556669328,-0.03648961610404322,-0.032782462653842645,-0.02190948952691278,-0.04380651079404423,-0.02489265366403111,-0.030504742720366913,-0.024780660691279398,0.03724807451355727,-0.001556726700473768,-0.027670186698444132,-0.0135011609235934,-0.031516274566444,-0.015347082616183382,-0.02744989462134577
0.05237687532359014,0.008780650903202495,0.02469568297133521,0.018935425410920918,0.031602153006202706,0.026024022457190942,0.021485187025262423,0.010915400831938529,0.02477383031044509,0.02262806772717173,-0.0354879194371004,0.004385203599409643,0.024148116170766315,0.015100157610616534,0.016271162238704003,0.014688212278491604,0.0261339371251326
-0.03555009011358544,-0.008220563778069267,0.017990485524093172,0.03787369333158646,0.0149931201054448,0.007705485683117525,0.029075021499733757,0.02751664862593873,0.02311629024389028,0.02675260563851161,-0.03591765755113894,-0.017463596704838383,0.019133235621685996,0.002564985422202305,0.004500038146077488,0.0026555859942070576,0.017930220229110404
-0.014744139727149415,0.002193893547290275,0.0066688514941300545,0.002493231933433529,0.000820683824296531,0.0028672946561286547,-0.01292459076718033,-0.03525437017656821,-0.005346679836036138,0.006359331060393159,0.0018172096612575316,0.03860958708540437,0.006232094950892094,-0.011659256972047194,0.01145860397285896,-0.0011476940183872196,0.009607411674896664
-0.08098590621294083,-0.07662362686231441,-0.018549155698171255,-0.015147914276368987,-0.0288813598733762,-0.02499217892169875,-0.025883041955950502,-0.04234007065405869,-0.028264312936893563,-0.0016676655496885425,0.04172348339962182,-0.05352740233523569,-0.01974154025161985,-0.03357526154518445,-0.03236792047213826,-0.016530907648855498,-0.01903247605126885
0.036398431723119434,0.04004202777306903,-0.0023624754618428914,0.005738843446155287,0.005347625050723118,0.0015206795283701725,-0.00875280080960674,-0.002751636490125491,0.00107070191623947,-0.0007032173559344688,-0.024379641708008937,0.0239076823132206,0.003475008609760596,-0.01051656158147586,-0.00044017993128234943,0.0011234562276330204,-0.0028293153439474944
0.017098030265312158,-0.006180240349897369,0.0376987960614985,0.025336732140339803,0.019036992622025458,0.01648429105788561,0.03598614149819021,0.03574464285927992,0.025596525020238986,0.0331752621355151,-0.03346722400531652,0.044344187714128416,0.024004468128304157,0.018789132692608942,0.024218569276443586,0.009652115712993823,0.038601415335375616
