DRN,DRV,DRW,FFR,FREL,FRI,GQRE,GRI,ICF,IFEU,IFGL,IYR,KBWY,MORL,MORT,PSR,REET,REK,REM,ROOF,RWO,RWR,RWX,SCHH,SRET,SRS,TAO,URE,USRT,VNQ,VNQI,WPS,WREI
0.17662876317321805,-0.16428583048400436,0.07151842205753979,0.055607163249147405,0.07255806119708111,0.06358758287221078,0.07115948748207852,0.056228128542559964,0.06118428946281356,0.057985014895617214,0.055343064002341784,0.07230956500702188,0.06922892123388957,-0.05041310801688581,-0.02236273602158516,0.08831375144848456,0.06836904533445318,-0.06255974806048145,0.024829355698329853,0.07169051656851118,0.06624802809984165,0.06731604025241228,0.06122151754263695,0.07635319977067842,0.023451621555433764,-0.11883077469623543,0.08311667634692751,1.2536890744047011,0.07362653278342719,0.06815718972401773,0.05576184397024493,0.04906752074992947,0.06769768096459645
-0.02849091855183555,-0.0014243042486860233,-0.025045372799003072,-0.0076977801684860936,-0.0013234715828276936,-0.0067934046006248115,-0.01025709574420227,-0.022884794154222583,-0.003180140874393125,-0.05987128849811621,-0.03815991058119185,-0.0019906801849249225,-0.0011015795811190698,0.06737051731404513,0.039675957891343136,-0.004222538630600958,-0.013709371281163427,0.0,0.008056218606696629,0.018130607081213425,-0.016327902786802018,-0.006142965084496824,-0.033526060046647134,-0.016335610499295168,0.0065081657534824975,-0.006247189610207429,-0.01726606087392919,-0.5039453376831214,0.0,-0.00625853770187736,-0.023342544152346188,-0.03282275621381927,0.0017618493769407735
0.04509615752875048,-0.07085120274191417,-0.02755038206153945,0.0032911617460103532,-0.0004417586694064693,0.00683987060908827,-0.0014054364127010909,0.0061509810610786645,0.02130295380324417,-0.010789558246219437,-0.012044033908012786,-0.0017281916402342758,-0.02625171815745611,-0.03489682161491783,-0.043584569156364265,-0.004923928755261975,0.002740177009427541,-0.0178297315274902,-0.04495501927323189,-0.03403249427089301,-0.004043606322281249,0.011368460695204828,-0.02370875027522734,0.012774263460414902,-0.031911447275255994,-0.02861488186011525,-0.03367504624315708,0.013967061181139762,0.004883315812665248,0.004282894384050043,-0.022944470665607092,-0.006504524702926649,0.01494828451620181
-0.11303761455092885,0.08188311385981319,-0.046586150877134684,-0.047077856552430984,-0.030612094281208445,-0.024781241777759783,-0.029810137122335018,-0.043207724316347874,-0.027304667713419026,-0.03194019667264572,-0.030313643872717413,-0.028743116305681993,-0.05101537234731153,-0.15757685773326632,-0.0409046980075003,-0.04108157602420627,-0.028246322629781214,0.04253103602307681,-0.02623715045657682,-0.04982986509002273,-0.028774066396492586,-0.030509760279913364,-0.02573061989402164,-0.0306009063833526,-0.04467181513541226,0.0723054241925715,-0.09494056818049866,-0.08120181769469267,-0.03252766060279028,-0.02087893945974662,-0.032734981173589514,-0.04355260337168794,-0.054040234959443226
-0.022384862936683337,-0.014190958057319297,0.020593260448357437,0.005178532681035099,-0.006912648936730058,-0.002817064469388666,-0.009145841889807908,-0.003210632758117005,-0.011624399883589329,-0.050918395739933626,0.0037200824561394743,-0.007500234008405229,0.029464415025390295,0.09837409643195504,0.02900919019043965,-0.004930472674824251,0.00571522601921106,0.00447763153227375,0.02538603527847809,0.00923056122630396,-0.0028874701536765147,-0.008531390506821052,0.012935575607120043,-0.00998161945902735,0.06587836877835875,0.003329702497768693,0.012287861736389412,-0.017593338895124086,-0.004196864046006131,-0.0036367382517857243,0.009453425352632869,0.013392887701957613,0.009644234042083337
0.3338421154998764,-0.27015354477244946,0.10008080164434703,0.08758585172562858,0.08816718567162994,0.096516248547787,0.0906408961975481,0.08820598849533097,0.09302822390108104,0.10993858023990387,0.08302446812641373,0.08956067133555011,0.1152258773251902,0.15132710837150845,0.07340412355963857,0.09384999394083043,0.08217506522738165,-0.09806847858827718,0.04090447703873101,0.09102813848708388,0.09088855834534036,0.09167064243214527,0.08053162877532839,0.0984347464669006,0.1050641541417931,-0.18419403783411276,0.10173402049358847,0.20850665127062726,0.0867346480065899,0.09242601133612503,0.08937285714003182,0.07371518571850766,0.08005432419326414
-0.077706554194121,0.06640353234459685,0.0044020258843407755,-0.0013533510630541815,-0.015991274854391585,-0.019865436804245844,-0.008043426705420971,-0.002662447857796704,-0.019455024930639175,0.011331756208380093,0.030777499385852593,-0.00497376998211686,0.002619417414325511,-0.010593487337974158,-0.01635280656270343,-0.0194701709938493,0.004176313797378452,0.015925430402876323,0.04566282567279553,0.013846919290151487,-0.0032920931928302625,-0.019044871750221157,0.025688923135375245,-0.02388313391844812,0.019969160729423542,0.031019607916484806,0.01049326618292439,-0.029441046493274267,-0.01494727054844741,-0.0125779830387415,0.0224533125500124,0.01777893824455868,-0.02616949749997929
0.06229056799304052,-0.08138095276039134,-0.01862676575207349,0.0056675413225643475,0.0231851415409505,0.024250272970651663,0.01494322995989556,0.008519464774040461,0.021485046375621767,0.0018380637269999566,-0.01771988325111809,0.022074329327577073,0.02593521410187968,0.12644791715872514,0.05692723213320164,0.029090287808704512,0.006463817368230762,-0.02540539584254766,0.041708992643409104,0.029880376736399136,0.0076351997367325375,0.019820283239924383,-0.015108391580982868,0.02038776949307417,0.02767990441377616,-0.051048165770164765,-0.022326153175357875,0.0433194773366488,0.02556063467749127,0.02248557516458893,-0.017023679337216657,-0.010212228170175522,0.04321263102371698
0.2132929525697116,-0.1892617636136434,0.009304004390073459,0.03381431917760224,0.052943716615664084,0.062419547619794284,0.030631385083468018,0.022602595604767343,0.05850131874783032,-0.06474425917080305,-0.007487951659720551,0.05290731698038236,0.0730870971227735,0.07637951539345847,0.029551761418114636,0.05746524178996097,0.037023158708385066,-0.058790950268298926,0.0019532579203514642,0.02940035935404591,0.03133319130172852,0.055968334505244084,-0.006471816460690613,0.058479524735639686,0.06735759734724832,-0.1159043680685026,0.03292634869768688,0.12123331430366326,0.05005096094254534,0.05975865808294587,0.006704024778012987,-0.0019007329948012843,0.04393326501009151
0.1275633891164575,-0.12251645083972945,0.0710496831229378,0.057519539859244025,0.049028390024806,0.048774548713017035,0.042562785311852654,0.05582251862649197,0.040349709613346864,0.06988821384029201,0.057319150826559036,0.045914761777571485,0.09085487024886883,0.026177417970914992,0.020370708739893984,0.05001928296342044,0.054331301159478894,-0.03889225558775065,0.0632631769429052,0.0829671030646975,0.049028230772986514,0.05236050788887691,0.04422303666423634,0.04831907257797383,0.040498402579227766,-0.0749559705081047,0.09922875403656374,0.07567906561803138,0.031517483206470236,0.052001810325669036,0.049738601639943945,0.04352565525166769,0.05214242235984765
