,Date,ANGL,CJNK,GHYG,HYG,HYGH,HYHG,HYIH,HYLD,HYLS,HYND,HYS,HYZD,JNK,PGHY,PHB,RIGS,SHYG,SJB,SJNK,UJB,WBII
0,2013-12-09,0.014086084083717169,0.015290369007911859,0.008805282393767338,0.005273280485228158,,0.007364507479242664,,-0.0009647229758485218,0.0007727538848821455,,-0.0033841007802776716,,0.00520516205733215,0.0008026002471971453,-0.004164480710544549,0.00039909475848455924,0.006185954752418954,0.0013553817618135971,0.002682546522312773,0.002377005662439275,
1,2013-12-16,-0.0014774745096050562,-0.007039209839316944,-0.004278388989062065,0.002260368013258668,,0.009273543552836603,,0.0038623255752964518,-0.007723587308242017,,0.004946090969507714,,0.002963399895427065,0.005786192899610195,0.005450578323590782,-0.00039893554539941715,0.000989612113095585,-0.0027072310716039706,0.002923189186181006,0.0018241711456362679,
2,2013-12-23,-0.006286077901201315,0.00984652818616226,-0.0022416210694896637,-0.00397355844691483,,-0.0013657790434767043,,-0.006541000251206792,0.007585029928004672,0.0003998963272663641,-0.0006584001433319006,-0.0015971656282434163,-0.0027087089969210307,0.00040035189377104927,0.000522391054731302,-0.0015971706922740473,-0.0025700602331357215,-0.0010179503919915424,-0.00291466905711196,0.006737176450863746,
3,2013-12-30,0.011766836525332433,0.0038094863087580404,0.010330310597099959,0.007968258899572029,,0.0024590261163221242,,0.003167040939449659,0.00310386478017969,0.008606156112378834,0.004996335329749975,0.005003780301538625,0.0063526544373467605,-0.00040019167627558094,0.0036514143083918446,0.008266438978318367,0.0057395735726504605,-0.004076190792415371,0.007094963304314644,0.0,
4,2014-01-06,0.004076946677806655,0.0011742477988600031,0.005215106051691057,0.006020783294817069,,-0.0014936232989435985,,0.006375345240265737,0.004642215328397122,-0.003968681365936322,0.0031026336626603667,-0.0027889936325756082,0.005670846817441015,0.0036016967064491845,0.0036381299884960605,0.0015916235636768083,0.003164756189271354,-0.004433708750822231,0.0009708610407813224,0.008319667849195463,
5,2014-01-13,0.0007385751669451287,-0.003126417204342235,-0.0012974497953526104,0.0022445194248607867,,0.003865029970253947,,0.005951264878162027,0.004428436960312223,-0.009959662358071818,0.0007503920063870687,0.0019974083301462723,0.003677801056732943,-0.0011962744550693832,-0.0015536303579816021,0.001588996176938005,0.0015772299399293803,-0.002740688243408536,0.0012945765863987468,0.0,
6,2014-01-20,0.0,0.005879461267217977,0.002968441031091454,-0.008104403176597313,,-0.006955282034956378,,-0.0019084147595593588,-0.010926170816804645,-0.01167051405468001,-0.006088651470755567,0.0031898638677060674,-0.00854983379151743,0.0006784545548079303,-0.0035192870822828635,-0.007536590474534042,-0.003149310561777623,0.007557518985206026,-0.002907823787497201,0.0008967691646942196,
7,2014-01-27,-0.00405819347463186,0.006235245730000785,-0.006843780115764061,0.002472962214039504,,-0.004501871508828343,,-0.005353604838088968,0.007927021572738639,-0.008550243718893522,-0.0037693293495485686,-0.010334068217741108,0.004927639893006813,-0.003200829570928553,0.005747145260481992,0.004556431429918087,-0.00019771598040782128,0.0010228781931072035,0.0009719267236205645,0.008960871744184949,
8,2014-02-03,0.002592955095498688,-0.003098279968014965,-0.005960172820802548,0.0018232823873993336,,-0.001005215413291864,,0.009558041376107286,0.00019335300019343108,0.0030629917496087667,0.009101845241843416,-0.0014411419838870722,-0.001470751081280578,0.0016054488521242826,0.003116899188453385,0.0023903483003835323,-0.0015800596987319857,-0.015327047605021127,-0.002265568864364079,0.002308930103942946,
9,2014-02-10,0.013004523477457126,0.009542480707917593,0.018198218357634223,0.010244982004389766,,0.008392907961338547,,0.0022955105444330613,0.009269778530965833,0.005338911968880438,0.0031049422664743915,0.008068087405925002,0.0105521249429915,-0.005611034352575929,0.001553964271093462,0.005167538447425979,0.0064763836822532206,-0.0024212499940181524,0.006673612556229153,0.01453138255354763,
