Date,Open,High,Low,Close,Adj Close,Volume
2007-06-01,49.529999,51.009998,49.369999,50.189999,36.824089,36500
2007-07-01,50.709999,53.000000,49.180000,49.820000,36.552631,226600
2007-08-01,50.799999,51.980000,43.020000,49.430000,36.266491,160200
2007-09-01,49.150002,52.250000,48.099998,50.980000,37.403717,132100
2007-10-01,51.299999,53.770000,50.490002,53.709999,39.416977,156400
2007-11-01,58.790001,58.790001,49.009998,51.849998,38.051941,287500
2007-12-01,51.490002,55.590000,48.650002,50.630001,37.156605,339300
2008-01-01,51.040001,51.040001,41.520000,46.259998,34.018269,300300
2008-02-01,46.599998,51.020000,43.459999,45.889999,33.746178,513700
2008-03-01,46.720001,52.400002,43.060001,45.560001,33.503498,369600
2008-04-01,47.209999,48.790001,45.689999,47.799999,35.176754,246900
2008-05-01,48.029999,50.029999,47.430000,48.299999,35.544712,419100
2008-06-01,48.580002,48.580002,42.180000,43.299999,31.865141,412900
2008-07-01,42.470001,43.810001,40.320000,42.070000,31.234287,440200
2008-08-01,41.959999,42.470001,38.520000,40.540001,30.098377,429900
2008-09-01,41.279999,41.279999,33.459999,35.630001,26.452999,373100
2008-10-01,35.709999,41.209999,23.100000,28.389999,21.077766,1212500
2008-11-01,28.520000,30.700001,22.459999,26.490000,19.667133,829700
2008-12-01,26.090000,30.500000,23.530001,28.420000,21.100042,2084900
2009-01-01,27.959999,29.000000,22.760000,23.709999,17.890062,703100
2009-02-01,23.209999,25.250000,21.000000,21.230000,16.018814,872300
2009-03-01,20.740000,25.809999,18.930000,22.760000,17.173258,749500
2009-04-01,22.830000,28.629999,22.770000,27.709999,20.908205,384700
2009-05-01,27.799999,31.660000,27.559999,31.450001,23.730179,295500
2009-06-01,32.430000,33.619999,28.930000,30.889999,23.307629,242900
2009-07-01,31.770000,34.759998,27.930000,34.639999,26.219841,478500
2009-08-01,35.480000,38.230000,33.310001,37.299999,28.233259,243200
2009-09-01,36.099998,40.450001,35.660000,39.169998,29.648712,571900
2009-10-01,39.090000,41.689999,36.970001,36.980000,28.027981,643800
2009-11-01,37.200001,40.450001,36.430000,38.000000,28.801064,431800
2009-12-01,38.840000,41.299999,36.680000,37.860001,28.694958,579800
2010-01-01,39.230000,40.410000,35.340000,35.740002,27.540611,520700
2010-02-01,36.040001,37.070000,33.509998,35.619999,27.448133,1075400
2010-03-01,35.590000,38.770000,35.430000,37.610001,28.981592,1446800
2010-04-01,38.090000,39.500000,36.410000,36.970001,28.507757,462700
2010-05-01,36.930000,37.410000,29.080000,32.480000,25.045494,1000900
2010-06-01,32.110001,34.540001,30.820000,31.469999,24.266676,849200
2010-07-01,31.780001,36.320000,31.340000,35.759998,27.671597,732900
2010-08-01,36.669998,37.119999,33.180000,33.950001,26.270990,539600
2010-09-01,34.759998,38.169998,34.759998,37.660000,29.141840,645200
2010-10-01,38.090000,39.910000,37.310001,39.459999,30.569559,526800
2010-11-01,39.619999,41.060001,36.770000,37.110001,28.749025,707000
2010-12-01,38.130001,40.110001,37.889999,39.410000,30.530830,955600
2011-01-01,39.410000,41.669998,38.470001,41.060001,32.461075,911200
2011-02-01,41.389999,42.580002,40.919998,42.119999,33.299095,797600
2011-03-01,42.119999,42.320000,37.560001,41.180000,32.555954,1067300
2011-04-01,41.360001,43.880001,40.200001,43.810001,34.635174,808400
