Name,Riskiness R
AGF,[4.38190879e+11]
AGQ,[4.57341443]
BCM,[0.14544321]
BDD,[0.3493714]
BNO,[0.27030471]
BOIL,[434.65505401]
BOM,[2.68961781e+12]
BOS,[5.57228477e+09]
CANE,[3.79405381e+12]
CORN,[4.12480155e+12]
CPER,[0.24360034]
DAG,[1.96657706e+12]
DBA,[1.5477853e+12]
DBB,[0.10252205]
DBC,[0.1374786]
DBE,[0.22095737]
DBO,[0.36387906]
DBP,[0.30467399]
DBS,[1.51772163]
DDP,[2.68340151]
DGAZ,[3.07006738]
DGL,[0.22586319]
DGLD,[2.69074184e+12]
DGP,[0.4444107]
DGZ,[4.93379008e+11]
DJCI,[0.39003775]
DJP,[0.40553321]
DSLV,[3.53840209e+12]
DTO,[2.77529678e+12]
DYY,[1.07090879]
DZZ,[1.55822717e+12]
FTGC,[1.56731838e+11]
FUD,[2.90045873e+12]
FUE,[1.55769967e+11]
GCC,[9.14273348e+10]
GLD,[0.17470708]
GLL,[2.48878907e+12]
GLTR,[0.22949755]
GRU,[9.82159422e+11]
GSC,[0.2879754]
GSG,[0.30513424]
GSP,[0.32067807]
IAU,[0.17014269]
KOLD,[1.72013706]
LD,[0.23200262]
NIB,[2.64029523e+12]
OLEM,[0.35336597]
OLO,[0.50314759]
OUNZ,[0.17837004]
PALL,[0.16049425]
PDBC,[0.15964936]
PPLT,[1.53083792e+11]
RJA,[4.47581817e+11]
RJI,[0.17410247]
RJN,[0.36409701]
RJZ,[0.12021711]
SCO,[3.73023732e+12]
SGOL,[0.17584108]
SIVR,[0.79686784]
SLV,[0.87674318]
SOYB,[3.25762397e+11]
SZO,[6.68489671e+11]
TAGS,[1.18893432e+12]
UAG,[1.11976819e+12]
UBG,[0.25886669]
UCI,[0.13503582]
UCIB,[0.1519733]
UCO,[1.25264552]
UGA,[0.57298358]
UGAZ,[2.23403856e+12]
UGL,[0.46509997]
UGLD,[0.71069463]
UNG,[1.85208429e+12]
UNL,[2.02500731]
USCI,[0.3884013]
USL,[0.26678119]
USLV,[11.68676523]
USO,[0.54724246]
USV,[0.5624704]
WEAT,[1.22281846e+12]
ZSL,[9.19042221e+11]
