Name,Riskiness R
AMJ,[4.19447804e+12]
AMLP,[5.35143401e+12]
AMU,[3.60874212e+12]
ATMP,[1.81503843e+12]
CHIE,[1.24015923e+13]
DDG,[1.23018307e+12]
DIG,[4.80725655e+12]
DUG,[1.5900278e+12]
EMLP,[1.15762799e+12]
ENFR,[3.46138184e+12]
ENY,[1.0327407e+13]
ERX,[6.42589959e+12]
ERY,[1304.45422478]
FAN,[8.32517259e+11]
FCG,[2.22309222e+13]
FENY,[1.4238732e+12]
FILL,[5.28784838e+12]
FRAK,[2.98044412e+12]
FXN,[3.21869179e+12]
GASL,[4.01511706e+13]
GEX,[1.75206625e+12]
GREK,[5.83138226e+12]
GRID,[5.29546426e+11]
ICLN,[2.05352332e+12]
IEO,[1.99597699e+12]
IEZ,[3.0039172e+12]
IXC,[2.53976513e+12]
IYE,[8.88345091e+12]
KOL,[2.43014194e+12]
MLPA,[2.46774527e+12]
MLPC,[1.69236017e+13]
MLPG,[2.28223901e+12]
MLPI,[2.64707105e+12]
MLPX,[8.1538924e+11]
MLPY,[5.86647257e+12]
NLR,[1.56426514e+12]
OIH,[9.25290605e+12]
PBD,[1.94139828e+12]
PBW,[1.52735948e+13]
PSCE,[3.24713166e+12]
PUW,[2.68138303e+12]
PXE,[5.01522439e+12]
PXI,[1.03795226e+13]
PXJ,[3.44071575e+12]
PZD,[9.05535654e+11]
QCLN,[1.73985585e+12]
RYE,[1.69870414e+12]
TAN,[2.24889993e+13]
VDE,[1.40214959e+12]
XES,[3.7471576e+12]
XLE,[1.4049197e+12]
XOP,[5.98243253e+12]
YMLI,[2.23647624e+12]
YMLP,[2.70305601e+13]
ZMLP,[2.19455627e+13]
