DRN,DRV,DRW,EWRE,FFR,FREL,FRI,GQRE,GRI,ICF,IFEU,IFGL,IYR,KBWY,LRET,MORL,MORT,MRRL,PRME,PSR,REET,REK,REM,REZ,ROOF,RWO,RWR,RWX,SCHH,SRET,SRS,TAO,URE,USRT,VNQ,VNQI,WPS,WREI,XLRE
0.04962587995206804,-0.05537454480232662,0.015708828198046948,0.003607206883044871,0.012025608162070602,0.01662337386523895,0.016282085505073228,0.013271829589143384,0.017564616626177608,0.02160834775961102,0.032661205341882917,0.01813007487777832,0.016521121009621876,0.0130464111566118,0.025885895188081702,0.01382084287082478,0.010874864857755285,0.006451787051468643,0.012127399167730785,0.015393258594141009,0.020899021726042702,-0.0180972396831783,0.011506269447619571,0.020912969600674968,0.017595162398907325,0.01707197817365521,0.015491146587642468,0.017574374433742292,0.015494173983486141,0.025763129641638686,-0.034295987388392464,-0.0026739277048437914,0.031861397846384816,0.01800268865494043,0.016526738218626106,0.016141548405563685,0.015611585858393999,0.020625369201911856,0.01311911511808001
0.06787591543253357,-0.0672414080252212,0.029800161728723767,0.04752380059906454,0.028657969486149192,0.011428536184918264,0.02269696319079367,0.02619631622393383,0.02192671311573577,0.0222487406471606,0.03272837004286483,0.01920408614772571,0.021273916028456838,0.01255632933218684,0.055568742560322015,0.02553381594202537,0.009221568927916843,0.028701344542219107,0.03544689711761781,0.025034634382291525,0.025106367771891482,-0.024749964191394525,0.011375240464126845,0.025488669963596312,0.0214080258722398,0.014267858564312966,0.01114354367776643,0.01949221162875969,0.023261798821973864,0.02311185969089084,-0.04369165114966681,0.029490751088579962,0.04479189055641356,0.0258948174513602,0.022539804106577185,0.019904265219063532,0.02152055921341978,0.028248767516899514,0.01877620551410424
-0.0431830546471754,0.04497834445594488,-0.0267400725863172,0.0,-0.025368149139265685,-0.01216865332753504,-0.020017273508564446,-0.02416602202354608,-0.02693432832250569,-0.02557087294282595,-0.031957402312560126,-0.02295329853290826,-0.024065344003805042,-0.005168290948629796,-0.03658525437247312,-0.014901752386064443,-0.0065991531439958395,-0.040624874511456216,0.0,-0.01651502441009722,-0.029389917438876333,0.015658696095219617,-0.03783234834230722,-0.028667299071917174,-0.02982671733245692,-0.011138118735581813,-0.006173832850292715,-0.015297145706487356,-0.02199977653422077,-0.012254502339129105,0.02540926859748909,-0.0338542448154373,-0.028824260671561595,-0.025651706743381297,-0.02493381303525264,-0.01730178298449695,-0.023255870965827825,-0.03127632681543362,0.0005779903433170594
0.1014199312116404,-0.10023580847693607,0.015807418071175958,0.009150002014146277,0.029516648288774937,0.033876146678235436,0.04046330356681576,0.03417094572038647,0.02940986823381356,0.04524581688974077,0.036192967047099456,0.021827895590948932,0.045192152379708084,0.04371577290311147,0.06444192601185045,0.04936310708714968,0.0020441801708034517,0.062622554015133,0.0,0.0403545580485009,0.03616941977688768,-0.03242934172017981,0.053785523900391284,0.051109016034505135,0.048819850888191824,0.027391491120108368,0.03548091202717965,0.013816979623768284,0.03941030372738245,0.030642893980753774,-0.06433164385106489,0.012399114934576893,0.07199322533414955,0.04512795289711252,0.04542051457289463,0.018167858531042042,0.021300445545468432,0.04455308200534912,0.033247976828958886
-0.019337114255004936,0.01900410195081033,-0.005187041871668324,-0.00581799138874574,0.0022656455660493412,-0.006553192595824147,-0.007302603435080913,-0.0015276311048623868,0.004596495890800918,-0.005908659470438804,0.011745917096897941,0.008293064952170305,-0.004363955410772505,-0.007083543434238156,-0.010450546451613923,-0.0569044879171461,-0.005609658889960639,-0.04743664815334132,-0.010125308596333015,-0.004532031697972575,-0.0046195623299215395,0.0038460165802336158,-0.004149414051472851,-0.0036414134484305228,-0.008416929572160602,-0.0014356473233150494,-0.007357496094304275,0.0051107163794698865,-0.006523291500306966,0.0016986568848664494,0.008658039761763965,-0.0005326191665514865,-0.008810728370860934,-0.0034637516582695514,-0.006332856888688909,0.005822776702840042,0.012430896860832782,-0.0023186634551310434,-0.006423263825916139
0.005868551014959375,-0.009003352734950093,0.01899449353986408,0.009271922546510814,0.006102970831435908,0.005396903640015232,0.0021635889179188058,0.002550083121768511,0.008693769383559756,-0.003312758830331749,-0.018469821434239808,0.009938247973815028,0.003351947030399475,0.01861053646433996,0.013293477252127995,0.08789493805431285,0.020000256625168803,0.08805784785405821,0.0063321420185389775,0.0024102316547442893,0.009966550885187428,-0.0038312814084133172,0.01770827416858242,-0.014923062302894459,0.02021029643861459,0.0039022219275427344,0.00031760277332266567,0.013074836120138593,0.0004863345767958171,0.026238984057480833,-0.008078781796697642,0.03622808323005328,0.006577993764658466,-0.00102239408775075,0.002645314826290144,0.01269825553942769,0.007912487516281647,-0.0021128356856231615,0.0028108427343723963
-0.057759524438275874,0.05451011095881169,-0.004386094827214654,0.0,-0.009660634950294442,-0.015848629744445782,-0.01856652623090394,-0.007970228509274858,-0.010659851198904537,-0.018574771523879968,-0.009946350028413431,0.007125914908667809,-0.015290085500965538,-0.011332205356050272,-0.046771640104590284,-0.013137925247685223,-0.008044409367486325,-0.004327606490573141,0.0,-0.018701436043077644,-0.0131825315697809,0.01593395572610115,-0.007164659080634052,-0.02226000484386743,-0.013074478425973564,-0.0092061858754972,-0.0190537984430785,0.0033462769010931463,-0.01871646905300362,-0.01718759052580617,0.02926958306673773,0.006169583922478277,-0.03143772914707582,-0.01637339247882854,-0.018829335085516576,0.007560384253175553,0.011099199564819057,-0.016726810021811284,-0.020243047832445814
-0.0019815125751917106,-0.001846270931016338,0.005139523533160263,-0.00963855548461542,0.0006805608399386393,-0.0010820386001069225,-0.002199664836493281,-0.004786309834998536,-0.0043558523293481324,-0.0031875541274904353,0.033940045479128905,0.007749337554513369,-0.0010437505803426216,0.0068154157596774494,-0.004571355626257535,0.02505892896840853,0.006082298740964193,0.005122353243119975,0.0,-0.0032669121581586193,0.003816721195882747,0.0005408292006375935,0.013402000036429064,-0.009170040045220151,0.0076274680635523544,0.0006194859906867401,-0.0036688027990340955,0.009051802408641368,-0.003715649697029326,0.01098445198832221,0.002720094589451016,-0.01584056201105589,-0.002370680171185001,-0.006866449166493814,0.0002443654264549617,-0.00018291711995667287,-0.00374866674674636,-0.013350635292813341,-0.0025428916681818296
0.14579988254449794,-0.133168797834237,-0.019357166430917568,0.019236659189183096,0.019496779818658886,0.039653043045230034,0.04938275130051289,0.02404666258604429,0.021643966835178392,0.04606794335906322,-0.00367656102094965,-0.014042173516595476,0.038662575949842036,0.04830767424885755,0.09988502780564523,0.045072777513281766,0.030226563357093682,0.05536709426125429,0.016457258094848846,0.047937675583550235,0.028136933400005712,-0.03783785254992656,0.023397673578238,0.05935872573350761,0.039442163247866924,0.025175544123414956,0.04765520308142216,-0.0066098691969233726,0.04748899764446917,0.015010735030342334,-0.07472260648144251,-0.021287644355087915,0.07777384617343841,0.04420708730303193,0.045948976484361984,-0.014460929772502431,-0.008330927352700966,0.05608917097672899,0.03664752366565869
-0.04548414992947017,0.04196289878136613,-0.01899449353986408,0.004475945985063752,-0.012452734909999109,-0.01271364440322589,-0.016806811863802732,-0.00905714601024177,-0.0164525530041908,-0.014806947155770975,-0.011070180927297559,-0.01152919748516256,-0.0111920390240639,-0.01907840954511748,-0.029574923857692295,0.030701459761787262,0.02444989323418908,0.034608612430426615,0.0,-0.013944947419328295,-0.01590238656530098,0.010674028260554354,0.018886790389512527,-0.009188288149754056,-0.00881572153472705,-0.015298167196102922,-0.01788468070860674,-0.01497151989561087,-0.017327635922805073,0.028706136988772155,0.02078874324629046,-0.042970811941286664,-0.022555722751814482,-0.010834706821021065,-0.013903535676146852,-0.013187294500283187,-0.005961751478238091,-0.016739040588565245,-0.015647083325480763
