Name,Weight
Total Bond Market ETF List (82),0.533575405344059
Investment Grade Corporate ETF List (50),0.15576021620351907
Municipal Bond ETF List (29),0.06004678963050655
Target Maturity Date Corporate Bond ETF List (24),0.14840398843287342
Alternatives ETF List (35),0.10221359955306457
