Name,Riskiness R
ACIM,[0.12692171]
ARKQ,[0.15094293]
BJK,[0.60740143]
CIL,[1.68397537]
CIZ,[7.77196128e+10]
CUT,[0.11689108]
DBAW,[0.17300893]
DEW,[0.24148611]
DGT,[0.13660848]
DNL,[0.2458742]
DOO,[1.45940228]
DUST,[1.1231241e+13]
EFAD,[0.72699549]
EFZ,[9.90204147e+11]
EUMV,[0.17266275]
EXI,[0.10092856]
FAN,[0.17057927]
FILL,[4.72457292e+11]
FPA,[0.20256074]
FYLD,[0.24951177]
GEX,[0.62722211]
GOEX,[0.53386189]
GRES,[1.46233318e+11]
GRID,[0.15283072]
HAP,[21.87036766]
IDHQ,[0.1003612]
IPKW,[0.08511381]
IQDE,[0.42658229]
IQDY,[0.2958967]
ISRA,[0.44133974]
JDST,[1.08101247e+13]
LVL,[1.69799473]
NLR,[0.23258897]
PBD,[4.53127511]
PIO,[0.25876165]
PIZ,[0.22195112]
PSAU,[0.82282452]
PZD,[0.11052331]
QWLD,[0.076617]
RING,[1.0715316]
SEA,[2.4417759e+12]
SILJ,[0.58175427]
TOK,[0.10992953]
TOLZ,[0.3272954]
VEGI,[0.2706962]
YMLP,[1.30204972e+13]
