Name,Weight
Technology Equity ETF List (75),0.24164860497401255
Industrials Equity ETF List (37),0.22181484729533485
Healthcare Equity ETF List (49),0.1957323549680033
Developed Markets ETF List 1 (100),0.1644909649741007
Energy Equity ETF List (80),0.17631322778854858
