Name,Riskiness R
FMB,[0.012542]
ITM,[0.91146343]
MEAR,[0.00996536]
MLN,[0.03438938]
MUB,[0.02419048]
MUNI,[0.02359661]
PRB,[0.03332148]
PVI,[0.01646218]
PZA,[0.02449704]
RVNU,[0.03947515]
SHM,[0.22858209]
SHYD,[0.03919467]
SMB,[0.06699503]
SMMU,[0.03893035]
SUB,[0.05431893]
TFI,[0.03041157]
