Name,Riskiness R
Alternatives ETF List (35),[0.01377346]
Broad Asia ETF List (44),[0.09718496]
Commodity ETF List (125),[0.0775224]
Consumer Discretionary Equity ETF List (31),[0.09275065]
Consumer Staples Equity ETF List (26),[0.08753524]
Crude Oil ETF List (22),[0.83088987]
Currency ETF List (36),[0.04396693]
Developed Asia Pacific ETF List (108),[0.05744137]
Developed Markets ETF List 1 (100),[0.06524618]
Developed Markets ETF List 2 (100),[0.05710273]
Developed Markets ETF List 3 (93),[0.082907]
Emerging Asia Pacific ETF List (114),[0.09377262]
Emerging Markets ETF List (79),[0.12360867]
Energy Equity ETF List (80),[0.09538013]
Financials Equity ETF List (51),[0.05345522]
Global ETF List (72),[0.07562448]
Gold ETF List (17),[0.13747851]
Healthcare Equity ETF List (49),[0.08718271]
Industrials Equity ETF List (37),[0.06430148]
Investment Grade Corporate ETF List (50),[0.00398544]
Junk ETF List (43),[0.02070086]
Materials Equity ETF List (62),[0.07902818]
Municipal Bond ETF List (29),[0.00939892]
Preferred Stock ETF List (12),[0.03245688]
Real Estate ETF List (48),[0.08197973]
Target Maturity Date Corporate Bond ETF List (24),[0.00793003]
Technology Equity ETF List (75),[0.06664422]
Telecom Equity ETF List (10),[0.09365745]
Total Bond Market ETF List (82),[0.00104916]
Treasuries ETF List (51),[0.03436869]
Utilities Equity ETF List (24),[0.06736101]
Volatility ETF List (18),[1.6449099e+12]
