,Date,FMB,ITM,MEAR,MLN,MUB,MUNI,PRB,PVI,PZA,RVNU,SHM,SHYD,SMB,SMMU,SUB,TFI,VTEB
0,2013-12-01,,0.034699803615954566,,0.05464232887780689,0.03102979096146418,0.013811457230220042,0.004652637035454813,3.894665611870932e-06,0.03914442848110012,0.030707158041018586,0.0040397249500002475,,0.002341373542814331,0.003087328006804392,0.0025534835829778,0.03662149310365112,
1,2014-01-01,,0.00970910268084333,,0.015250900668571595,0.007894926345222148,0.008599976785115782,0.0024430563324421496,4.058635725216053e-06,0.008803057127102712,0.018059828961787084,0.0041069317793279575,0.01191401108533088,0.0073952766135257815,0.0019066619844701187,0.0012224937665827821,0.006917832106211939,
2,2014-02-01,,-0.002651536300967348,,0.007113466362224612,0.0008584301616539005,-0.0013879008367125901,-0.0010544664525623632,0.0004046730368130872,0.013398562301320093,-0.0024248082177877623,-0.007077971218367734,-0.006279009556628362,-0.005587717069084617,-0.0021813322609790407,-0.0016854093851717427,0.00040196152010924863,
3,2014-03-01,,0.016931748582919626,,0.016750777974786298,0.012549151035713147,0.008514079250816174,0.0054571348522667006,-0.0007967248143552895,0.014945931614407708,0.024955363758219568,0.003045842786005122,0.001959186971070024,-8.196617298555123e-06,0.0008755809089566945,0.001175501945566526,0.015469782755738083,
4,2014-04-01,,0.012564385007449648,,0.025728889451281066,0.011217892209840057,0.00796226469096547,-0.0010499782305991427,4.0602123753033515e-06,0.017120485422862576,0.017575422842902345,0.0035824861077461798,0.011695133452614036,0.0027335032010179176,0.002682905606491771,-0.0006659552203246374,0.01100031161319844,
5,2014-05-01,-0.00039999219683609663,-0.0022527405357485332,,0.00028064782934325463,-0.0015437304825747626,-2.5775296625602324e-06,0.0009327113891919905,4.019183810451344e-06,0.0019108037078280932,0.004104650349664995,-0.0012702327568351447,-0.0017452362656128154,0.00045721807836987104,9.95399214973472e-05,0.0015162061492680302,-0.0017099991731872332,
6,2014-06-01,0.002630045879320667,0.00249041782244173,,-0.001309805111280958,0.004527617539784331,0.00012967965449182134,-0.0035358250670595452,-0.0003965442048152772,0.005102460875953652,0.006846488070659215,0.0031658370342014957,-0.0075083303864060735,0.0015923599646208168,-0.0004572846518065085,0.0008608880107592258,0.005365936068246079,
7,2014-07-01,0.013048395833469284,0.014087967156107623,,0.022064736357182847,0.012606962741766042,0.008141634915325609,0.002935164088062412,4.102818435217334e-06,0.017267004209566443,0.017927826982956075,0.003653537739983223,0.00826644971148583,0.00551702475974928,0.0017678463706509787,0.003381530255842704,0.012153142078376278,
8,2014-08-01,0.0032831294919611065,-0.0012949120078333232,,0.0012399982029867346,-0.0007694460740209775,-9.888196121466593e-05,-0.0019944607271251153,0.0004045772659903996,0.005694289956089416,0.007843885889698398,-0.001347812495415946,0.00445702666155544,-0.0006742083370467495,-0.00039776806046512326,-0.00297442707426134,0.001981980157168231,
9,2014-09-01,0.022316299557236165,0.006827451259093453,,0.009337205587669987,0.00549459910252443,0.005718348319759434,0.000406399952948575,-0.0003963754103704873,0.008297251856150194,0.01667883629878496,0.0007364778932790198,0.0069675230061732076,0.00039569336482360467,0.0010716745620942174,7.152636805773593e-06,0.004467249653811904,
10,2014-10-01,-0.006746256194563918,0.002007554072900316,,0.0035385868932600053,0.0012817335772213904,0.003267209290802265,0.0023696463774257907,-0.00039673772456759774,0.0010547223449884232,-0.00682548185157932,0.0008198491562778745,0.002297012577965028,-0.0007953416578813665,0.0006536325789736368,0.0013190157181867388,0.0015872463396532264,
