Name,Riskiness R
ADRE,[0.36252013]
BBRC,[1.28491029e+12]
BICK,[0.56857534]
BKF,[0.62380991]
DBEM,[3.92991361e+11]
DEM,[1.06390275]
DGRE,[6.18992175e+10]
DGS,[0.66615471]
DVYE,[0.78458305]
EDC,[0.7580418]
EDIV,[4.9378324]
EDOG,[4.72330654e+11]
EDZ,[1.77808865e+13]
EEB,[0.316489]
EELV,[8.10414942e+11]
EEM,[2.12986991]
EEMO,[4.19235535e+10]
EEMS,[2.98609377e+12]
EET,[0.68147031]
EEV,[1.20214582e+13]
EMCG,[8.87178953e+11]
EMFM,[5.69868877e+11]
EMIF,[2.52141848e+12]
EMQQ,[0.2471768]
EUM,[7.08582247e+12]
EWEM,[1.2233613e+12]
EWX,[1.68360621e+10]
FEM,[0.51448315]
FEMS,[0.38870243]
FNDE,[0.4220798]
HEEM,[6.12160102e+11]
HILO,[6.65831688e+11]
IEMG,[1.67765262]
JPEM,[4.48229107e+10]
PIE,[2.96396538]
PXH,[0.43441052]
PXR,[1.25624548e+12]
QEMM,[1.75271062e+11]
ROAM,[2.64549548e+12]
SCHE,[3.28835419]
SDEM,[5.33393285e+11]
SPEM,[1.21932399]
TLTE,[5.42286655e+10]
VWO,[1.15623415e+10]
XCEM,[0.79209371]
XSOE,[0.55970094]
