FMB,ITM,MLN,MUB,MUNI,PRB,PVI,PZA,RVNU,SHM,SHYD,SMB,SMMU,SUB,TFI
-0.002615898515522306,0.0012976377100810848,0.0010427529935286418,0.00037044366054020064,0.002451157216891085,0.0008139534089379887,4.050728210551603e-06,0.004295532316456015,-0.0012041670178227618,0.000412221020040237,0.0,0.0022779459376610586,0.00019866747343970533,-0.0012238865297489851,0.0025518302897566012
0.010692231503098722,0.004753768354553186,0.005729016522952978,0.006016143931596515,0.0020688029253434206,0.001626582855216054,0.0,0.0057115382843104774,0.00803838124052916,0.0008231496583857682,0.0011788861268409727,-0.0011357506919810365,0.002183261874244695,0.0015083856741718467,0.00593956252963914
0.0012293590325162206,-0.007741707662344841,-0.01553611588884113,-0.0069926416234338895,-0.00656941085749645,-0.0036542514315114592,0.0004003658079170167,-0.004056874392531192,-0.00956936594672661,0.00041130122146432457,-0.02001597419539151,0.0011370420883196571,-0.002574811986664635,-0.0004706759888082935,-0.00843479854300584
-0.006798540867665073,0.004197212801415493,0.004856805231031943,0.004248333202296957,0.0029613802519359205,0.002117909109364475,-0.0004002055792869326,0.005703093238018346,-0.0012725754491915633,0.0011931740995757998,0.0067039929174617105,0.0021047596644117174,0.00272096111741743,-0.00047962617444800723,0.0037358750108905546
0.005637698160995767,0.0056230844575229505,0.00840341689105418,0.004530911934545336,0.004150224536158057,-0.00040708242367555164,0.0004003658079170167,0.0020247946929757856,0.0012124303326797293,0.0,-0.0011957458607985366,0.0017028782478486215,0.0005942504953772456,0.00216823421377776,0.006793925839486365
-0.00040066578176466383,0.004300784073759685,0.0031248475898615962,0.004050671379869977,0.004508464582592532,0.0012213605461453268,-0.0007965665674188482,0.007926842739147313,0.009689314392570085,0.0024662936271113785,0.001197177380696146,-0.0011333623347119196,-0.0009903133098525488,0.00018802202610692788,0.0021090334326903386
0.00642898311321011,-0.0034261556318678625,-0.0031151133354631287,-0.000367150617659097,-0.004488229558589088,-0.002440210141685752,0.0,-0.0020116168762547267,-0.004798326441716539,0.0004096534282007946,0.00039861249861864915,0.0,-0.0007928169219605361,-0.0005644916334065362,0.0
0.004091762152528922,0.007278816904535712,0.012171522512559813,0.003431853462136686,0.0041782751201315214,0.002489632973972645,0.0,0.003628773294034608,0.016431764463280527,-0.00012258941230644903,0.006868287887631379,0.0010237233701918317,0.000377664769748296,0.0021003932230113037,0.0049341529285242035
0.0028826833229705913,0.002993022514777276,0.0041300460987364965,0.002656865963225488,0.004122580352709706,-0.004883959400611714,0.0,0.0028130491893739746,0.018628442597046303,0.0004103543974887174,0.003969956295774288,0.0017020957802106153,0.0009917070087224788,-0.0012212303412336661,0.003356938541466841
-0.0031712713403848885,-0.0021314394617955408,-0.000513829127555676,0.0009139617216099707,-0.0007464086324185949,0.0032715104391908205,3.888588580622593e-06,0.003693732355615112,-0.007781935250034656,0.0004094324926754536,0.0011860463535801823,-0.0028316658221366675,-0.0005945441771483075,0.0005644732458743285,-0.0016732813816970088
0.006076676197427385,0.005553408768081525,0.007201272374956981,0.004290618403883832,-0.001120480591474074,0.0016310829849699234,0.0,0.0036039271450933174,0.00039241703106020784,0.002459312887319077,-0.0007896703694136902,0.003974843288218718,0.00019841866287340743,0.0019742368785446267,0.005446491817824343
-0.002179164629839402,-0.005522738742326068,-0.005106821228459484,-0.0054538514141422995,0.0010245896497542632,-0.002849182319325264,0.0004009323898644637,0.0003993127997427472,-0.0031363596212257835,-0.0016350187191136224,-0.0019761889945905053,-0.0005658007642656115,0.0013881706880016589,-0.0021581032768578784,-0.005000282656722475
0.0005755713059875982,-0.0038644073994007367,-0.006608460961582736,-0.0017349286329711227,-0.0028060688207204145,0.002857066896817439,-0.0004007717075059832,-0.004387766226121828,-0.0005522697532723449,-0.001722531619350601,-0.00016418034189548826,-0.002435574407728071,-0.0013868983462673847,-0.0007452124438829932,-0.0009747760293304311
