,Date,CBND,CORP,GSY,ICSH,IGBH,IGIB,IGIH,IGLB,IGSB,LDRI,LKOR,LQD,LQDH,PFIG,QLTA,SKOR,SLQD,SPLB,SPSB,USIG,VCLT,VCSH
0,2014-01-01,0.026090135200878405,0.01963964786238389,0.002863744509934976,0.001198514139918998,,0.014140352836003418,,,0.0024223589427447936,,,0.025214734493540954,,0.011679460330245679,0.019333579037227676,,0.003592834474763795,0.03992510871962285,,0.023465327258091855,0.040623820179891384,0.00839678715821139
1,2014-02-01,0.0034834124030979565,0.012151683312726997,0.0005970640091391735,0.0009981007347019456,,0.004865877699061116,,,0.0013264472321683326,,,0.00842340105232966,,0.008757921625878972,0.007318263627489524,,0.0003977724820559986,0.01906511224245499,,0.009198191941191241,0.009765347034659297,0.0023708976783410815
2,2014-03-01,0.007871660312222067,0.0003372735201593942,0.00022859600072960262,0.00021992308826061866,,-0.0015461582773615777,,,-0.0011068309681428591,,,-0.0002494053541024408,,-0.006314127861089193,-0.00021233087589688456,,-0.001590417526648385,0.009922609283026207,,0.0008199409429374641,0.008626471286354864,-0.003050833810264692
3,2014-04-01,0.009485424714527693,0.012253471073685272,0.0012462753023312464,0.0002792849571689242,,0.0068561540915749045,,,0.0012322018448064319,,,0.013332835115340492,,0.007148570293884065,0.009025809468718964,,0.0023894663004885236,0.02666860185357528,,0.011814786768922768,0.02573867922905392,0.0041132988462171645
4,2014-05-01,0.010013769042565191,0.01263985364455851,0.00041262837609810953,-0.0003193013707077964,,0.009575789814928667,,,0.0028261383922481586,,,0.015137206651555893,,0.008675039090100896,0.008247019097381606,,0.005363547874453585,0.016336531335642078,,0.013773032024295709,0.01887336544418201,0.005350221283916204
5,2014-06-01,0.006851448316785892,0.001244697882915576,0.0017158355646513606,-0.0010978370733910248,,0.00031580354311483574,,,0.0002193187486021935,,,0.00015060704375901066,,-0.0003909304143861615,0.0007748388695165059,,-0.0013831258371245693,0.0024397297113165047,,0.0002723812214575065,0.0008741881691981548,-1.9427089992933955e-05
6,2014-07-01,-0.005663979387013764,-0.004037471833363369,-0.0014726612408134418,-0.00012041163520310884,,-0.0028685321492993698,,,-0.002216239576150909,,,-0.0031393969604192446,-0.008059038971032275,-0.008994915917090358,-0.000410071139729143,,-0.004550850721194028,0.004345985220763589,,-0.0004835459377289253,0.0007354673510334295,-0.0015972479960802049
7,2014-08-01,0.019539165608257178,0.0193392474762928,0.0015367108038824133,0.0003995775906099374,,0.008863093928076087,,,0.0020777522530994307,,,0.019946315124106325,0.003292438098238477,0.010655130228887158,0.014004260626637626,,0.006360564373671952,0.031002099104013137,,0.014713804943325597,0.03262225760299217,0.0029823587393358053
8,2014-09-01,-0.009268777453766261,-0.01578361617224598,-0.00043370974202254167,0.00010025526598040794,,-0.007882555982466316,,,-0.001450132157792146,,,-0.01675957280294151,-0.007238847562858672,-0.005857164941149383,-0.011930930727489455,,-0.007307979314477932,-0.0264005728174007,,-0.014115488072902705,-0.02959904658138318,-0.003105575804668098
9,2014-10-01,0.003130286212795124,0.010924564795332227,0.0008666508351390115,0.00027966580316134306,,0.007515627077874938,,,0.002564878942593286,0.0007588850497547959,,0.01231629838733799,-0.004550296603461821,0.0007855852625917464,0.009387122162125238,,0.00378040206050142,0.017661424005515597,,0.012592183011428129,0.0229149252299623,0.004682571561805441
10,2014-11-01,-0.0014909277382141293,0.003240291386047343,0.0002774162274547823,-0.0011194679553168402,,0.004660084533602898,,,0.0008835777277196934,0.0018318174999864471,,0.009143458577282973,-0.0037811138922239297,0.004317111459968581,0.005269537521747252,,-0.0015857680557826025,0.01016823579241437,,0.005264849832869823,0.006108894335616279,0.002155349516973445
11,2014-12-01,0.010179469487015107,0.0005241554920024995,-0.0029829079197090133,-0.00122153757192165,,-0.005904802556691579,,,-0.0020776171477921955,0.001715256448313206,,-0.0028634164189605877,-0.003872043959499865,-0.007424775302852727,0.00200974901889393,-0.0009950415880675078,-0.0013897161284438437,0.004297070994175865,,0.0020322800094713413,0.014142266554409097,-0.0053083834420814624
12,2015-01-01,0.035423536555037785,0.03294353120831834,0.005058122655058891,0.0017043483274337549,,0.021790561700229923,,,0.004341504325410509,0.0006002818745150648,,0.04324965753245856,0.0019057966121388851,0.017322834645669343,0.032197364186470595,0.02446539377537472,0.009940358050504135,0.06886987533827096,,0.03384701552463498,0.027571218948464475,0.014306971861937448
13,2015-02-01,-0.016167375055765654,-0.01099094264502649,0.0014013105142242398,0.0014013219281732053,,-0.005481956508158159,,,-0.0009482303739072383,-0.00011742797689152573,,-0.01686986848217331,0.006558794612672767,-0.00696594427244581,-0.012023030959014733,-0.006808452043214318,-0.0037401181838606487,-0.028701640057941402,,-0.013840540678742111,0.01484744196685122,-0.0034837334919777963
14,2015-03-01,0.0029160137885077646,0.0006268465520144287,0.0016422481729327831,-0.0010196764884244133,,0.002062516497513658,,,0.0024305085001094635,-0.004150855581323261,,0.0019719353763606126,-0.003283855946706145,0.0031176929072485697,0.001598281551172506,0.004454562432094254,0.002568682027886149,-0.0036009270190201334,,0.0030635006733283144,-0.013747067645408794,0.0029458063090527647
15,2015-04-01,-0.004902867338761281,-0.0051028211316089,0.0009602970376850077,0.0019421615610484852,,-0.00045251590302113775,-0.00636064745259155,,0.0009880845924894082,0.010591547859230664,,-0.011886577528237305,-0.0025178316140386796,-0.006604506604506533,-0.008249814191166164,0.0009266508879782523,-0.001182538384606237,-0.028076983428424032,,-0.009147406086761718,-0.02065804114859324,0.0005514003525057672
16,2015-05-01,-0.0163637346416159,-0.006017143276350836,0.0020995460446201525,0.00042050837245713636,,-0.001919837117354153,-0.014602791701208899,,0.000578397746200105,-0.0021056999324454827,,-0.011250946651165026,-0.0005484495230081784,-0.001564294094642224,-0.007107673039175579,-0.0006104232132457674,-0.0019731254932912265,-0.02545277786773715,,-0.011840346755665558,-0.03125052473333178,0.0010483518441112866
17,2015-06-01,-0.014261582347265067,-0.017414492819742042,0.00038088720627377546,-0.001619655958033043,,-0.008099244168239816,-0.0003688363396355267,,-0.0007780081609189846,-0.003106505993633053,,-0.018860379691421236,-0.006796763372791663,-0.006658832484965361,-0.01794677739235962,-0.010915986242216411,-0.0033610516662297436,-0.035496269034556695,,-0.014926332241488665,-0.03209090517646601,-0.004703824169041702
18,2015-07-01,0.0062428162928424204,0.008515874609638522,0.0011585089310093,-0.0012430615330737717,,0.003412937584683288,-0.0027468416644830834,,-0.0003816249567745999,0.014819246984366185,,0.008246160158561843,-0.010913911582100078,0.0063091085840256515,0.012392154785180635,0.00306678132841431,0.001587026383654044,0.025249783755702367,,0.008246539873052156,0.025209300857533673,0.0037411841566892924
19,2015-08-01,-0.007950676447280832,-0.007683420462099863,0.00045997366761353376,0.002628484853600309,,-0.004400373225501625,-0.02026748971677332,,-0.00015386253600137908,0.010216816605122714,,-0.008255644569095655,-0.008679574472070935,-0.01253914576802505,-0.00296965091859575,0.0004606488354200469,-0.0023767675826195647,-0.019221043059515087,,-0.01008726163045077,-0.004921288368372003,-0.002408023144635923
20,2015-09-01,0.00854967370929939,0.0038996862147584648,0.0004991740387118318,8.839245813773507e-07,,0.004714446731170028,-0.0005701126177660562,,0.0015421371790177107,-0.00434001701404277,,0.011817140730153514,-0.0009246126591871049,0.0,0.007456119226995764,0.01139255784726922,-0.0013897161284438437,0.006766085390074716,,0.008867501054136607,-0.0023873248307241172,0.0051761399577699
21,2015-10-01,0.005356577070869352,0.008108058043728173,-0.00017640013066680594,0.0018228192421288344,,0.0039177841013777965,0.012731740068845485,,0.002238153540496507,-0.006394695771900738,0.00568031800120454,0.005770098321375228,0.00721528812554643,0.0043649998267857575,0.009012124932817542,-0.004374054974782045,0.0021868986518269497,0.01811548816926511,,0.00633124343102887,0.009572124023858538,0.00010762419520987035
22,2015-11-01,0.003342635283130328,-0.0033763457534873587,0.0004755657235459979,-0.0013398801143314056,,-0.0021424243039715753,0.015235278894455221,,-0.0009399228546688368,0.007105758890484657,-0.0074256257435176025,-0.0015072700028049505,-0.002653571230063456,-0.0059264719844517215,-0.0032597450862847524,0.0012846204851743664,-0.0007935131918269515,-0.01397339602138695,,-0.003886823387697557,-0.002519093290895886,0.001029385990392234
23,2015-12-01,-0.01650470340792431,-0.011197560683571733,-0.0018336329090266651,-0.0033676468326897593,,-0.00775913160668814,-0.012428481590462994,,-0.0032607898289549134,-0.015875354467080386,-0.015320255285326635,-0.013589449667803826,-0.0010378990605223912,-0.005564387917329116,-0.00871621231435685,-0.005232457307963094,-0.002580841822133112,-0.011719132834155405,,-0.010495951021914541,-0.0171292062628152,-0.006914616982266943
24,2016-01-01,0.011104034769994118,0.011117274390277355,0.0023954341214881504,0.0017660462744564487,,0.009874482919722292,-0.038943462080733474,,0.004103881447083589,0.008017440971480647,-0.008486603011250569,0.006907234295149826,-0.032011896983139665,-0.002398121502797752,0.016428403276990116,0.01100338993821666,0.0011942077550077077,0.00600281294160252,,0.008029962863229953,0.004109427396143388,0.006632258249009755
25,2016-02-01,0.0038500185908494034,0.012856722858450529,-0.0014040627283977874,0.001607966184355536,,0.0039865541366334465,-0.0004371776547035318,,0.000954405061271397,0.0006154148167182731,0.004075810067250924,0.007534024633664054,-0.007744053249888738,0.004807732564412301,0.008632385981160192,0.0005957545836006374,-0.003976163100917762,0.014129773863048015,,0.006639729080692105,0.006918293810681265,0.0008847061107960069
26,2016-03-01,0.020595337730274686,0.025784717824898686,0.002572279744901806,0.0029120830484392823,,0.015017242231773436,0.05075975664739353,,0.006157009121710785,0.013456307469838303,0.0633854678303227,0.03618806051903521,0.03694486189532107,0.020334928229665136,0.021691299485128945,0.019248770724818638,0.007984072175012874,0.05273030551182694,,0.02731577904591904,0.06328642628083439,0.011643028206022591
27,2016-04-01,0.01178075296623354,0.014041268952922953,0.002410347047700406,0.00019995146043530628,,0.0062939504088459835,0.010438354163797956,,0.003092461070608328,0.004243863883241525,0.017693164442075634,0.015666637634671608,0.018125198213319208,0.006252442360296997,0.012099204750437938,0.007023034833093671,0.0049504950495049506,0.029909156519067347,,0.012657568330966821,0.023798962035797542,0.0037099548208148303
28,2016-05-01,-0.00027838134278394675,-0.0011264427360961002,0.002988784861460072,0.0006007620165404348,,-0.000601006500933388,-0.018595076110677667,,2.1398842754528443e-05,0.0029038061649936044,-0.002063034508627099,-0.005029773734613538,-0.0035339249941836078,-0.0023300582524272326,-0.004465171341615824,-0.004494447016241917,-0.0021675073891625008,-0.006898045136615166,,-0.001729015085491031,-0.003343508190031517,-0.0006209958472383114
29,2016-06-01,0.02544040367478924,0.023982767654347936,0.0007224943665001428,0.00160168494640825,,0.014807162877060466,-0.00950914978289809,,0.00682198677583861,0.0005921480828481364,0.03270065838565411,0.03084067062851485,-0.004343082812481943,0.012456169230978342,0.024093848957398155,0.013055777715099463,0.006121682585341228,0.049901175145217705,,0.024750484567069183,0.04728902481994468,0.012229192027608317
30,2016-07-01,0.013274847391772008,0.013318635997930022,0.002902122469839344,-0.0009793230449068053,,0.007365981799149688,0.014327774863853551,,0.00110132684139704,0.0004435336753624293,0.02420378481885735,0.013019218619139308,0.01677279834074789,0.005382545174932603,0.008855243833855204,0.0027956430914590955,0.00215897934918587,0.029960021102835088,,0.010927330901952954,0.02569236725045946,0.0029180975286201
