Name,Riskiness R
BDCL,[0.3358229]
BDCS,[0.17765244]
BIZD,[0.16445576]
CHIX,[0.24102343]
DXJF,[0.51481372]
EUFN,[0.38975568]
FAS,[0.26165026]
FAZ,[2.0351396e+12]
FINU,[0.26628577]
FINZ,[1.83635501e+13]
FNCL,[0.08771508]
FXO,[0.07240951]
IAI,[0.13204385]
IAK,[0.07689897]
IAT,[0.12389821]
IXG,[0.15085714]
IYF,[0.0878499]
IYG,[0.12386248]
KBE,[0.1472495]
KBWB,[0.14048651]
KBWD,[0.15687168]
KBWP,[0.04368617]
KBWR,[0.14581875]
KCE,[0.31634632]
KIE,[0.05769213]
KRE,[0.14214513]
LMLP,[1.17440163]
PEX,[0.09860823]
PFI,[0.16403041]
PHDG,[2.98466418e+11]
PSCF,[0.09698687]
PSP,[0.09306385]
QABA,[0.12249409]
RWW,[0.10637486]
RYF,[0.06656612]
SEF,[4.64974365e+12]
SKF,[1.46847395e+12]
UYG,[0.17900967]
VFH,[0.08581501]
VQT,[1.33360792e+11]
XLF,[0.07872591]
