,Date,AGGY,AGND,AGZD,BIV,BLV,BND,BOND,BYLD,FBND,FCOR,FIBR,FLTB,FTSD,FWDB,GBF,GVI,HOLD,IAGG,ILTB,ISTB,IUSB,KCNY,LDUR,MINC,MINT,NEAR,NFLT,RAVI,SAGG,SCHZ,SPAB,TOTL,ULST,VBND,WYDE,XMPT
126,2015-09-01,44.593021,40.604473,44.432835,76.821617,78.07220500000001,74.588211,93.579498,21.690044,43.87077,43.237675,,47.094627,91.337051,21.830548999999998,104.236374,111.089996,94.581223,,51.970596,46.290329,45.435745000000004,32.3941,91.91085799999999,48.98,94.784378,47.46463,21.067617000000002,71.65475500000001,32.180744,47.774864,26.201315,49.52,38.058163,45.507889,39.209998999999996,21.724570999999997
127,2015-10-01,44.997654,41.036076,44.534824,76.871872,78.56749,74.61511999999999,94.637268,21.838017999999998,44.402004,43.641212,,47.19318,91.271027,22.011158,104.617188,110.739998,94.582481,,52.464293999999995,46.287209000000004,45.57909,32.623965999999996,92.899826,48.950001,94.980125,47.442828999999996,21.207629999999998,71.684296,32.387096,47.796261,26.282536,49.389998999999996,38.069733,45.343338,37.799999,22.301003
128,2015-11-01,44.663727,41.221973,44.571918,76.565376,77.878738,74.31705500000001,94.18306700000001,21.650721,44.329704,43.607620000000004,,47.071873,90.687927,21.874617,104.006676,110.349998,94.58199300000001,47.090603,52.196407,46.151596000000005,45.550999,32.360989000000004,92.936447,48.73,95.017761,47.506386,20.99674,71.606445,32.239703999999996,47.603024,26.116882,49.080002,38.053447999999996,45.261059,38.598,22.395296
129,2015-12-01,44.320248,41.124081,44.674114,75.69851700000001,76.571236,73.97673,93.162338,21.354059,43.906601,42.686695,,46.715584,91.275162,21.798819,103.360458,109.610001,94.38456,46.903488,51.334709000000004,45.977661,45.148453,32.120712,91.522423,48.369999,94.808586,47.505455,20.931652,71.475525,32.416576,47.431416,26.02743,48.599998,38.018723,44.895386,38.09,23.009485
130,2016-01-01,44.927746,39.846489,43.939468,77.489075,78.75573,75.06841999999999,95.227692,21.667157999999997,44.177845,42.500507,,47.116631,91.51870699999999,21.734856,105.185143,110.910004,94.464401,47.764114,52.850552,46.316395,45.632149,31.357143,91.887383,48.5,95.079063,47.578621000000005,20.951280999999998,71.662056,32.102135,48.209888,26.429176000000002,49.080002,38.121925,46.104683,38.189999,23.567806
131,2016-02-01,45.278725,39.551655,43.892345,78.185364,80.14753,75.54604300000001,94.50212900000001,21.81955,44.195637,42.894264,,47.221218,91.26765400000001,21.834448000000002,105.89102199999999,111.43,94.514122,47.979282,53.96487,46.414009,46.006676,31.745077000000002,91.60964200000001,48.5,94.956322,47.559593,20.952028,71.690628,31.679610999999998,48.487164,26.603319,49.110001000000004,38.045639,46.31646,38.91,23.809879000000002
132,2016-03-01,46.070984,40.098808,44.452232,79.213554,82.760086,76.223114,95.845665,22.173344,45.019333,44.465061,,47.621975,91.182579,22.428099,107.03458400000001,112.059998,95.14739200000001,48.388062,55.594204000000005,46.915085,46.723881,32.265488,92.610977,48.400002,95.234039,47.647156,21.285482000000002,71.892624,31.394651,48.907383,26.889815999999996,49.380001,38.099819000000004,46.442612,37.25,24.25779
133,2016-04-01,46.418354,40.585190000000004,44.601490000000005,79.442009,83.678871,76.524292,96.575562,22.486628,45.953167,45.470333000000004,,47.743942,91.42742199999999,22.796059,107.367401,112.029999,95.14325,48.222491999999995,56.397819999999996,47.054947,46.92112,32.259815,92.965385,48.700001,95.555817,47.713783,21.514689999999998,71.97757,31.158819,49.116982,26.970384999999997,49.459998999999996,38.200278999999995,46.601913,36.849998,24.84157
134,2016-05-01,46.457671999999995,40.271458,44.703819,79.29032099999999,83.741493,76.527252,96.421486,22.422874,45.921413,45.480034,,47.67028,91.44708299999999,22.736335999999998,107.302559,111.709999,95.195236,48.643433,56.489624,46.957039,46.856899,31.707232,93.347298,48.639998999999996,95.761597,47.675709000000005,21.540249,72.06175999999999,31.227606,49.074268,26.991654999999998,49.439999,38.355145,46.482203999999996,36.75,24.792579999999997
135,2016-06-01,47.545609000000006,39.197105,44.507153,81.374893,88.042068,78.068031,98.01863900000001,22.788282000000002,46.736244,46.474647999999995,,48.294407,91.75778199999999,23.086847,110.07032,113.349998,95.335426,49.630328999999996,59.830814000000004,47.503044,47.924572,31.394987,93.561943,48.77,95.905762,47.789989,21.706963000000002,72.221878,30.991777000000003,50.011139,27.459797,49.919998,38.303455,47.191227000000005,36.849998,25.932249
136,2016-07-01,48.039268,39.370258,44.684967,81.79630999999999,90.470535,78.543396,98.623489,22.855318,47.451694,47.419304,,48.483131,91.521332,23.515388,110.55453500000002,113.33000200000001,95.454964,50.078789,60.589504000000005,47.701374,48.475662,31.650459,94.271362,48.860001000000004,96.10511,47.840561,22.087938,72.266335,30.618382,50.281578,27.651953000000002,50.209998999999996,38.472767,48.014339,35.84,25.995647
137,2016-08-01,48.035084000000005,39.689678,44.994442,81.366905,90.14433299999999,78.297005,98.587738,22.985378,47.585617,47.558681,93.643913,48.418678,91.711166,23.608908,110.382912,112.769997,95.543205,50.144558,60.802364000000004,47.660107,48.547764,31.404444,94.440636,48.900002,96.382614,47.914074,22.328014000000003,72.359802,30.520119,50.190456,27.551983,50.200001,38.544956,47.736851,35.75,25.883018
138,2016-09-01,48.012012,39.670502,44.891014,81.500435,89.368866,78.385162,99.055237,23.077381,47.81395,47.59502,93.803154,48.438666999999995,92.218346,23.717913,110.140717,112.839996,95.58213,50.191444,60.23191800000001,47.769165,48.499984999999995,31.563409999999998,94.627945,48.93,96.449394,47.941788,22.388084,72.44397,30.520119,50.223454,27.558624,50.189999,38.548897,48.032837,35.479,25.566601000000002
139,2016-10-01,47.516921999999994,40.241054999999996,45.069511,80.728165,86.63889300000001,77.65313,98.402618,22.922442999999998,47.539814,47.193047,93.275444,48.37392,92.01255,23.503629999999998,109.02323200000001,112.150002,95.653008,49.432102,58.477516,47.710266,48.170586,31.093147,94.71238699999999,48.889998999999996,96.63787099999999,47.922691,22.342676,72.462456,30.716641999999997,49.754681,27.323593,49.869999,38.636790999999995,47.673035,35.029999,23.92202
140,2016-11-01,46.143570000000004,41.313686,45.323868,78.06015,81.163055,75.65055799999999,96.221512,22.652555,46.402119,45.656578,91.703629,47.709412,91.56536899999999,22.808535,106.113045,109.91999799999999,95.650627,48.867306,54.996155,47.274753999999994,47.032921,30.594497999999998,94.486938,48.490002000000004,96.731377,47.988636,22.193668,72.329498,31.424126,48.602489,26.653135,48.82,38.618282,46.322055999999996,35.130001,22.853628
141,2016-12-01,46.082905,41.990089000000005,45.645728999999996,77.706909,81.513725,75.704926,96.28181500000001,22.64772,46.915684000000006,46.131199,92.219154,47.666462,92.061356,23.143652,105.75443999999999,109.849998,95.614723,48.667313,55.34154100000001,47.389561,47.091305,30.221698999999997,94.383018,48.57,96.706528,48.024063,22.051697,72.492142,31.443779,48.462703999999995,26.645012,48.389998999999996,38.648891,45.035839,34.310001,23.146038
142,2017-01-01,46.476036,41.804478,45.595772,78.43952900000001,82.387901,76.029785,97.932556,22.908459,46.936527000000005,46.433529,92.96608,47.814640000000004,92.236237,23.507845,106.574127,110.07,95.761482,48.574394,56.131927000000005,47.648159,47.260811,30.79888,95.0616,48.560001,97.147186,48.156315,22.554819000000002,72.542473,31.46343,48.812946000000004,26.815582,48.740002000000004,38.793964,46.405811,33.950001,23.975603
143,2017-02-01,46.824978,41.56258,45.624096,78.85365300000001,83.601212,76.339775,98.361671,23.037016,47.270472999999996,47.001759,93.273926,48.050129,92.478157,23.715760999999997,107.313499,110.32,95.85889399999999,49.142113,57.014015,47.71468,47.561878,30.918097999999997,95.23135400000001,48.650002,97.21417199999999,48.156315,22.768322,72.561699,31.178472999999997,49.030224,26.923733000000002,48.959998999999996,38.765071999999996,46.661568,33.889998999999996,23.939388
144,2017-03-01,46.830341,41.557369,45.738194,78.86245699999999,83.03220400000001,76.319748,98.484245,23.035267,47.251296999999994,47.017738,93.219536,48.102753,92.356575,23.613773000000002,107.181389,110.199997,96.039436,49.111022999999996,56.779971999999994,47.710041,47.63987,30.865112,95.217445,48.630001,97.39919300000001,48.226383,22.797922,72.675537,31.188301,49.027172,26.915953000000002,48.869999,38.856895,46.584835,33.639998999999996,23.866501
145,2017-04-01,47.255226,41.623756,45.700123,79.75618,84.323662,76.911674,99.083801,23.155773,47.647564,47.37936,94.157326,48.310863,92.338295,23.987043,108.019875,110.790001,96.022041,49.367073,57.702553,47.953049,48.078354,30.874572999999998,95.39218100000001,48.650002,97.50859100000001,48.292709,22.945848,72.722786,30.942644,49.408287,27.150524,49.25,38.882011,47.115711,33.389998999999996,24.29756
146,2017-05-01,47.743010999999996,41.314137,45.647625,80.425598,85.93325,77.464584,99.87365,23.347483,47.856659,47.728359000000005,94.877983,48.443306,92.405754,24.183849,109.12373400000001,111.199997,96.22126800000001,49.622101,58.45845799999999,48.102329,48.377495,31.281445,95.69519,48.68,97.67765,48.320609999999995,23.189737,72.87024699999999,30.795252,49.769112,27.358717,49.41,38.929337,47.449192,33.509997999999996,24.725346
147,2017-06-01,47.80167,41.366631,45.833511,80.23490100000001,86.698914,77.501373,99.790031,23.384249,47.753765,47.823719,94.669128,48.471073,92.33560899999999,24.272097,109.11778999999999,110.68,96.422783,49.348228000000006,59.131474,48.090969,48.378899,31.432833000000002,95.960724,48.75,97.808495,48.417858,23.11059,72.865501,30.667510999999998,49.757217,27.358090999999998,49.209998999999996,38.928379,47.068203000000004,33.540001000000004,24.78644
148,2017-07-01,48.09029,41.553795,46.001141,80.751595,87.049736,77.81620799999999,100.4496,23.490704,47.893425,48.1679,95.394402,48.704876,92.40255,24.34384,109.416801,111.089996,96.47912600000001,49.423671999999996,59.368267,48.22403,48.625145,32.133026,95.780647,48.810001,97.968338,48.497944,23.344093,72.952332,30.588902,49.970745,27.456846000000002,49.330002,39.02705,47.697936999999996,33.099998,25.366634
149,2017-08-01,48.503487,41.232033,45.996262,81.608345,88.849228,78.645042,101.528038,23.681406,48.360985,48.528023,95.823006,48.793514,92.572159,24.506681,110.34458899999998,111.58000200000001,96.501488,49.946384,60.632034,48.424805,49.031818,32.871063,96.189011,48.810001,98.12647199999999,48.572327,23.513344,73.093506,30.490640999999997,50.420395,27.708042,49.540001000000004,39.069736,48.051395,33.119999,25.485426
150,2017-09-01,48.3419,41.582359000000004,46.154789,80.878052,88.102364,78.438507,101.151146,23.654385,48.214348,48.310307,95.836754,48.720123,92.60652900000001,24.630217000000002,109.934097,110.900002,96.568398,49.63245,59.996475,48.357681,48.840324,32.737644,96.357201,48.720001,98.27132399999999,48.628422,23.530773,73.076164,30.529945,50.159515,27.559471000000002,49.27,39.035793,47.62151,33.049999,25.333689
151,2017-10-01,48.434933,41.936840000000004,46.461104999999996,80.891388,88.124596,78.42205,101.168472,23.679479999999998,48.324394,48.528114,95.98092700000001,48.719028,92.62159,24.630064,109.91565700000001,110.639999,96.800667,50.344475,60.18350600000001,48.349693,48.934486,32.606125,96.611176,48.740002000000004,98.460785,48.667152,23.625069,73.23783900000001,30.706815999999996,50.164555,27.577669,49.07,39.081337,47.642357000000004,32.540001000000004,24.909133999999998
152,2017-11-01,48.391617,42.072140000000005,46.436890000000005,80.67132600000001,88.783722,78.33326,101.215424,23.631173999999998,48.262234,48.35524,95.73172,48.538967,92.548569,24.63715,109.71480600000001,110.120003,96.77127800000001,50.313103000000005,60.45891999999999,48.196964,48.855678999999995,33.10004,96.525177,48.52,98.505409,48.69426,23.599789,73.294167,30.706815999999996,50.115303000000004,27.591003000000004,48.799999,39.116329,47.449211,32.550999,25.205568
153,2017-12-01,48.698669,41.906174,46.838127,80.608917,90.17241700000001,78.557121,101.238686,23.696238,48.47385,48.840523,95.797623,48.580528,92.637703,24.589409,109.99498700000001,109.760002,96.846222,50.152161,61.589664,48.199425,48.970783000000004,33.211693,96.16532099999999,48.369999,98.459717,48.662163,23.314215,73.28151700000001,30.579077,50.156445,27.634169,48.639998999999996,39.114360999999995,47.058128,32.400002,25.095129
154,2018-01-01,48.179474,42.491776,46.880642,79.794189,88.762039,77.94678499999999,100.894974,23.643461,48.031391,48.198153999999995,95.209709,48.361179,92.610718,24.78796,109.25729399999999,108.760002,96.970093,50.045902000000005,60.655823,48.102219,48.673522999999996,34.659382,96.382378,48.299999,98.910172,48.902279,23.766486999999998,73.513062,31.03108,49.775997,27.419451000000002,48.16,39.316047999999995,46.893871000000004,32.360001000000004,24.238474
155,2018-02-01,47.378727000000005,42.82193,46.792744,78.798454,85.718063,76.969559,99.77176700000001,23.30817,47.600891,47.454754,94.164703,48.190895000000005,92.563866,24.462452,107.743874,108.050003,96.951454,50.2388,58.375735999999996,47.820915,47.968819,35.130592,96.30534399999999,48.060001,98.84209399999999,48.843884,23.597549,73.40594499999999,31.473254999999998,49.17606,27.071756,47.790001000000004,39.2673,46.314102,32.93,23.972429
156,2018-03-01,47.658669,42.401565999999995,46.60257,79.229301,87.007729,77.50752299999999,100.31749,23.350368,47.688248,47.316944,94.038422,48.241333000000004,92.668076,24.538628,108.46906299999999,108.279999,97.01686099999999,50.81876,59.172672,47.957423999999996,48.321315999999996,35.189254999999996,96.420967,48.040001000000004,98.905304,48.897403999999995,23.556578,73.441887,31.129343,49.483101,27.257801,47.970001,39.272118,46.430054,33.200001,23.924629
157,2018-04-01,47.116603999999995,42.839439,46.865234,78.38606999999999,85.073624,76.813507,99.276421,23.231556,47.425892,46.945313,93.79870600000001,48.166256,92.65419,24.482866,107.432892,107.519997,97.183456,50.703144,57.861515000000004,47.785187,47.895145,35.018944,96.411163,47.849998,99.105118,48.970603999999994,23.4086,73.521866,31.552360999999998,49.123898,27.019424,47.5,39.354164000000004,46.306145,32.950001,23.950836
158,2018-05-01,47.373711,42.600163,46.792019,78.982224,86.297684,77.356903,99.881889,23.284773,47.695465000000006,47.204567,94.24170699999999,48.407795,92.906883,24.700066,108.12120800000001,107.91999799999999,97.568329,50.651928000000005,58.463337,47.971962,48.139804999999996,34.782604,96.759422,47.919998,99.310379,49.099682,23.337084,73.80252800000001,31.769078999999998,49.392677,27.190835999999997,47.630001,39.477631,46.500343,32.630001,24.386301
159,2018-06-01,47.214092,42.305756,46.772186,78.991966,85.783524,77.316689,100.013695,23.260756,47.782539,46.756351,93.969124,48.229588,92.95208000000001,24.587467,107.996986,107.760002,97.610626,50.901131,58.10239,47.984859,48.10405,33.714306,96.808266,47.779999,99.394638,49.145804999999996,23.276335,73.879227,31.414447999999997,49.443794,27.188169,47.549999,39.53952,46.179916,32.41,24.429232
160,2018-07-01,47.480877,42.706841,47.084229,79.037498,86.145004,77.291718,100.061913,23.426964,47.841225,47.425812,94.527084,48.485596,93.019432,24.703743,108.09326200000001,107.58000200000001,97.85479699999999,50.774654,58.396191,48.078728000000005,48.277611,32.800667,97.046295,47.790001000000004,99.605316,49.246821999999995,23.444183,74.129379,31.519657000000002,49.399623999999996,27.195826,47.419998,39.648621,46.391052,32.25,24.488159
161,2018-08-01,47.691624,42.686592,47.113647,79.636147,86.55246,77.802269,100.69573199999999,23.483603,48.077839000000004,47.62748,95.281326,48.624138,93.347534,24.820498,108.748154,107.900002,98.033302,50.876026,58.744705,48.236782,48.486416,32.859417,97.187798,47.869999,99.860817,49.394337,23.472033,74.27712199999999,31.361614000000003,49.744541,27.371031,47.52,39.708748,46.752720000000004,32.0,24.688558999999998
162,2018-09-01,47.538307,43.301594,47.315552000000004,79.099548,85.45137,77.377342,100.20721400000001,23.532343,47.890293,47.623112,94.980698,48.595207,93.236786,24.752989000000003,108.17908500000001,107.349998,98.23981500000001,50.764317,58.228027000000004,48.217228000000006,48.270531,32.821071999999994,97.483925,47.830002,100.047997,49.453559999999996,23.546583,74.502739,31.648066999999998,49.403893,27.214165,47.25,39.772846,46.371502,31.849001,24.130909
163,2018-10-01,46.848263,43.360718,46.999348,78.71347,82.703094,76.713623,99.664955,23.201183,47.468742,46.73465,94.228264,48.52512,93.139526,24.313568,107.19076499999998,106.940002,98.293152,50.906803000000004,56.178459,48.158756,47.856125,32.502274,97.79782900000001,47.700001,100.215698,49.489021,23.244436,74.554222,32.008625,49.069538,26.968424,46.959998999999996,39.844971,46.021946,32.27,23.075666000000002
164,2018-11-01,46.90715,43.181992,47.077843,79.10218,83.018951,77.18875899999999,99.938225,23.169449,47.557251,46.605263,94.058723,48.557301,93.454788,24.237556,107.601395,107.220001,98.42873399999999,51.103039,56.463722,48.288853,48.096634,32.664776,97.640785,47.549999,100.245277,49.509663,23.09437,74.6213,32.008625,49.303646,27.135433000000003,47.16,39.867737,46.354664,32.060001,23.688719
165,2018-12-01,47.819041999999996,42.174587,46.913952,80.489891,86.385292,78.441231,101.51866899999999,23.250496,48.161652000000004,47.199455,94.546898,49.075390000000006,94.12371800000001,23.834637,109.44403100000001,108.220001,98.524811,51.116966,58.188446,48.611919,48.75629,32.503471000000005,97.295006,47.330002,100.007149,49.430164000000005,23.121105,74.36148100000001,31.31451,50.098164000000004,27.563244,47.369999,39.824993,46.375209999999996,32.784,23.619688
166,2019-01-01,48.644302,42.33651,47.250603000000005,82.192833,88.559662,79.707832,103.420647,24.132267000000002,48.989021,48.371967,97.132759,49.442112,94.163933,24.780857,111.214577,109.099998,98.983711,52.268615999999994,60.338665,49.245304,49.577290000000005,34.259632,98.801064,47.59,100.910736,49.879433,23.643755,75.12655600000001,31.258661,50.907875,27.994905,47.869999,40.139225,47.753761,31.761999,24.98547
167,2019-02-01,48.693478000000006,42.944140999999995,47.559746000000004,81.904266,87.576103,79.439125,103.311325,24.150141,49.083462,48.682888,97.355301,49.53928,94.24137900000001,25.010158999999998,110.77649699999999,108.980003,99.119362,52.313347,59.73259399999999,49.25526,49.547455,34.429825,99.049927,47.84,100.970444,49.949112,23.797821,75.216164,31.378084,50.728764,27.885472999999998,47.799999,40.159138,47.8283,31.605,25.333042000000003
168,2019-03-01,49.759997999999996,42.490002000000004,47.669998,83.607582,90.837067,80.743439,104.796402,24.533983,49.93,50.000999,98.88916,50.119999,94.68,25.280001000000002,112.827118,110.099998,99.610001,53.183758,61.650417000000004,49.683273,50.32225,34.490002000000004,99.36979699999999,48.009997999999996,101.25993299999999,50.069973,24.074947,75.36904100000001,30.780975,51.545334000000004,28.366946999999996,48.259997999999996,40.257979999999996,48.330189000000004,31.509001,25.873501
