Name,Riskiness R
CHIM,[0.31311481]
COPX,[5.16187285]
CROP,[0.10253959]
CUT,[1.43998314]
DUST,[4.42785178e+13]
FLM,[8.82862844e+11]
FMAT,[0.28652167]
FTAG,[1.99086841]
FXZ,[0.28086411]
GDX,[2.35768592]
GDXJ,[1.47146854]
GNR,[3.39800691e+12]
GOEX,[0.81829622]
GRES,[2.79763003e+12]
GUNR,[2.05031562e+12]
HAP,[7.81889332e+12]
IGE,[1.60328704e+13]
ITB,[0.4006012]
IYM,[0.50060391]
JDST,[3.60744758]
JNUG,[8.30823246]
LIT,[2.53306307e+12]
MOO,[0.48865268]
MXI,[1.59566455e+12]
NUGT,[1.8111292]
PAGG,[4.19407364e+12]
PICK,[1.26920587e+13]
PKB,[0.22409811]
PSAU,[2.71595597]
PSCM,[0.84626338]
PYZ,[0.30313018]
REMX,[3.90580638e+13]
RING,[1.37375576]
RTM,[0.2492289]
SBM,[1.71954504e+13]
SIL,[2.066845]
SILJ,[1.07159856]
SLVP,[1.71755596]
SLX,[1.23576436]
SMN,[1.50476149e+09]
SOIL,[7.6246553e+12]
UYM,[0.80633112]
VAW,[0.29231346]
VEGI,[2.60105685]
XHB,[0.94120891]
XME,[2.09607268e+12]
