DBO,DTO,OLEM,OLO,SCO,SZO,UCO,USL,USO
0.12527801138391206,-0.4375675675675676,0.12338520608529152,0.11014492753623184,-0.3879328194652893,-0.20557491289198607,0.4374078810778238,0.16276154811715488,0.21793349168646087
-0.028985605218285918,0.014416178119493844,-0.02498013580412916,-0.01697127937336813,-0.007531397489539755,-0.007719280701754391,-0.026024590697225285,-0.01187484663998394,-0.009751389566065348
-0.009497831726718644,0.04026519689672523,0.030500203334688895,-0.022576361221779542,0.001686391259466985,0.01944835538457641,-0.04902162947657534,-0.025127422619352614,-0.02117183757616136
-0.17260273534089038,0.430631516270409,-0.20915544593528015,-0.16440217391304346,0.42239049082860297,0.21904268123482495,-0.39070795595778857,-0.16361602540156892,-0.21579472916472486
0.028973478672008317,-0.05018570822281163,0.028942114324245705,0.05040650406504058,0.5256242993401419,-0.021482458081057646,-0.6120188775592275,-0.10317101845337293,0.019243104554201456
-0.08688655305747205,0.13974533533552286,-0.09505339015259982,-0.09752321981424147,-0.3321179208123159,0.07720263270140489,1.1226017256620624,0.024900398406374504,-0.07614852108244184
0.02114542106123933,0.0036264138354053783,0.010182207931404142,0.010291595197255508,-0.0660935563291233,-0.029828574967125068,0.013668407987909878,0.021865937803692927,0.008855585831062723
-0.09749793290044037,0.20761720297622646,-0.08806360742705564,-0.08658743633276737,-0.3715795927467763,0.10322768933894086,-0.2309699652022616,-0.08654312474830596,-0.1269412559081702
-0.13479916321364896,0.27866723180762626,-0.13321703704380247,-0.13940520446096655,0.3225135547743272,0.15636814036438298,-0.2907240019591631,-0.11400307725159176,-0.14926527455529773
-0.11602219744861805,0.2549962577471623,-0.08053691275167793,0.15982721382289422,0.17330143669560025,0.14885497760703312,-0.2456140350877192,-0.06698002350176256,-0.1227272727272727
-0.07749989141315551,0.09257204099403313,-0.0291970802919707,0.0893854748603351,0.008737206409765087,0.03569058444595317,-0.16384778012684995,-0.03274559193954668,-0.0673575129533679
0.052845419325279135,-0.14764076977667792,0.07443609022556379,-0.05128205128205125,-0.17215651731879014,-0.08092752194182451,0.1264222503160556,0.06184889322916656,0.0777777777777777
0.10682120240998777,-0.30579009243847266,0.15045493351994424,0.07027027027027037,-0.2999847059724345,-0.1610490841748014,0.3232323232323231,0.12446358825650465,0.1649484536082476
0.05348834132127592,-0.023930097182248544,0.06447682089557036,-0.2104377104377104,-0.10844426757825593,-0.04790204616315395,0.09329944868532657,0.05016357688113423,0.05044247787610606
0.011037467932658312,-0.058536990428549776,-0.022857142857142774,0.0,-0.0012236906210549815,0.01123598030551762,-0.051978275718453225,0.004672897196261674,-0.025273799494523918
-0.12008724881718838,0.30647218005320365,-0.1573099415204679,-0.12579957356076776,0.3502817605909884,0.2323456790123456,-0.2978723691541583,-0.12609819121447033,-0.15643906655142614
0.045905696717369535,-0.08797560477923376,0.08882720333102008,0.03658536585365863,-0.13946106523908894,-0.10699259667401312,0.10372966200466192,0.04730922531046716,0.06147540983606554
0.0521943560066261,-0.12201892844010162,0.021032504780114727,0.056470588235294175,-0.14698433770494887,-0.060915414638943476,0.09609286715454783,0.05194805488131319,0.05501930501930505
-0.033821808199294305,0.04597419855713622,-0.03932584269662915,-0.03786191536748328,0.05488249555296672,0.015051989189487391,-0.07321772639691729,-0.029522223806882825,-0.03659652333028365
0.05017512960444315,-0.07038761240310072,0.04548408057179982,0.05092592592592587,-0.13135690796142055,-0.03860184725665697,0.0582121101871103,0.044800829646017774,0.03798670465337135
0.07555555254513438,-0.1007338409061682,0.07893107520198885,0.05066079295154175,-0.14609467546458052,-0.04296733889172875,0.14734773343085789,0.07993653149478723,0.07227813357731024
-0.034090944872881286,0.03950298737028885,-0.046659098694752425,-0.03773584905660372,0.0515007582938388,0.012918930672806344,-0.0732020944690885,-0.036764705882352935,-0.034129692832764534
-0.004278030121922136,-0.01293484412015778,0.007250816148085691,0.004357298474945635,-0.029447116269444507,-0.0059351052927112,0.02078521939953824,0.0015267175572519665,0.01148409893992924
-0.05585398862038952,0.09995478355255696,-0.07378524295140984,-0.03036876355748385,0.13219817746743587,0.09794205922329716,-0.13936651583710416,-0.058943089430894324,-0.07074235807860252
-0.028441316277497738,0.07427492460993286,-0.03044041450777195,-0.02237136465324377,0.06918233524747057,0.013074140923290364,-0.07728711882229232,-0.035097138228941366,-0.03759398496240605
-0.0292741426016937,0.05307840917782021,-0.018036072144288668,-0.03661327231121285,0.024040998672173776,0.003654625483203071,-0.057549746868931426,-0.028539449997792662,-0.027343749999999938
-0.02653790577879777,0.09187300324100528,-0.06530612244897953,-0.049881235154394285,0.07917077724348726,0.09501600233327263,-0.10157200111414748,-0.031106046595273818,-0.046184738955823375
0.05824044707777979,-0.16748698064352754,0.04512372634643371,0.09499999999999996,-0.16454527110727318,-0.059544869805314225,0.16621803499327045,0.060047562425683584,0.08210526315789468
-0.024590232196798,0.13183125177912255,-0.018105849582172692,-0.011415525114155209,0.09778402203789598,0.007403292817679633,-0.11194460473167904,-0.0263600112170498,-0.06322957198443567
0.055222060136509744,-0.15699566124535747,0.098581560283688,0.020785219399538073,-0.14887713477473805,0.0,0.15789473684210525,0.05069118371594552,0.0830737279335409
0.05119455424006311,-0.09269804208169563,0.042608134280180655,0.040723981900452434,-0.10020753038837817,0.0,0.09259253647586987,0.04385970394736852,0.04793863854266539
0.047619099980273416,-0.09810795751006847,0.05448922600619218,0.0673913043478262,-0.10181219110378913,-0.18207741981084624,0.09758613752368436,0.020483139680507342,0.049405306495882984
0.04855355050770415,-0.09179288690347022,0.039929416328278414,0.03869653767820764,-0.0990462582538518,0.02789328148048824,0.09686475915466736,0.07668553782810097,0.04707933740191797
0.07980310685088991,-0.13014087887323947,0.06945240369578784,0.07254901960784316,-0.1449511052504522,0.0,0.1595562645240502,0.06261950286806876,0.08076602830974193
-0.04288324914883064,0.04922283870036944,-0.006863885593247725,-0.01645338208409504,0.08380952380952389,-0.0644488306732204,-0.0941868653421634,-0.04453441295546568,-0.046995377503852166
0.06482364304069829,-0.0925925925925926,0.03296124577146434,0.05390334572490707,-0.12346217047451676,-0.047273728172831285,0.11697802124378474,0.06591332391713753,0.05820533548908655
