BSCJ,BSCM,BSCN,BSCO,IBCD,IBCE,IBDC,IBDD,IBDK,IBDL,IBDM,IBDN,IBDO,IBDP,IBDQ
-0.0050091474675903426,-0.017008502619965574,-0.015557370310726515,-0.02332604361200157,-0.0016793451770047616,-0.014725355902318613,-0.005450941018551647,-0.024974217445339696,-0.005803980532597818,-0.010908169360978222,-0.016981188663561263,-0.01734489001890325,-0.020142621642615342,-0.018451789221950367,-0.021363686429097105
0.004457402077149307,0.00223785157683098,0.003923616702635762,0.00655364725292746,0.0049005036201800025,0.008348292039293298,0.008573142762315305,-0.003273914299470384,0.0076846879901067595,0.007961359396657909,0.0017831567363328434,0.006261393042868564,0.004984178610966933,0.004295779035120062,0.01328137999247216
-0.002507256324042677,-0.0067032648597254605,-0.004701213314382456,-0.004335534934531779,0.007229438464792381,0.007859631148782848,0.003758608639332987,2.9926575599398104,-0.0059597096585028795,-0.00651515695343196,-0.006741298977786605,-0.008319697185880158,-0.001602682276707543,-0.00558719954293985,-0.006495478367539098
0.006419828143883585,0.010220946834803945,0.013549930338601673,0.010747353148528248,0.010899811755018005,0.018030627771306342,0.01973814495495943,-0.7463463027487418,0.00890997708770273,0.010514805073149686,0.012230682215558682,0.009920281855727695,0.010429555557244674,0.012715310089572742,0.013146076371831636
-0.0002243579498578357,0.0062434598548336395,-0.00012084294791166146,0.010353375129044835,0.0050116421752423755,0.010368022802297122,-0.0013479892728358958,-0.0057235142611848176,-0.002353294442729725,5.6650059388943566e-05,-1.8563028470321293e-05,0.005350900978793899,0.005856797229196513,0.0027143765106484906,0.005844364855626703
-0.0012368762122146528,-0.0015411686928769248,-0.0020357661794630985,0.00031804281749894434,0.004872917113976851,0.011148002714260773,0.0063257977661530075,0.003933569838489181,0.007358209596523502,-0.001193031186155389,0.0017434137946055707,0.008055756633428147,0.00668690823551801,0.002729046654622222,0.0004636908047837964
-0.006959802138368264,-0.013285222136166373,-0.009945111899085307,-0.018377448730731067,-0.0010173703425299036,-0.00693654132973768,-0.00019121063965239988,-0.007358524464831862,-0.013516975345407843,-0.00791923785239897,-0.011266799940682862,-0.011485412312275626,-0.013740667095410804,-0.007608372423493811,-0.0049883479895927825
0.006885911951443338,0.012474851406635028,0.012551973794834949,0.018126116138429304,0.01701396023884554,0.029674371302115917,0.018873107023993,-0.0015404254725936153,0.00777957840974614,0.01207388291532099,0.010363607734281927,0.00665311369598538,0.007542755683726159,0.005370887778916397,0.007813055324924552
-0.0023854795312319823,0.0024461127819059183,0.009476355656027759,0.0030031732858758786,0.0019462339373546797,0.011079628573057393,0.008189160504248711,9.642271719221983e-05,-0.0008070141819504209,-0.0007944854451632668,-0.001226017478845415,0.0008609481166670267,0.010725909029043428,0.010828794340117048,0.01247936110076456
0.01632860919139494,0.02949631023660547,0.02562556251092814,0.03176442917301038,0.02199859957684397,0.028717489385185323,0.017297671354627214,0.01976471268800624,0.014042496529026269,0.017609290277774102,0.02463947456304389,0.028423556833670125,0.024534706159908947,0.024455165017796814,0.02434643219288534
0.004981473296020629,0.010451205660886156,0.010622968358489313,0.008434535673741778,0.01312735765954022,0.015769983671416514,0.004473870158634395,0.013803612132120979,0.002594424435274373,0.003915554737881723,0.005202072424641872,0.006389880593943571,0.0071882391475851575,0.013311775418285831,0.008849742727226327
0.0002874987795096358,-0.005301470162301131,0.001365279858078547,0.0025290617685120092,0.000360050648874094,0.005208614830063818,0.005416443888572904,-0.005502228648615861,-0.0007963650545527746,-0.00429033205017363,-0.004097579846825459,-0.0029675395970370326,-0.0016904635822273546,0.0016338440749389188,0.002545181656184137
0.009560923252433651,0.02248484514442839,0.019507932936341725,0.02318154649477067,0.019698377637225997,0.028379695224477232,0.020390802297931974,0.013503375843960969,0.010454418061976813,0.014040976550244859,0.020582775507556886,0.02262798182540053,0.026377597140564143,0.022174674585887563,0.02507577270131967
0.0035659389545317157,0.00977193631462372,0.0097046734136991,0.012520316339033869,0.0071273081793718435,0.01510657492546676,0.004707683766095666,0.015173945225758703,0.001360607624737257,0.006033894592338869,0.006504420463970664,0.00432392973126734,0.004625590446883121,0.009029878930986541,0.012271402201919844
-0.0007433730456288497,-0.0015077544096009587,0.002309800642858048,-0.002172851456994565,5.3979705054718784e-05,-0.003705120717615513,0.0033175295300598147,-0.006562158220925984,-0.0019003974622729203,-0.004047106431249684,-0.0041514454884024506,0.000435173290004392,0.0006274443407955735,-0.0008401386463018154,-0.003036857425500833
0.0005576745442777787,0.003468156777013045,0.0003744725794400183,0.002806839194272952,-0.003990136945275364,0.0037950375997578023,-0.001610915705157136,-0.0014679266055045936,-0.001951776494924921,-0.00043876647485517796,-0.0011822548922206786,0.0015646514350176012,-0.0005053467649757347,-0.0011696638643143766,-0.004276493103124178
-0.0006662851472775253,-0.006088788518648787,-0.01057466291255984,-0.011996533789329843,0.0020067396956621594,-0.010124898909084912,-0.0020097120076837225,-0.007717714359342675,0.0,-0.003109057053250509,-0.00308705621435965,-0.0078124166298016535,-0.010001395083082908,-0.010148478379545646,-0.0121048547207213
-0.0064767996832692225,-0.021208664749799343,-0.02421270843826977,-0.027713549261143812,-0.013246799259415895,-0.02476819059884099,-0.006923257498149508,-0.027037037037037054,-0.007373259083443055,-0.01145013848456285,-0.01861283914716004,-0.022117427494610032,-0.026701909362560644,-0.030587870162927782,-0.030551737766952088
-0.0004841826741471345,-0.00042909275282353735,-0.0011828995703343885,0.0008622464731172947,0.0031597501182742795,0.00016467100463169644,-0.0001425943119463069,-0.0015226494099733212,0.0009507845209251078,-0.0012915209509413033,0.002473026138569823,0.002732544954166864,0.003294242319478185,0.0010133519878481752,-0.0021450013269901152
0.0069711484504929285,0.010135174971781331,0.015591883188714366,0.012253465131799946,0.005310432599635343,0.007653278358733326,0.007909222620299559,0.004574914220358406,0.010884027649182915,0.011007831078944574,0.0069519828084314145,0.006611158730567404,0.010774831418319695,0.010583193554363818,0.012001823961901754
0.0009424389514854744,0.003328762450782698,0.004849752379808244,0.007320696576352108,0.0012161340934251554,0.005360666138415204,0.00038144354160884103,0.0037951043643263335,0.0008002294322603379,0.000786563542843867,0.002823600574915289,0.0036203409988426593,0.00401919367588252,0.006902193381489113,0.009587824668937556
0.0011332955502747356,-3.971814161225415e-05,0.0010768755171038332,-0.0007077027863899022,-0.001288396263760357,0.0014681734150220965,-0.0005035192514467532,-0.0015123250846001926,0.00040161137323996266,0.0006705946456631786,8.666089494055512e-05,0.0003702570659554666,-0.00027050198318949513,0.0007061189824547802,-0.0001756768506321973
0.0007540054795604684,0.012798275281526024,0.011183620245953207,0.008714721016901322,0.002476217157886023,0.005182587183787665,0.0029816238786843424,0.0087087845513063,0.002083266195384705,0.004687963695397735,0.007387594218557491,0.009213843527502659,0.010577406652206259,0.01048831989927004,0.011332604052770956
0.003774775637078968,0.006237016531688882,0.009477316290298738,0.013239311975742858,0.0031701952516896025,0.010467785587939907,0.0044373420594338315,0.006006006231456696,0.002765984444102509,0.004210678731664149,0.008127111452014061,0.009131452796380642,0.009722076520542638,0.009992032424864312,0.010544814180562164
0.00085049596005923,-0.0004608070875713321,-0.0003188587670782005,-0.0014604176083942012,-0.0004434512076623959,-0.0014057697162565678,0.00023349429760669536,-0.004477574793939357,0.0016032348346251518,0.00031806406369649107,-0.001904338580251652,-0.0008580294902031137,-0.0006556415727719067,0.0004189256970793583,-0.0007381021885878013
0.00296735919505575,0.008785366164908269,0.010314932236988804,0.010863347696645952,0.003573849302827552,0.007955758156174636,0.005955209017300765,0.006371814092953588,0.002362036535873321,0.004984512490837309,0.006487641470644442,0.0074822385613649,0.009297648466841116,0.00791602329196745,0.009945840192658264
0.0009424949786159732,0.003841151768662513,0.0038561273549161173,0.00817844445516908,0.0044249023090616214,0.003505320078821011,0.0029360275657632933,0.00260707635009312,0.002001034447087984,0.003412070223840084,0.0036819588971085727,0.005084812682724812,0.005270487100492937,0.00988590733940337,0.009348080697718269
4.64080418339674e-05,-0.0021865797434572343,-0.0016050259118214974,-0.005109711038939447,-0.002099187012914324,-0.003444872629860821,-0.002049442164321393,-0.006686478454680656,0.0015600106706927588,-0.0009353089843823283,-0.0015114154259996465,-0.0016932197024332807,-0.0007024614339578528,-0.0048423724313121684,-0.004338446371435627
0.0005162412356703916,0.0010214056174530843,0.0021291583471461932,0.005287769465059743,0.0015371151227873765,0.0014148994036945616,-0.0005784151464311624,-0.0018698204936424714,-0.0009596498867366453,0.0002304348291836665,3.2837015013852816e-05,-0.0001279795854978687,0.0004661964360106467,0.0038426037142618797,0.003968961626348052
-0.002267184352556,-0.004500151645385289,-0.005841370389110093,-0.0037158370340470643,-0.003734854751137765,-0.009187389762148305,-0.0005390491322823834,-0.007493480423623826,-0.0010864468306333985,-0.002515416489742505,-0.002729622329368025,-0.004658755222053311,-0.006655841639009715,-0.002502577064226317,-0.004379420398690661
-0.0014257414110631578,-0.001799367471067861,-0.00326909684782895,0.0018135540344520913,0.0006857250902326345,0.002245416799373024,-0.0009617571425034887,-0.001132540581351401,-0.0004459586638377984,-0.0021759054122504656,-0.001177952176217052,0.00042474203864370014,0.00161578005546725,0.0014653814743248391,0.004354135027983396
0.0033676936418974733,-0.002910892794287749,-0.002317884023295814,-0.00757541472139957,-0.0025338195177234627,-0.011810230256439291,-0.0009647715156795775,-0.009826077468861565,0.001687909305916628,0.00030609479572410865,-0.0017886030882194347,-0.004828599833217443,-0.0050092233285452354,-0.006375507033165429,-0.009264702912913491
