Name,Riskiness R
ALTS,[2.67689816e+12]
BTAL,[8.57708476e+11]
CHEP,[6.29724119e+12]
CPI,[9.03033584e+11]
DIVA,[3.02993795e+11]
DIVY,[2.51290145e+12]
FLAG,[0.36860871]
FMF,[3.62627523e+12]
FTLS,[1.20896432e+12]
HDG,[0.2221073]
HTUS,[6.43814636e+11]
MCRO,[2.72203113e+12]
MNA,[3.91896201e+11]
MOM,[7.24208643e+12]
MRGR,[2.64965835e+12]
QAI,[9.96600622e+11]
QED,[2.25110662e+12]
QMN,[3.38633217e+12]
RALS,[3.4689009e+12]
RLY,[3.83297401e+11]
SIZ,[3.34923239e+12]
VAMO,[2.32503721e+12]
WTMF,[3767226.284736]
