Name,Weight
Total Bond Market ETF List (82),0.6070091644923433
Investment Grade Corporate ETF List (50),0.1489095567093012
Municipal Bond ETF List (29),0.10449303306655924
Target Maturity Date Corporate Bond ETF List (24),0.12661741641543844
Treasuries ETF List (51),0.01297082820109415
