Name,Riskiness R
AUSE,[2.27399505e+12]
DBJP,[2.03441409]
DBKO,[2.37268308e+12]
DFJ,[1.0384625]
DIM,[2.19268461e+12]
DLS,[1.55550456e+12]
DOL,[2.20624613e+12]
DOO,[1.96000904e+12]
DTH,[2.05235118e+12]
DVYA,[1.61269415e+12]
DWM,[1.79304569e+12]
DXJ,[2.05189059]
DXJS,[0.41406358]
ENZL,[6.22077836e+12]
EPP,[1.62865217e+12]
EWA,[2.25261801e+12]
EWH,[2.00095087e+12]
EWJ,[8.63315246e+11]
EWS,[2.34047201e+12]
EWT,[5.47535035e+11]
EWV,[8.6753096e+12]
EWY,[4.28979528e+12]
EZJ,[6.44348754]
FAUS,[3.57033707e+11]
FDT,[3.09010506e+12]
FDTS,[1.09171497e+12]
FHK,[2.43970636e+12]
FJP,[8.58852736e+11]
FKO,[2.06788561e+12]
FNDC,[1.3668125e+12]
FNDF,[1.81370533e+12]
FPA,[1.08605113e+12]
GWX,[1.29444522e+12]
HEWJ,[4.82312254]
IDHQ,[2.25834675e+12]
IDOG,[1.58735557e+12]
JPNL,[2.09505701]
JPXN,[1.04297661e+12]
KORU,[1.58699554e+12]
PAF,[1.94107741e+12]
PDN,[1.34283762e+12]
PXF,[2.4924691e+12]
SCJ,[3.53352289e+10]
VPL,[1.20274631e+12]
