DRN,DRV,DRW,FFR,FRI,GQRE,GRI,ICF,IFEU,IFGL,IYR,KBWY,MORL,MORT,PSR,REK,REM,REZ,ROOF,RWO,RWR,RWX,SCHH,SRS,TAO,URE,USRT,VNQ,VNQI,WPS,WREI
0.006017910375032739,-0.007364570851550485,-0.006969874708323972,0.006160171311465145,0.00227236713551278,0.0072122754831176784,0.007285899504436291,0.012423537226758487,-0.006459282122780242,0.001982001899858816,0.011280675624039864,-0.0003363780558606944,0.04652335889828701,0.08621223947304392,0.005636713407781816,-0.012743617094357756,0.06077341481205565,0.015713381006563373,0.030514837819818806,0.006077916912293763,0.002375856124073464,0.006190087506530157,0.014099384483617984,-0.007434874826039155,0.014384729294088754,0.008869962155637155,0.0070976452101395296,0.016219595793441892,-0.003156294002201457,0.002450898080833075,0.009082098200969191
0.05097501766906328,-0.05256502605428539,0.013298923433985277,0.010714380087698363,0.0158730281897837,-0.0014246751157137468,0.009453390259848309,0.023169044662041116,0.01891245787141169,0.006264569061229346,0.017521722099016392,0.005047133682049647,-0.015329358527692844,0.013796332510473172,0.016990715720190463,-0.012528541472907882,0.016281081650631888,0.028174982933886813,-0.000412683357786744,0.011116678584269448,0.017286991493021132,0.0029523690156903113,0.017745678088893695,-0.03511238974820552,0.030210069487415787,0.03386378469713207,0.01670582131613959,0.01832729331047129,0.006891231638093993,0.005704868455725559,0.012506848188321113
0.016580088503950773,-0.016161272664283938,-0.014217911931247674,-0.006562312123848367,0.005580556909942899,0.0063186262794537726,0.0015183715363748967,0.0024726953553594784,0.016241413585010644,-0.002293711465068677,0.003412921046034276,0.0043519980936892275,0.033756330988053404,-0.0008780935651552642,0.004133729548073833,-0.003460223019080296,0.004215798662930391,0.006208448933900661,0.007851179811942208,0.001911822222857168,0.002603700518472685,-0.0012263783765113527,0.002906135831964176,-0.0048520521356944495,-0.011928780897725423,0.005505884445293946,0.004107920525934548,0.004083534613358658,-0.0016646564115188672,-0.0010804025399577726,0.005215475965148307
-0.010223777573992577,0.0044031108705027185,-0.02699726307089304,-0.010671270934849618,-0.0022199108085792034,-0.015394033575301681,-0.02122805925758265,-0.0048027640696819964,-0.009132435407230544,-0.02955635769822765,-0.005720406595656077,0.01558060755495633,0.03924601616816077,0.019332367920202813,-0.01046313148864534,0.005787114695971973,0.018471823676213958,-0.001063363944206894,0.0024599798263425904,-0.014790159890910568,-0.004920391095105284,-0.02284466793628832,-0.005151357451752891,0.007313428885117139,-0.04678063441713731,-0.009969200533586188,-0.006647930606657554,-0.001656902515322164,-0.02871993301990788,-0.028934657098099413,-0.004369250814530867
0.046728827678942715,-0.04704109101160942,-0.008741797179447291,0.0017980652345036484,0.01334827393654782,-0.00020570900622268973,-0.0025819849259029345,0.019827515652653768,-0.017857236551810648,-0.014551771139034556,0.014616804286905476,0.010217280702888323,0.010070634066762285,0.0073271690677701295,0.02236097984445902,-0.020329858759875214,0.0049464596190185745,0.02513281018326521,0.0028628510527298067,0.0062955413986090095,0.01703272605020598,-0.0075415345624357845,0.01618127839221414,-0.03097772836706666,-0.017941884780780657,0.029782866743982474,0.014414293506055359,0.015691017958441016,-0.01602417439237449,-0.015594600664919684,0.002468152284967532
0.02279133293474836,-0.03202403455539909,0.020322124275012114,0.01153555805575365,0.010976713658300077,0.005761559362522226,0.018379578788879237,0.014581754507942109,0.004399160121487071,0.021634644342917002,0.009501613545286768,-0.018596995544963687,0.021934021359061032,0.01112553679696639,0.0013562358625095591,-0.005090059524727169,0.009843833370020613,0.013920819693902506,-0.0016311820828428284,0.016602473380401696,0.013371291201334814,0.01975689871567337,0.014012539362321795,-0.019979979551710568,0.006985550148085082,0.016940355793476268,0.01141865196515917,0.008764262016252695,0.02326468843951407,0.02178227018599253,0.02024669667746188
0.06593158503623933,-0.06433922193921103,0.028184860214511144,0.018499495525264417,0.020629772123322287,0.0233221106227557,0.01804751195338096,0.020675657390420613,0.048175040310409714,0.01411759635614603,0.021254185793567675,0.023271205207587298,0.02731704514678234,0.015658206259735533,0.022180851168937497,-0.02125152909155897,0.013810094821414593,0.012295102286162679,0.02859447206230282,0.017515068756772785,0.021591030355741867,0.013412966993186087,0.022299158893301196,-0.04230372540576867,0.034151465476250184,0.04320146640198135,0.022578803383291254,0.021793385077790026,0.014399555991329475,0.010243914724289429,0.025207829982573104
0.0157327774274697,-0.01640948972452391,0.0036548969033320467,0.007962248491578517,0.00638324400723346,0.008796792912392111,0.004744287171476461,0.001853026620972461,0.02618391433926116,0.00662917186078305,0.005500379516183204,0.01099125051542325,0.0006520844733995204,-0.004583192014450244,0.010104348254583102,-0.008041763070304608,-0.003205192880754084,-0.002024443215040539,0.003177281941878781,0.009071738678305508,0.0039140241829473356,0.013235193983837502,0.0027648584643965675,-0.009047397450720107,-0.003095921476868461,0.011293962486153834,0.0019631381018368954,0.004611659947160418,0.0056032641544688675,0.008769322923990108,0.0034004875839285104
0.0424358561038632,-0.042701061346365934,0.001456729657551879,0.004936899684154865,0.01427037348392888,0.005350649039561537,0.0007454999922132718,0.012698664249686385,0.007871613227689339,-0.001976004382805774,0.010496662990605334,0.01677992018096728,0.040457208094378506,0.022603523692343586,0.0037718680628314907,-0.014997993466837388,0.021704191876301914,0.017444279939885957,0.014251737892910904,0.007837711966224915,0.012475451623742957,0.0033865331530709896,0.01256144001305217,-0.02363040966061285,-0.016563075147393542,0.022593141516615296,0.012976918195162132,0.014632243289362454,-0.0039003343643480735,-0.004618434514900105,0.011730784929619884
-0.015469218142798563,0.012448147209417249,0.002545545043096173,0.0024566542286374947,-0.008337427766881109,0.007293409919961348,0.001986422790698105,-0.006452480874193457,-0.004039564479004129,0.005938975824265028,-0.004535638808425769,-0.0069819019946300576,-0.024245353157813964,-0.009824016692469002,-0.0037576945348257056,0.012345719431162637,-0.00865449594404515,-0.005382794147703698,-0.007025792527412879,0.00068599776756977,-0.00372222572557225,0.00892000665868433,-0.0036311921003693523,0.008800797173807667,-0.004736825341064139,-0.01104689136684537,-0.009184823404463615,-0.005655353263689871,0.013052242240774793,0.014738196395238727,-0.0018036081327605688
