Name,Riskiness R
ARKK,[0.08348085]
ARKW,[0.06253525]
CIBR,[0.07760269]
CQQQ,[0.09095477]
EMQQ,[0.09865693]
FDN,[0.06391809]
FTEC,[0.05617869]
FXL,[0.06369591]
HACK,[0.1168819]
IEUS,[0.09457689]
IGM,[0.05400247]
IGN,[0.09176309]
IGV,[0.05612701]
ISRA,[0.26226368]
IXN,[0.05452818]
IYW,[0.06122132]
KWEB,[0.09966233]
PNQI,[0.07054008]
PSCT,[0.07587767]
PSI,[0.0803098]
PSJ,[0.0544378]
PTF,[0.10077338]
PXQ,[0.07409844]
QQQ,[0.06230527]
QTEC,[0.06041659]
REW,[8.90080021e+12]
ROBO,[0.06625224]
ROM,[0.12307204]
RYT,[0.05117819]
SCID,[0.13102833]
SKYY,[0.05241681]
SMH,[0.06581307]
SOCL,[0.07451583]
SOXL,[0.21225899]
SOXS,[1.47816509e+13]
SOXX,[0.07073865]
SSG,[1.47580647e+13]
TDIV,[0.06442371]
TECL,[0.16037677]
TECS,[1.32311802e+13]
USD,[0.1428577]
VGT,[0.05660998]
XLK,[0.05233684]
XNTK,[0.05920256]
XSD,[0.09195812]
XSW,[0.05840692]
XT,[0.05819314]
