DGL,DGLD,DGP,DGZ,DZZ,GLD,GLL,IAU,SGOL,UBG,UGL,UGLD
0.00507134941701947,-0.016306864673192492,0.011474269819193264,-0.005509641873278242,-0.00920245398773,0.00545090180360727,-0.012341469264278994,0.004777070063694166,0.0052673428915253895,0.008308575421110421,0.011452746067752014,0.015994881330872398
-0.0025228336944562468,0.006473002841806071,-0.00618769336541766,0.0020775623268698847,0.0030959752321982137,-0.002949868452523429,0.005206490801804885,-0.003169572107765384,-0.0032064126877356896,0.0008828134196588049,-0.007758419118440323,-0.010075604343659915
-0.008507716731248664,0.022431372549019717,-0.013836042891732916,0.006910850034554225,0.016975308641975217,-0.007676315491385133,0.012891379358588109,-0.0063593004769475405,-0.0069825749802493176,-0.012937313315925592,-0.01437026627218929,-0.022264631468154543
0.004174407687194841,-0.013501027922675712,0.005612065941774821,-0.002059025394646612,-0.009104704097116785,0.003223223259036641,-0.00693182954545451,0.003199999999999932,0.0023702536146006465,0.012809055704498057,0.006217860339147876,0.009108711953976237
-0.0011547686327080355,0.0006219750876216211,0.0,-0.0013755158184318827,0.0,8.033734939759091e-05,-0.0006865430905884485,-0.0007974481658692017,0.0003940647814125912,-0.011764764705882372,-0.0017047091412742458,-0.0006447839853726866
-0.03468205281612838,0.10087047565250117,-0.06627136379490764,0.032369146005509684,0.06584992343032155,-0.032768467869753896,0.06790335353479067,-0.03192338387869103,-0.032697770764225836,-0.03184521022888165,-0.06403415428107383,-0.09870969677419356
0.003113723602688389,-0.006212099217504164,0.0033620097123646204,-0.0020013342228151674,-0.004310344827586242,0.0014946524952253598,-0.004932436094093117,0.0008244023083264457,0.0017105645119466185,0.001844482073301228,0.003420798331621375,0.0042949607221538285
0.019102278686211904,-0.056968348585997274,0.03760238132530218,-0.01938502673796797,-0.0389610389610389,0.019484271457720984,-0.037931076359986764,0.0197693574958814,0.019271385121042837,0.0220926971463638,0.0379545,0.057020668773613635
0.030927698598992012,-0.09264834706154032,0.05848578907478338,-0.03135650988411718,-0.06306306306306306,0.028789858724706106,-0.0582436946487867,0.028271405492730182,0.0288791628062092,0.03032119392611248,0.0595577210228913,0.0883343947066541
0.0015909517890207456,-0.001494288560517911,0.003050847457627114,-0.0021111893033076102,-0.008012820512820484,0.001264853754940717,-0.002735537518184434,0.0015710919088766358,0.003179064874164147,0.0017482808857808786,0.001033271358406045,0.007435018863755444
0.0027229939792576953,-0.009810442464423776,0.005407232173031434,-0.00352609308885747,-0.003231017770597813,0.003947576063553574,-0.006082313800412972,0.0023529411764705377,0.0010047147548030491,-0.0008726875836914799,0.0053675063040360535,0.00553501824594024
0.013577721186503695,-0.03929471098731666,0.02655465546218488,-0.013446567586695064,-0.02917341977309558,0.012739815579118751,-0.0272377742854704,0.01486697965571215,0.013744097511547105,0.01455604160442746,0.0277206975827372,0.04220179816513757
-0.021656622364121983,0.05925535849074207,-0.04125736603610464,0.020803443328551004,0.043405676126878096,-0.02057774515124822,0.038731947699518966,-0.0200462606013878,-0.020488895905417363,-0.017216586353893032,-0.041758242592572214,-0.06396710319132988
