Name,Riskiness R
CQQQ,[0.67463142]
FDN,[0.16370329]
FTEC,[0.07513468]
FXL,[0.13446222]
IEUS,[2.73570232]
IGM,[0.07317307]
IGN,[0.14462361]
IGV,[0.10176523]
ISRA,[8.60517736e+12]
IXN,[0.07672551]
KWEB,[1.01458003]
PNQI,[0.20666246]
PSCT,[0.07522443]
PSJ,[0.1169496]
PTF,[0.25463624]
PXQ,[0.20975849]
QQQ,[0.07675623]
QTEC,[0.07874419]
REW,[4.41821317e+13]
ROBO,[0.2964939]
ROM,[0.43893053]
RYT,[0.07330702]
SKYY,[0.12288422]
SMH,[0.09366869]
SOCL,[0.87128262]
SOXL,[0.27462796]
SOXX,[0.08665262]
SSG,[3.84439768e+13]
TDIV,[0.10162724]
TECL,[0.19759237]
TECS,[7.79663875e+13]
USD,[0.81758153]
VGT,[0.07309429]
XLK,[0.06452072]
XNTK,[0.09393424]
XSD,[0.09252955]
XSW,[0.17874336]
