,Date,ARKG,BBC,BBH,BBP,BIB,BIS,CNCR,CURE,FBT,FHLC,FXH,IBB,IHE,IHF,IHI,IXJ,IYH,JHMH,LABD,LABU,PBE,PJP,PPH,PSCH,PTH,RXD,RXL,RYH,SBIO,UBIO,VHT,XBI,XHE,XHS,XLV,XPH,ZBIO
0,2013-12-01,,,0.09447951284244258,,0.17017744248315658,-0.16375963471437005,,0.0735685606836933,0.08788667662586554,0.017133525177560407,0.040981922196796264,0.08301794327336251,0.025992184001581466,-0.0031763405167448766,0.0122549695694866,0.007418792032674493,0.018179034074773823,,,,0.1325237385562893,0.02389699969896072,0.02258958370383578,-0.003749981341962313,0.03754337560693376,-0.040784860758616585,0.032304995379688645,0.021771847866186654,,,0.03034908351420231,0.15403830547073546,0.016460473010992373,0.012611415303083824,0.013536514071222886,0.07164232267501167,
1,2014-01-01,,,0.055945640553119055,,0.14537187300979565,-0.1517960583778037,,0.19240084267432303,0.10868988046113373,0.060740769910019206,0.05495603407362042,0.07527124880574464,0.0926172854819592,0.034983843702434576,0.04852293092319489,0.07181718385401882,0.06157469161136802,,,,0.07602473349276714,0.09087582062064081,0.0995751306358156,0.007468078748033569,0.043832865317693495,-0.10910560610980782,0.12341694163350359,0.05733560920219169,,,0.059423341366132254,0.08994071585859907,0.02012420339341271,0.031040957958183794,0.06218715045543751,0.08415309782180405,
2,2014-02-01,,,-0.11104597961784728,,-0.20813087175271933,0.2172130502070786,,-0.04320336876915425,-0.08089645746070585,-0.02304469015564588,-0.03504455322893433,-0.10596763371156799,-0.04030004961815147,0.027977074985290073,0.0049837699693189045,-0.015778498752497608,-0.01975909794983668,,,,-0.07796237817461277,-0.050452616402377054,-0.019321215833015833,-0.02043027969444381,-0.06406255734252819,0.022512430763253252,-0.040625336481424634,-0.014353977767010315,,,-0.020071621952549884,-0.12973361719109833,-0.008346218637823949,0.010106349514646729,-0.01598256998075362,-0.056351079168936766,
3,2014-03-01,,,-0.03914673214855615,,-0.06661657901327314,0.016273905129622634,,-0.027691140098214283,-0.02764371627827594,-0.011553891285432176,-0.025520220367495437,-0.026015314676679932,0.02271861419773138,-0.040560679394999404,-0.037389246115444426,0.0027450471069694637,-0.005815432848249991,,,,-0.04660114106007659,0.018005198178071294,0.02946713386860809,-0.02823917325652476,-0.054674438842839686,0.005283978640554979,-0.023374926605173756,-0.014756337433678499,,,-0.013374379543024202,-0.09462255319716917,-0.06486695787449656,-0.018568117090131894,-0.0028937759782648826,0.026425085055218744,
4,2014-04-01,,,0.037079524222998816,,0.08357923262677756,-0.09276653434915819,,0.08159074925849519,0.02910020358570064,0.030445959562450244,0.041095911383882106,0.0405644137495494,0.015006303296917186,0.06255926304583061,0.03525577026288544,0.022448644955546822,0.027044887156324738,,,,-0.0075584864797044755,0.029478308207030835,0.008541049242022442,0.02981961964118336,0.021854349268307864,-0.050810320314943605,0.059345289248885005,0.043361352705535434,,,0.02853340531088171,0.027732598800655785,0.03918622224074499,0.050048064953001264,0.028733505615628856,0.03339599536062825,
5,2014-05-01,,,0.05252689650408243,,0.1490652791415266,-0.13329277725175018,,0.0627447039187422,0.0728432874641459,0.02462167357667984,0.030766253869969108,0.0727910470554296,0.02964494584111257,0.02084973536922061,0.03710493316472095,0.01028168946529174,0.023061038469230747,,,,0.10967241016161734,0.028802369399931943,0.030736012817075067,0.04057541439742527,0.059408078215422815,-0.060452109539876564,0.052586272376780666,0.02422249451488535,,,0.02884801252312135,0.16394556711491057,0.035343842958109564,0.023217874272240455,0.01739423848523146,0.04827296762423452,
6,2014-06-01,,,0.015307259185329856,,-0.05279597139954677,0.028792158032483577,,-0.0013390922628435638,-0.014818298709805241,0.0014360326590327293,-0.0020649521306552758,-0.02261818670926967,-0.03061248122302545,0.009021683090378005,-0.004848450398544902,0.0002025257120928365,0.0012771021296035818,,,,-0.011232990890044424,-0.02794797734075781,-0.023372034188024377,-0.028102541456618526,-0.06300978664335664,-0.0004913487688557543,-0.006396082526641713,0.008159497156985778,,,-0.0026874309015199093,-0.04675773734709272,-0.013238164956779918,0.022122912774531933,0.005078544977742002,-0.08128074993211074,
7,2014-07-01,,,0.10553483252797906,,0.21146621720094563,-0.1829351622782108,,0.14606600876431447,0.14498823577584893,0.05192556119786016,0.05944319036869834,0.10253972776239649,0.05666475752093226,0.05719001380619299,0.010164650110584676,0.0406983680278039,0.05205554283144098,,,,0.11142110086348678,0.06652014059571221,0.030477469615253328,0.036489730888771485,0.10772580831935129,-0.10270265544581143,0.1080055851468301,0.04078834426893659,,,0.05245658328324202,0.10772888832282645,-0.006312894015072283,0.03584714260094495,0.04843226668449889,0.09252439818191811,
8,2014-08-01,,,-0.011395430256793257,,-0.02366193427230053,0.005848035473903332,,0.007508452140719742,-0.011736943507058643,-0.004576552253747524,-0.009410493607954611,-0.010558704177222406,0.019837307538659615,-0.02517807791756836,-0.028917382050113734,0.0054543106704567565,-0.0018570327945805754,,,,-0.0326493253447887,0.007598613310258956,0.022354483546227925,-0.030276461959267184,-0.022593358640732482,-0.0164294111480853,-0.0003710948522903659,-0.002473525753438753,,,-0.0015361137282143232,-0.03692485313156906,-0.021910987643126198,-0.02855533013690431,0.0007829748380567116,0.020209584663165043,
9,2014-09-01,,,0.0938208882078931,,0.16685898569498037,-0.16943526067302989,,0.14914842171717918,0.08367843760268256,0.05955616905126101,0.05646169463234109,0.08423406040043177,0.043106577248483165,0.06432429978396952,0.08192228795275795,0.024667371886736265,0.05825932023963516,,,,0.08039969224854346,0.08056075654681795,-0.002988785043179489,0.09112367289162657,0.06211055276381917,-0.10412014746758229,0.10827203224161128,0.06652315680803332,,,0.057611706016886574,0.10274693150890915,0.09660747860247244,0.06890216079067568,0.056322806848598125,0.05538962851121758,
10,2014-10-01,0.020199018760514952,,0.011401884793803921,,0.052913524224618466,-0.057599981359707945,,0.1037648193815503,0.02453243522210547,0.03326105254147832,0.024431659729074642,0.024543327582485484,0.04514025122487276,0.016712196078692725,0.05169015255268168,0.027569772589882698,0.03208765018245392,,,,0.017438385071829793,0.00494969294468425,0.048248301775235876,-0.001497242970167487,0.013815291445874277,-0.04474828690634378,0.06067724670509455,0.04094810260444932,,,0.03273242196473595,0.049127652577841734,0.04215101351730767,0.006105947657072717,0.034785170349598285,0.03321672528924849,
11,2014-11-01,0.03530667644723421,,-0.014604120159481197,,-0.01761252446183953,-0.02376905498054853,,-0.05097300558905889,0.0011775544386963513,-0.010228858102219733,-0.001490559763323015,-0.0018098629983110748,-0.007734240116660518,0.024050641620882475,0.0016827727512764793,-0.032176696654860004,-0.015169293350493926,,,,-0.011032325686997807,-0.03621598651730289,-0.029593935618972236,-0.004331861898401003,0.013440377076721978,-0.014964231494526055,-0.021096678573758004,-0.003842781928421944,,,-0.017138755810780473,0.036983344515367285,0.011041388653234738,0.016485409242719365,-0.0034479413919776005,-0.06195153531990106,
12,2014-12-01,0.06076318838833951,0.03785155534740751,0.06612930238780955,0.07197540784403861,0.11545821513944218,-0.12239136959822759,,0.030714849952576038,0.0777824750989779,0.018217595537558702,0.014927815310535551,0.06032620636651943,0.023889621721906302,0.002572799227684171,0.006416463886994654,0.027753878313403372,0.02091694120855428,,,,0.05517936374931882,0.08233564648260912,0.020623726195659716,0.023100424934888168,0.025418990137797255,-0.05482168293862694,0.02297385048509682,0.009998261338328283,0.03719175282196077,,0.027322628270580893,0.0735271736107376,0.05267952521523551,0.007419153709151002,0.02641376010508381,0.13622869738132035,
