Name,Riskiness R
DBJP,[0.18776987]
DBKO,[0.05902686]
DFJ,[0.02742766]
DIM,[0.08687422]
DLS,[0.07095228]
DOL,[0.14068868]
DOO,[0.20431777]
DTH,[0.16577924]
DVYA,[0.28048097]
DWM,[0.11293524]
DXJ,[0.30811058]
DXJF,[0.51020999]
DXJS,[0.09601015]
ENZL,[0.14740215]
EPP,[0.17626629]
EWA,[0.20456063]
EWJ,[0.0730576]
EWS,[0.35861826]
EWT,[0.67635845]
EWV,[4.90576609e+13]
EWY,[0.11985182]
FAUS,[0.13331734]
FDT,[0.07078046]
FDTS,[0.06090457]
FHK,[0.27878111]
FJP,[0.08278778]
FKO,[0.17119375]
FNDC,[0.04390303]
FNDF,[0.09582784]
FPA,[0.12170864]
GWX,[0.06617601]
HEWJ,[0.18850921]
IDHQ,[0.06038867]
IDOG,[0.13712356]
IPAC,[0.07467415]
IVAL,[0.08977267]
JPIN,[0.07113332]
JPMV,[0.04744382]
JPN,[1.52838169e+13]
JPNL,[0.22108743]
JPXN,[0.061184]
PAF,[0.13983388]
PDN,[0.0628865]
PXF,[0.1099703]
SCJ,[0.0305721]
VPL,[0.06661464]
