Name,Riskiness R
CQQQ,[0.28638844]
FDN,[0.07755182]
FTEC,[0.06437192]
FXL,[0.09317982]
IEUS,[0.24714816]
IGM,[0.05966499]
IGN,[0.13939624]
IGV,[0.0638483]
ISRA,[5.04253823e+11]
IXN,[0.06572549]
KWEB,[0.28476214]
PNQI,[0.08226853]
PSCT,[0.05773972]
PSJ,[0.06567783]
PTF,[0.1149492]
PXQ,[0.14978206]
QQQ,[0.06353081]
QTEC,[0.06715598]
REW,[4.08002373e+13]
ROBO,[0.12776786]
ROM,[0.40448291]
RYT,[0.06253183]
SKYY,[0.07759967]
SMH,[0.08750349]
SOCL,[0.1106518]
SOXL,[0.25530223]
SOXX,[0.08106528]
SSG,[4.37127967e+13]
TDIV,[0.11807199]
TECL,[0.18220087]
TECS,[4.04937077e+13]
USD,[0.78343087]
VGT,[0.06241067]
XLK,[0.05906927]
XNTK,[0.07499243]
XSD,[0.0898476]
XSW,[0.08734161]
