,Date,ACIM,ACWF,ARKQ,BJK,CID,CIL,CIZ,CNCR,CRAK,CUT,DBAW,DBEZ,DEEF,DEW,DGT,DNL,DOO,DUST,EFAD,EFZ,EUMV,EXI,FAN,FILL,FPA,FYLD,GEX,GHII,GOEX,GRES,GRID,HAP,HAWX,HDAW,IDHQ,IDLB,IMTM,IPKW,IQDE,IQDY,ISCF,ISRA,IVAL,JDST,KLDW,LOWC,LVL,MOTI,NLR,PBD,PIO,PIZ,PSAU,PZD,QWLD,RING,SEA,SGDJ,SILJ,TOK,TOLZ,VEGI,YMLP
0,2013-12-09,0.004070844856480731,,,0.002136646537046445,,-0.004494394274420332,,,,-0.01308477970041233,,,,-0.024588257769523027,-0.020156206865166393,-0.017075129527977843,-0.017449298099044476,-0.07819015027459728,,0.02062158265640649,,-0.009616620453208087,0.007456136344300753,-0.015582332898124987,-0.021230742715092486,-0.00803556769897076,-0.019319192741857266,,0.046711246716327745,-0.008871505351584113,-0.02473696558969181,-0.015122800446005736,,,-0.0015625665204602364,,,,-0.017557317468128213,-0.015890672218678684,,-0.01786308108414432,,-0.13555255937934493,,,-0.013899629029472674,,-0.026813626269484466,-0.01702130093282223,-0.0036780813305652927,-0.010852498215221355,0.00948631233060087,-0.0171563539331866,,0.029646485861231742,-0.0024963752628576604,,0.004342983080106393,-0.014433537419263379,,-0.02210759303212061,-0.0028058300982404688
1,2013-12-16,-0.04319360833882676,,,0.007171959549013953,,0.015801348772304963,,,,0.02973077338343047,,,,0.02586599495525139,0.017117306721997644,0.010218843061726213,0.018635870243383774,0.08159311998163862,,-0.02447372822889357,,0.025158199922935713,0.0064753156788769795,0.01108022522841399,0.008088362044258118,0.022276188324652283,0.028705435220193854,,-0.01639344859726707,0.00787669108134151,0.03323648028006026,0.02193585723377586,,,0.009389371766402713,,,,0.016705765679616284,0.02591060014711923,,0.016815280157200203,,0.08075915857140203,,,0.021926469649977163,,0.012387966824200458,0.015584457021451623,0.021227415816904627,0.004702143076960551,-0.010503198349286728,0.03591819512341899,,-0.027685473150788523,0.0340339192464509,,-0.04324316367714649,0.012665805371442702,,0.014318086718299977,0.019696056800256302
2,2013-12-23,0.012933753735203694,,,0.015011615391263881,,0.011111141598975173,,,,0.006242807498707726,,,,0.01239290385716029,0.02431433493912165,0.020635119536783555,0.015497455494816953,-0.13216555173303696,,-0.02333714186642867,,0.023934258425557235,0.03492450524576353,0.02178304295023179,0.025232018465536927,0.01782901628277157,0.014772846427088407,,0.02129630830347347,0.00888103642007552,0.024093279406325434,-0.0005366996193298774,,,0.02433484909538793,,,,0.00993486957694189,0.013909026942716915,,0.008099925337593655,,-0.13586266605830258,,,0.002298478402412357,,0.01139217450590468,0.022810611520762792,0.03174336603375362,0.044353617722822127,0.037988886352412946,0.020626915957879265,,0.040956019932438956,0.0377544926043783,,0.045197653191948836,0.03480627444469843,,0.020672688992833366,0.01490076655420533
3,2013-12-30,-0.00982127565789611,,,0.018113397235877453,,0.004395711543665743,,,,0.0019331862300238875,,,,-0.006264265478868311,-0.012182775829686533,-0.00972492639112599,-0.004780759177270614,-0.09564221406622427,,0.00806451903877746,,-0.006629134993927688,0.015124414822633391,-0.0007752125540329357,-0.014321521561380866,0.0033898181185737964,0.02727394501018947,,0.07252955560961803,0.01805837088978154,-0.011598952442703127,0.01810952202895834,,,-0.0030501454610114,,,,-0.00468646510478397,-0.004244819084409688,,0.008898009333810153,,-0.19608420955309275,,,0.015306733685839135,,-0.004058600999037575,0.032608728057420634,0.008355282477153347,0.00038132114064671406,0.026372624391600208,0.003180526106546434,,0.034103335202658076,-0.0015903002638065738,,0.07457285897311786,-0.0064957708706687685,,0.0011818448599483524,-0.0016312184314767472
4,2014-01-06,0.01121941929812441,,,0.027840424568986513,,-0.0017507222546975347,,,,0.006671799868597493,,,,0.005347577212671073,0.013507611317386762,0.00040149871073581826,0.010293423953520214,-0.033984310932692954,,-0.011852048311230344,,0.005537592779192513,0.047327063145352115,-0.007757827027525519,0.010533952247087064,0.006599245682900713,0.026864597999999663,,-0.005917247827955469,-0.011888157967593838,0.030734696267094123,-0.004045437202350228,,,-0.001529851831572737,,,,0.0011459777212715812,0.006924326784010507,,0.017350698123679956,,-0.019003676893538105,,,0.00076222336879481,,0.01244462291537748,0.04129576800858164,0.00043629040231402556,0.015243886123742941,-0.0078659330158134,0.017121201548177034,,0.003191580540619836,0.004694689163741064,,0.012084458123456482,0.008653738780819676,,-0.009901089783643164,0.0016338836526057663
5,2014-01-13,-0.0008039068638302609,,,0.0027452120286709228,,-0.007014695789102644,,,,0.007797406971599906,,,,0.00042551188103332306,0.002027768546862235,-0.004211047469820827,0.0031839198973188996,-0.17327381623585975,,-0.0014990566866671295,,0.0016941808362180909,0.01924672373418645,-0.011337075003762798,-0.011862093329739521,0.0038566917234292364,0.022203082645314128,,0.136054319921669,0.015569738059320427,0.03198704404142605,0.005144832158670807,,,0.00408589342094308,,,,0.0019077921279907705,-0.014115047810565419,,0.011479278734217117,,-0.32029345245431085,,,-0.006092854804053239,,0.02229171727725306,0.0054430256376648885,0.006102825864246036,-0.0060060721011922094,0.05126847509327591,-0.004364085949703071,,0.05832454252230384,0.02850499478068518,,0.1323384113272976,-0.0009534029377141439,,0.001851752228901039,-0.0016312184314767472
6,2014-01-20,-0.028644994578833207,,,-0.08085418642235673,,0.0,,,,-0.03249517228769662,,,,-0.02934954887219792,-0.029058365129902997,-0.022150538653592938,-0.019890131970377093,-0.06128932389141479,,0.02972986143402505,,-0.035381897912219074,-0.06321840415435324,-0.00869920982845304,-0.05674787674074347,-0.031886268670747536,-0.036369709388792096,,0.0029940399543975267,-0.005923404682174189,-0.015497640073022186,-0.03017232589681927,,,-0.023397578725840595,,,,-0.0003807202839052256,-0.004405603279736829,,-0.02561622811649106,,-0.014388394810523985,,,-0.027586358008079383,,-0.012023630496527927,-0.044083620328670914,-0.032495938252121534,-0.031722010904160436,0.01256923811696523,-0.03506571740225613,,0.01402784815683616,-0.026351728151496046,,0.023725825506448504,-0.02614492685389378,,-0.037707871593706664,0.005991141198607703
7,2014-01-27,-0.002982041435421376,,,0.02501995425469321,,-0.030021840325757134,,,,-0.006397453289012044,,,,-0.016213706510720863,-0.012954573563229824,-0.01668043993546323,-0.013816692900254144,0.015561586476833353,,0.018955857385149783,,-0.007891422006882367,-0.0026295280993555337,-0.03869145513969472,0.013883698182204673,-0.019841289606934116,-0.001922105227275006,,-0.0320894630100405,-0.006309077759045881,-0.0170757893115142,-0.016944410945809656,,,-0.011458847057222752,,,,-0.04114266098221665,-0.020648808840147675,,0.0013311712329845842,,0.03874225806259105,,,-0.008668167461550772,,-0.003919215214839486,0.0008094927094515949,-0.003134698798403985,-0.012090499353819098,-0.00893743089285125,-0.00811182810990982,,-0.014821943347678727,-0.02146531494960327,,-0.027467807304121204,-0.0005879329777892523,,-0.019977049245449525,0.004872902778641608
8,2014-02-03,0.006812752929126079,,,0.0011623137211883474,,0.011834372035528042,,,,0.018511062680296196,0.0,,,0.017817463311963364,0.015839495691448706,0.021151734758439445,0.02320496721180556,-0.06495664131471593,,-0.02461359009059201,,0.01546637759011011,0.018453360614709383,0.0029044431188968954,0.012552173954218591,0.017813698426568672,0.008578422123775999,,0.06861981546432479,0.009171026310483749,0.003256955652175412,0.01808415877528083,,,0.007376557202053066,,,,0.015494292616835999,-0.0056474458826853875,,-0.005317462696398856,,-0.23243246097709125,,,0.017488023300942956,,-0.009318671633119566,0.016976425692641735,0.01617278164430326,0.023687366674296637,0.024048111891325788,0.016028860378341756,,0.020060195790959898,0.02527444605582243,,0.06619601700914128,0.007647109911083235,,0.00862423971066534,0.0021549909562373383
9,2014-02-10,0.02640699072310956,,,0.022639231905101875,,0.07512356013789492,,,,0.021730541812541478,0.012746743243445338,,,0.02778980739105168,0.01782007337181918,0.02686648279216679,0.03209261199713984,-0.27930176422186265,,-0.02171359867702791,,0.015810738045240472,0.026747295026216963,0.026065334137222826,0.045830138817343206,0.01511534904282965,0.024995674627324563,,0.15800871225056157,0.0373995128074246,0.03192678496175518,0.029697493676227777,,,0.02981181401226074,,,,0.03325479662534033,0.026126359128718718,,0.01770807773582985,,-0.3855634014307274,,,0.027343681958537164,,0.03198162345699802,0.036565787256381176,0.029619708529607998,0.028538443708695477,0.10714280432275347,0.035415297860678666,,0.10127817134876894,0.01906940298922054,,0.13245030244471995,0.024129193040234066,,0.010493521348514293,-0.016666587353738115
