Name,Riskiness R
BBH,[1.30900682e+12]
BIB,[111126.53327019]
BIS,[382.14383227]
CURE,[0.69348357]
FBT,[1.16006518e+12]
FHLC,[1.61095708e+11]
FXH,[6.8177268e+11]
IBB,[1.37891483e+12]
IHE,[1.58569551e+12]
IHF,[3.24198873]
IHI,[0.11382121]
IXJ,[1.29279695e+12]
IYH,[4.79150438e+11]
PBE,[2.64599178e+12]
PJP,[2.94035483e+12]
PPH,[1.48624683e+12]
PSCH,[0.29273408]
PTH,[6.50792167e+11]
RXD,[8.19745058e+12]
RXL,[0.69152195]
RYH,[1.50067545]
VHT,[8.7711248e+10]
XBI,[1.0300379]
XHE,[0.14825613]
XHS,[2.09056534e+11]
XLV,[5.64756464e+11]
XPH,[1.21769305e+12]
