,Date,DGL,DGLD,DGP,DGZ,DZZ,GLD,GLL,IAU,OUNZ,SGOL,UBG,UGLD
12,2015-01-01,0.08865616259963295,-0.22832706306406778,0.17148940425531908,-0.08423739629865988,-0.16931216931216925,0.0868990564025523,-0.15964877110707673,0.08653846153846156,0.08298052497883138,0.0859732427444668,0.08477339419628306,0.2682710053904904
13,2015-02-01,-0.06500818015590412,0.18068848330291312,-0.11478386797007382,0.05644599303135892,0.11783439490445849,-0.05905219260556155,0.12396108853050244,-0.057924376508447215,-0.0555121188428459,-0.057388141759607963,-0.05620679290652252,-0.16514405835957713
14,2015-03-01,-0.019829409331762193,0.06414453318573556,-0.04759958770621301,0.023087071240105516,0.04700854700854702,-0.021522037826376107,0.03718567347620232,-0.022203245089667083,-0.023923841059602772,-0.02318913983267189,-0.025477707006369338,-0.07575757384450571
15,2015-04-01,-0.0015363395508148888,-0.01844423950815272,-0.003446790325152461,0.0006447453255963757,0.0,-0.0016716786320014943,-0.0024444693420248515,-0.0008733624454148286,0.0007632940378256397,-0.0008632424331230067,-0.002287549019607935,-0.0118397355599344
16,2015-05-01,0.004616475384965094,-0.024373637680456573,0.01297021240684006,-0.007087628865979345,-0.012244897959183655,0.005552101828218042,-0.0149070754562575,0.006118881118881144,0.005508474576271144,0.005270433821849552,0.006550900538784844,0.011981594470046118
17,2015-06-01,-0.014552067706842538,0.04117230869023561,-0.03158339735381993,0.014925373134328386,0.02892561983471074,-0.015162094919581,0.024253699494598865,-0.014769765421372713,-0.015592077538980235,-0.015126790118208683,-0.018874064432151054,-0.050091073312630054
18,2015-07-01,-0.0681346411202605,0.21983917479461595,-0.13574261191085882,0.06713561381074179,0.13654618473895588,-0.0662098674145269,0.13590366322606767,-0.06701940035273367,-0.06678082191780817,-0.06623611366562923,-0.06069651741293527,-0.19558964921602162
19,2015-08-01,0.024186856275871207,-0.11307693406593411,0.07241203098357812,-0.026363150008199655,-0.07420494699646642,0.0266844848946916,-0.07706015144766147,0.0255198487712665,0.03669724770642205,0.036915859813084075,0.040607309322033935,-0.892133494823993
20,2015-09-01,-0.007057600824996446,0.04299344620237216,-0.034712409191040884,0.004923076923076818,0.034351145038167996,-0.008075763257892042,0.029247095159210368,-0.0064516129032258325,-0.018230088495575177,-0.01730507482573427,0.0013573465000796291,8.712707403314917
21,2015-10-01,0.02241669773338236,-0.07745302922309344,0.045320199276857195,-0.023270055113288366,-0.04797047970479711,0.022833632576889147,-0.05073615448005692,0.022263450834879427,0.02307553632594181,0.021920563348808278,0.025076245340562468,-0.8926052356631345
22,2015-11-01,-0.06764708423206436,0.22263703463110812,-0.13572097717817994,0.06708463949843262,0.13565891472868202,-0.0675206294367622,0.14315350579773262,-0.06715063520871145,-0.06607929515418502,-0.06704362891839229,-0.09256195041322313,6.976695233050848
23,2015-12-01,-0.006022354985903662,-0.0011585150445028124,-0.010905179934569265,0.004700352526439591,0.009101251422070543,-0.004513334076007443,0.001037101383087878,-0.004863813229571881,-0.007547169811320762,-0.004425194932906023,-0.010928997780364443,-0.021248418808164023
24,2016-01-01,0.052510035560470285,-0.1578447240761166,0.10749730471319212,-0.053216315789473626,-0.10597519729425023,0.05410997490745097,-0.10515410333844243,0.05376344086021495,0.05513307984790875,0.05391827333883989,0.05377535911602217,0.1641791925717447
25,2016-02-01,0.11047148957133492,-0.2939777528241735,0.222498705823793,-0.11056213029264184,-0.2181588902900378,0.10930343457606649,-0.20482396131550507,0.11224489795918376,0.11000000000000001,0.10937929769872566,0.10101359311382056,0.34615379908553146
26,2016-03-01,-0.005677583379818389,0.005852137007486032,0.01913689003000356,0.00555555555555556,0.05967741935483872,-0.008428860489117165,0.007401128546496998,-0.009174311926605457,-0.008197386575764881,-0.0076859504132231965,0.01238092063492062,-0.03203460606060603
27,2016-04-01,0.05014890092694836,-0.1486248210750209,0.12025568836373605,-0.05041436464088401,-0.1415525114155252,0.05108809121972194,-0.10466100330797311,0.05050505050505047,0.050736497545008113,0.04947115849088038,0.005958074818378038,0.15295161485818554
28,2016-05-01,-0.06099287533260016,0.19900602197129805,-0.1369472133756343,0.06181818181818179,0.12588652482269502,-0.06138296706214374,0.1265806363508548,-0.060897435897435875,-0.05919003115264796,-0.06055078865882406,-0.026496320043870317,-0.17920862742631308
29,2016-06-01,0.08685800022699353,-0.24455957704457426,0.17892561244109031,-0.08904109589041088,-0.17952755905511808,0.08969501274676916,-0.16417910447761194,0.08873720136518763,0.08658940397350988,0.08928873346736098,0.09926359269932757,0.28071830016866817
30,2016-07-01,0.022006040446519638,-0.0617284151015814,0.020329477030162104,-0.015037593984962485,-0.032629558541266784,0.019846564245698105,-0.04771422857142856,0.020376175548589327,0.02239829346335521,0.020628181945595663,-0.006699795706391191,0.05166051660516605
31,2016-08-01,-0.04193109736830769,0.10575048475266859,-0.07420130284433862,0.04351145038167941,0.0714285714285715,-0.03256316584162397,0.06930685152674163,-0.032258064516129024,-0.03427719821162437,-0.032216381489124174,0.006744985732843767,-0.9104561403508773
32,2016-09-01,0.0075703362578032765,-0.02864695838151259,-0.0033395175013165995,-0.019751280175566904,-0.016666666666666805,0.0068921302042965985,-0.015291765085462428,0.007142857142857131,0.006944444444444433,0.006359346635172797,0.004951878534699755,9.156740282131661
33,2016-10-01,-0.030288784005720885,0.0875679860450097,-0.06329117411425265,0.034328358208955155,0.06026365348399253,-0.029449196350280104,0.057700468508321064,-0.029156816390858882,-0.02988505747126441,-0.029957849974293547,-0.05391307246376802,-0.909490744930984
34,2016-11-01,-0.0857142625190439,0.28160200837717997,-0.16772651033386332,0.082972582972583,0.1705150976909414,-0.08356570307420534,0.18076517189561347,-0.0836038961038962,-0.08293838862559247,-0.0826765186641956,-0.07107840291294135,-0.23955669224211426
35,2016-12-01,-0.019332587192285856,0.03694661518467803,-0.03915950147280319,0.022651565622918046,0.04097116843702587,-0.0191498791946309,0.03285417372328665,-0.018600531443755456,-0.018949181739879317,-0.020164790814742897,-0.04254614116094992,-0.03587443946188344
36,2017-01-01,0.05157974791683983,-0.13577143518712037,0.10437365286413272,-0.05602605863192179,-0.10641399416909626,0.05419215350613862,-0.1050364689083668,0.053249097472924174,0.052677787532923584,0.053596974702989,0.04994829314680361,10.267442093023257
37,2017-02-01,0.03184388372712617,-0.09298950067218487,0.06165621339586912,-0.02622498274672193,-0.06199021207177812,0.03184768415800034,-0.06491425478112124,0.031705227077977655,0.03252710592160138,0.032696373673036086,0.04986876640419946,0.09287925504893178
38,2017-03-01,-0.004977596693139727,0.009611514009041117,-0.006782534972445958,-0.0035435861091423766,0.010434782608695584,-0.004277463617945226,0.0021116933659110905,-0.0024916943521594154,-0.00403877221324723,-0.0041940954637186756,0.0,-0.019830018511236638
39,2017-04-01,0.01600796024391432,-0.05295513895101701,0.030729833546734905,-0.013513513513513604,-0.025817555938037775,0.017267486377463958,-0.03384695113920729,0.01665278934221491,0.016220600162205945,0.01684698214045695,0.018437500000000107,0.04720610653546891
40,2017-05-01,-0.002461739472480035,-0.0004188481675393325,-0.003726749482401546,0.0007209805335257075,-0.001766784452296782,-0.0012419806551788406,-0.0010905397888420591,-0.000819000819000947,0.003192338387869188,-0.0006496710951759321,-0.009512150966554367,-0.010119586295848719
41,2017-06-01,-0.021964450019915323,0.06641529436413166,-0.04488774085152708,0.024495677233429384,0.046017699115044206,-0.021555346835797986,0.04216708572826254,-0.02131147540983605,-0.02466189339697697,-0.021292181520710704,-0.015489405684306186,-0.06877324477273693
42,2017-07-01,0.02119598811128934,-0.06758355333659903,0.04134029590948648,-0.016877637130801704,-0.04230118443316413,0.023131698605279548,-0.04517487055748864,0.023450586264656712,0.022022838499184304,0.022751789421240554,-0.007237318840864698,0.06287428331958936
43,2017-08-01,0.04052388164728859,-0.11862615083493791,0.08190551608859171,-0.04220314735336193,-0.07950530035335691,0.04198757763975149,-0.08187055902003705,0.0409165302782324,0.04229848363926585,0.046521036721945755,0.0659271653225726,0.1267605633802817
44,2017-09-01,-0.03182146023830873,0.1037531865286547,-0.029741136722330544,0.03808812546676622,0.0633397312859885,-0.033698919090764584,0.06870808373598594,-0.03223270440251573,-0.03292496171516077,-0.038013919535170755,-0.012786202414921122,-0.10333335
45,2017-10-01,-0.008829945057067464,0.021875721112225303,-0.04697452042298883,0.0043165467625899635,0.019855595667870093,-0.007484816458548722,0.013836449454795969,-0.008123476848090954,-0.007917656373713493,0.0,-0.02409635469589292,-0.02788104141042828
46,2017-11-01,0.002969443667111892,-0.018016066129715968,0.006683333054163309,-0.00501432664756449,-0.00530973451327438,0.003563437533163733,-0.005789881364903851,0.003276003276003206,0.0023942537909019262,-0.000564516129032203,-0.0006173147767089829,0.0009560134026006085
47,2017-12-01,0.02047879473582851,-0.05849347902035489,0.03692946058091274,-0.02015838732901376,-0.0462633451957295,0.021057011082692183,-0.04173602155840177,0.02122448979591835,0.023089171974522225,0.017751932542564318,0.0197652557206531,0.06399240871038425
48,2018-01-01,0.032517314253610825,-0.08917925468086331,0.06242492997198885,-0.031594415870683304,-0.05970149253731348,0.03234937270765269,-0.061785630707775534,0.03277378097521984,0.03268482490272373,0.028304131332057298,0.03755293761356753,0.08886894813520742
49,2018-02-01,-0.021565850448632545,0.06367978857286702,-0.04331446490826614,0.027314112291350487,0.0436507936507936,-0.02075990566768656,0.04503402498667645,-0.020123839009287908,-0.021853805576488257,-0.01696219777090663,-0.02714524384969324,-0.06924980043075517
50,2018-03-01,0.0062290254069702925,-0.020113536209822026,0.01102362204724414,0.0007385524372231584,-0.0076045627376425924,0.00632000800000003,-0.011511200958937451,0.0055292259083728505,0.005315870570107923,0.006352925490196136,0.03210320839464697,0.010628839492846057
51,2018-04-01,-0.010476201016973337,0.028254093214199562,-0.019470404984423675,0.00295202952029514,0.022988505747126457,-0.009539748711823321,0.01731854207292297,-0.008641005498821776,-0.008353130508085045,-0.004754119004818401,-0.018895405878174096,-0.03505696818680049
52,2018-05-01,-0.012512056842063765,0.03757627817866235,-0.027005559968228742,0.012509197939661511,0.028089887640449507,-0.011959210593441226,0.02524217823953877,-0.012678288431061679,-0.01159196290571873,-0.014956899333364844,-0.017481481481481584,-0.043596685623917955
53,2018-06-01,-0.037280782238042834,0.11951106835672258,-0.07673465306122455,0.04287790697674418,0.0801457194899817,-0.03614944006741575,0.07915828687148181,-0.035313001605136535,-0.03768569194683341,-0.038317831001527754,-0.04855250301568145,-0.11016149733632968
54,2018-07-01,-0.022525847912379247,0.07642545645825818,-0.04686127113787472,0.027874564459930338,0.047217537942664464,-0.022418912390747375,0.047884348691926586,-0.023294509151414258,-0.020961975950601165,-0.02025298817679594,-0.017432615449528215,-0.0757737377515604
55,2018-08-01,-0.023562970115543237,0.06649130103338463,-0.047309742454069735,0.021016949152542406,0.049919484702093335,-0.021381119430659873,0.04443040506329114,-0.020442930153321996,-0.02240663900414949,-0.02294966308512478,-0.0258064193548387,-0.06812934337481166
56,2018-09-01,-0.007690309172611924,0.022367031038517688,-0.013145130810850525,0.009960159362549825,0.01687116564417183,-0.0066073472538569775,0.015028456792426207,-0.0060869565217391555,-0.005942275042444696,-0.006390371164325536,0.0,-0.02602229340851149
57,2018-10-01,0.021111759478108956,-0.06322132753180582,0.040947212629501815,-0.017751479289940916,-0.03469079939668168,0.021195459006820527,-0.03773139104477613,0.02099737532808401,0.019641332194705263,0.020945620040772148,0.030463575150212682,0.05419851282947867
58,2018-11-01,0.0007851875380326166,-0.011217377506116576,0.000947914691942988,-0.0033467202141900226,-0.003125000000000072,0.0033868779264111786,-0.008313662157273478,0.003427592116538211,0.004187604690117312,0.0035753638922673267,-0.012532165407064031,0.005189476162328393
59,2018-12-01,0.03399586008478406,-0.13055607215919662,0.09469696521321189,-0.04096709200805918,-0.09090909090909093,0.04942010516340567,-0.0885886158305457,0.049530315969256895,0.049624687239366194,0.04911358935544654,0.04946306540839569,0.14551570241906944
60,2019-01-01,0.04164891012161838,-0.07679144385026745,0.12889268473647572,-0.024509803921568603,-0.05000000000000001,0.0288659793814433,-0.049148739656712764,0.028478437754271883,0.028208184346444072,0.029269105756791695,0.03162790697674428,0.07913211071660782
