,Date,BDCL,BDCS,BDCZ,BIZD,CHIX,DPST,DXJF,EUFN,FAS,FAZ,FINU,FINZ,FNCL,FXO,IAI,IAK,IAT,IXG,IYF,IYG,JHMF,KBE,KBWB,KBWD,KBWP,KBWR,KCE,KIE,KRE,LBDC,LMLP,PEX,PFI,PHDG,PSCF,PSP,QABA,RWW,RYF,SEF,SKF,UYG,VFH,VQT,WDRW,XLF
0,2005-03-07,,,,,,,,,,,,,,,,,,46.853649,72.47605899999999,85.87853199999999,,,,,,,,,,,,,,,,,,,,,,,38.424408,,,13.630327
1,2005-03-14,,,,,,,,,,,,,,,,,,46.131218,71.211937,85.014687,,,,,,,,,,,,,,,,,,,,,,,37.957062,,,13.299787
2,2005-03-21,,,,,,,,,,,,,,,,,,44.994938,68.844597,82.066475,,,,,,,,,,,,,,,,,,,,,,,36.948242,,,12.96905
3,2005-03-28,,,,,,,,,,,,,,,,,,44.468891,69.154839,82.571114,,,,,,,,,,,,,,,,,,,,,,,36.695492,,,12.922902
4,2005-04-04,,,,,,,,,,,,,,,,,,45.135222999999996,69.624329,83.534576,,,,,,,,,,,,,,,,,,,,,,,37.185738,,,13.070594
5,2005-04-11,,,,,,,,,,,,,,,,,,44.146244,68.08496099999999,81.40862299999999,,,,,,,,,,,,,,,,,,,,,,,36.324096999999995,,,12.798288000000001
6,2005-04-18,,,,,,,,,,,,,,,,,,43.984921,68.292778,81.520111,,,,,,,,,,,,,,,,,,,,,,,36.212646,,,12.802904
7,2005-04-25,,,,,,,,,,,,,,,,,,44.539028,69.88601700000001,83.566467,,,,,,,,,,,,,,,,,,,,,,,36.881195,,,13.125975
8,2005-05-02,,,,,,,,,,,,,,,,,,45.065094,70.71727800000001,84.235268,,,,,,,,,,,,,,,,,,,,,,,37.839424,,,13.269046
9,2005-05-09,,,,,,,,,,,,,,,,,,44.069088,69.647408,82.220787,,,,,,,,,,,,,,,,,,,,,,,37.044616999999995,,,13.029057
10,2005-05-16,,,,,,,,,,,,,,,,,,44.854659999999996,72.20270500000001,85.684464,,,,,,,,,,,,,,,,,,,,,,,38.411423,,,13.499820000000001
11,2005-05-23,,,,,,,,,,,,,,,,,,45.163277,72.148849,85.39780400000001,,,,,,,,,,,,,,,,,,,,,,,38.507973,,,13.536739
12,2005-05-30,,,,,,,,,,,,,,,,,,44.917797,72.102661,85.48541999999999,,,,,,,,,,,,,,,,,,,,,,,38.500553000000004,,,13.513659
13,2005-06-06,,,,,,,,,,,,,,,,,,45.205353,72.410522,85.38987,,,,,,,,,,,,,,,,,,,,,,,38.671406,,,13.545967000000001
14,2005-06-13,,,,,,,,,,,,,,,,,,45.941837,73.603523,86.80719,,,,,,,,,,,,,,,,,,,,,,,39.33252,,,13.675201000000001
15,2005-06-20,,,,,,,,,,,,,,,,,,45.591128999999995,72.633751,85.708359,,,,,,,,,,,,,,,,,,,,,,,38.923953999999995,,,13.607822
16,2005-06-27,,,,,,,,,,,,,,,,,,45.528019,73.633636,86.15793599999999,,,,,,,,,,,,,,,,,,,,,,,39.124508,,,13.696038
17,2005-07-04,,,,,,,,,,,,,,,,,,45.703358,74.491753,87.156181,,,,,,,,,,,,,,,,,,,,,,,39.907845,,,13.872457999999998
18,2005-07-11,,,,,,,,,,,,,,,,,,46.678318,75.504478,88.689415,,,,,,,,,,,,,,,,,,,,,,,40.296023999999996,,,14.099955
19,2005-07-18,,,,,,,,,,,,,,,,,,46.776508,75.187515,88.114456,,,,,,,,,,,,,,,,,,,,,,,40.198994,,,13.997812
20,2005-07-25,,,,,,,,,,,,,,,,,,46.748444,74.924667,86.892609,,,,,,,,,,,,,,,,,,,,,,,40.10194,,,13.895670999999998
21,2005-08-01,,,,,,,,,,,,,,,,,,46.552054999999996,73.896507,86.229782,,,,,,,,,,,,,,,,,,,,,,,39.549519000000004,,,13.76104
22,2005-08-08,,,,,,,,,,,,,,,,,,47.386734000000004,73.989281,86.19787600000001,,,,,,,,,,,,,,,,,,,,,,,39.549519000000004,,,13.793535999999998
23,2005-08-15,,,,,,,,,,,,,,,,,,46.965885,73.935165,86.557213,,,,,,,,,,,,,,,,,,,,,,,39.579390999999994,,,13.812104000000001
24,2005-08-22,,,,,,,,,,,,,,,,,,46.58012,72.706017,84.696556,,,,,,,,,,,,,,,,,,,,,,,38.944866,,,13.528899
25,2005-08-29,,,,,,,,,,,,,,,,,,47.477901,73.494522,85.81456800000001,,,,,,,,,,,,,,,,,,,,,,,39.362907,,,13.691392
26,2005-09-05,,,,,,,,,,,,,,,,,,48.130219,74.453117,86.62908900000001,,,,,,,,,,,,,,,,,,,,,,,39.788403,,,13.867818
27,2005-09-12,,,,,,,,,,,,,,,,,,48.158272,74.886024,87.29991899999999,,,,,,,,,,,,,,,,,,,,,,,40.079544,,,13.904960999999998
28,2005-09-19,,,,,,,,,,,,,,,,,,47.288532000000004,72.80648000000001,84.608749,,,,,,,,,,,,,,,,,,,,,,,39.221069,,,13.705767000000002
29,2005-09-26,,,,,,,,,,,,,,,,,,48.18631,73.76505300000001,85.275681,,,,,,,,,,,,,,,,,,,,,,,39.31065,,,13.785154
30,2005-10-03,,,,,,,,,,,,,,,,,,47.45686,72.559738,84.365837,,,,,,,,,,,,,,,,,,,,,,,38.833172,,,13.607705
31,2005-10-10,,,,,,,,,,,,,,,,,,47.176311,72.21758299999999,84.019638,,,,,,,,,,,,,,,,,,,,,,,38.638123,,,13.575013
32,2005-10-17,,,,,,,,,,,,,,,,,,47.01498,72.987465,85.138802,,,,,,,,,,,,,,,,,,,,,,,39.020744,,,13.710435999999998
33,2005-10-24,,,,,,,,,,,,,,,,,,48.067074,75.164757,87.940811,,,,,,,,,,,,,,,,,,,,,,,40.146126,,,14.154065
34,2005-10-31,,,,,,,,,,,,,,,,,,49.273491,76.198982,88.729874,,,,,,,,,,,,,,,,,,,,,,,40.626296999999994,,,14.303495999999999
35,2005-11-07,,,,,,,,,,,,,,,,,,50.536018,78.625153,91.71706400000001,,,,,,,,,,,,,,,,,,,,,,,41.984253,,,14.761132
36,2005-11-14,,,,,,,,,,,,,,,,,,50.977909000000004,78.827339,91.91836500000001,,38.471169,,,,,40.904114,14.114276,,,,,,,,,,,,,,,41.999252,,,14.803162
37,2005-11-21,,,,,,,,,,,,,,,,,,51.496928999999994,80.65477,94.237259,,39.319302,,,,,42.215145,14.257648999999999,,,,,,,,,,,,,,,43.034611,,,15.153398999999999
38,2005-11-28,,,,,,,,,,,,,,,,,,51.588122999999996,79.830475,93.17443100000001,,38.924988,,,,,41.705729999999996,14.252329999999999,,,,,,,,,,,,,,,42.674484,,,14.994622
39,2005-12-05,,,,,,,,,,,,,,,,,,51.665276,79.32502,92.739616,,38.820831,,,,,41.053951,14.008066,,,,,,,,,,,,,,,42.404410999999996,,,14.896557999999999
40,2005-12-12,,,,,,,,,,,,,,,,,,52.429809999999996,79.931557,93.923233,,39.274685,,,,,41.421051,13.976201000000001,,,,,,,,,,,,,,,42.719513,,,14.933916
41,2005-12-19,,,,,,,,,,,,,,,,,,52.100143,79.853806,93.705841,,39.506634000000005,,,,,41.668346,14.075308999999999,,,,,,,,,,,,,,,42.629471,,,15.129992000000001
42,2005-12-26,,,,,,,,,,,,,,,,,,52.405239,79.12043800000001,92.682411,,38.753341999999996,,,,,40.956383,14.117885000000001,,,,,,,,,,,,,,,42.335335,,,14.885573
43,2006-01-02,,,,,,,,,,,,,,,,,,54.607482999999995,81.171028,94.56929000000001,,39.506634000000005,,,,,42.335331,14.30679,,,,,,,,,,,,,,,43.355736,,,15.261598000000001
44,2006-01-09,,,,,,,,,,,,,,,,,,54.094353000000005,81.296295,94.90939300000001,,39.432034,,,,,42.964851,14.346706,,,,,,,,,,,,,,,43.499348,,,15.285096
45,2006-01-16,,,,,,,,,,,,,,,,,,52.362469,78.697784,91.686363,,37.888161,,,,,42.297859,13.867773000000001,,,,,,,,,,,,,,,42.146355,,,14.721070999999998
46,2006-01-23,,,,,,,,,,,,,,,,,,54.308163,80.865799,94.666443,,38.9547,,,,,44.328831,13.998145000000001,,,,,,,,,,,,,,,43.212123999999996,,,15.120589
47,2006-01-30,,,,,,,,,,,,,,,,,,53.980309,79.347412,92.884865,,38.164127,,,,,44.26886,13.5538,,,,,,,,,,,,,,,42.516746999999995,,,14.843276999999999
48,2006-02-06,,,,,,,,,,,,,,,,,,53.894798,79.918755,93.621803,,38.671288,,,,,44.006577,13.622985,,,,,,,,,,,,,,,42.819084000000004,,,15.003085999999998
49,2006-02-13,,,,,,,,,,,,,,,,,,54.57899499999999,81.452805,95.435753,,39.39476,,,,,45.408001,13.843824,,,,,,,,,,,,,,,43.514462,,,15.242799
50,2006-02-20,,,,,,,,,,,,,,,,,,55.669430000000006,82.493752,97.201141,,40.282284000000004,,,,,46.089981,13.94759,,,,,,,,,,,,,,,44.17207,,,15.459001
51,2006-02-27,,,,,,,,,,,,,,,,,,55.313076,81.61715699999999,96.051208,,39.678158,,,,,46.164921,13.827857999999999,,,,,,,,,,,,,,,43.65807,,,15.285096
52,2006-03-06,,,,,,,,,,,,,,,,,,55.191914000000004,81.922394,95.897346,,39.790043,,,,,45.363049,13.798589000000002,,,,,,,,,,,,,,,43.801678,,,15.341494
53,2006-03-13,,,,,,,,,,,,,,,,,,56.71710600000001,83.714729,97.840912,,40.371792,,,,,44.643584999999995,13.995482,,,,,,,,,,,,,,,44.74651,,,15.55771
54,2006-03-20,,,,,,,,,,,,,,,,,,56.325123,82.83815,97.338837,,40.545799,,,,,46.09454,13.789539000000001,,,,,,,,,,,,,,,44.338347999999996,,,15.537188
55,2006-03-27,,,,,,,,,,,,,,,,,,56.467659,82.668961,97.055779,,39.915768,,,,,46.750137,13.626748000000001,,,,,,,,,,,,,,,44.300979999999996,,,15.381251999999998
56,2006-04-03,,,,,,,,,,,,,,,,,,57.116222,82.472565,97.438515,,40.140774,,,,,47.483761,13.570704000000001,,,,,,,,,,,,,,,44.149193,,,15.395426
57,2006-04-10,,,,,,,,,,,,,,,,,,56.303738,81.95388,97.308228,,40.193275,,,,,47.210598,13.46395,,,,,,,,,,,,,,,43.845603999999994,,,15.348173999999998
58,2006-04-17,,,,,,,,,,,,,,,,,,57.550957,83.659142,98.904137,,40.740784000000005,,,,,48.670086,13.901628,,,,,,,,,,,,,,,44.657696,,,15.650599
59,2006-04-24,,,,,,,,,,,,,,,,,,58.890857999999994,85.317215,101.297974,,42.525828999999995,,,,,47.140373,14.280593,,,,,,,,,,,,,,,45.606403,,,16.047535
60,2006-05-01,,,,,,,,,,,,,,,42.604671,40.407108,37.773586,59.867264,85.938011,102.055183,,42.765827,,,,,47.975468,14.275257,,,,,,,,,,,,,,,45.947956,,,16.142039999999998
61,2006-05-08,,,,,,,,,,,,,,,40.69276,40.037205,37.230942,58.577278,83.54124499999999,99.12395500000001,,41.700802,,,,,45.77454,14.029728,,,,,,,,,,,,,,,44.695656,,,15.688407999999999
62,2006-05-15,,,,,,,,,,,,,,,38.739113,38.943591999999995,36.989779999999996,56.588829000000004,82.040337,97.218666,,41.040794,,,,,44.416515000000004,13.840245999999999,,,,,,,,,,,,,,,43.936684,,,15.404879000000001
63,2006-05-22,,,,,,,,,,,,,,,38.722427,39.07225,37.012383,56.667221,82.849739,98.236465,,41.393295,,,,,44.736523,13.866933,,,,,,,,,,,,,,,44.376892,,,15.565542
64,2006-05-29,,,,,,,,,,,,,,,38.939479999999996,38.798854999999996,37.487186,57.016456999999996,83.706284,99.343819,,41.805813,,,,,44.892609,13.917644000000001,,,,,,,,,,,,,,,44.839863,,,15.712028
65,2006-06-05,,,,,,,,,,,,,,,37.495125,38.605862,37.21587,54.80706,82.50398299999999,97.503662,,41.475803000000006,,,,,43.53458,13.741499,,,,,,,,,,,,,,,44.171974,,,15.447404
66,2006-06-12,,,,,,,,,,,,,,,35.858719,38.211838,36.552642999999996,54.030205,80.641571,95.060982,,40.110771,,,,,42.231232,13.536005,,,,,,,,,,,,,,,43.185314,,,15.036295999999998
67,2006-06-19,,,,,,,,,,,,,,,36.818859,37.801743,35.859272,54.080105,79.910713,94.303741,,39.933784,,,,,42.914635,13.436549,35.578293,,,,,,,,,,,,,,42.995564,,,15.029038
68,2006-06-26,,,,,,,,,,,,,,,38.008389,38.595169,36.691047999999995,56.125561,82.178825,96.859184,,40.637161,,,,,43.861515000000004,13.704154999999998,36.286091,,,,,,,,,,,,,,43.777313,,,15.371251999999998
69,2006-07-03,,,,,,,,,,,,,,,37.373539,38.514641,36.494644,56.118423,82.14723199999999,96.998352,,40.659855,,,,,43.376315999999996,13.650637,35.932194,,,,,,,,,,,,,,44.104279,,,15.376010999999998
70,2006-07-10,,,,,,,,,,,,,,,35.385418,37.693115,36.184917,54.279667,80.331055,94.558853,,40.115307,,,,,41.3339,13.358939000000001,35.239452,,,,,,,,,,,,,,43.089413,,,15.029038
71,2006-07-17,,,,,,,,,,,,,,,36.053688,38.32135,36.955452,54.878326,81.791901,96.269791,,41.257362,,,,,42.531181,13.556973999999999,35.977375,,,,,,,,,,,,,,43.730404,,,15.34274
72,2006-07-24,,,,,,,,,,,,,,,38.025116,39.038158,37.665558000000004,57.23025500000001,84.002907,99.29052,,42.293507,,,,,44.636241999999996,13.698799,36.948723,,,,,,,,,,,,,,45.019939,,,15.746749
73,2006-07-31,,,,,,,,,,,,,,,38.284069,38.345493,37.884617,57.458335999999996,84.358261,100.16642,,42.671673,,,,,45.434418,13.364298000000002,36.948723,,,,,,,,,,,,,,45.195431,,,15.80378
