,Date,ERUS,FCOM,FONE,IXP,IYZ,LTL,VOX,WBIF,XTL
0,2005-03-01,,,,,,,,,
1,2005-04-01,,,,26.606924,15.594419,,33.530838,,
2,2005-05-01,,,,26.526131,15.730265,,34.513351,,
3,2005-06-01,,,,26.698477,15.893272,,35.502468,,
4,2005-07-01,,,,27.80262,16.509134,,37.197140000000005,,
5,2005-08-01,,,,27.953428000000002,16.317879,,36.069561,,
6,2005-09-01,,,,27.872637,16.160782,,36.359695,,
7,2005-10-01,,,,27.571015999999997,15.880035999999999,,36.016791999999995,,
8,2005-11-01,,,,27.000093,16.388082999999998,,37.902706,,
9,2005-12-01,,,,26.208361,15.694668,,35.911293,,
10,2006-01-01,,,,27.13413,16.610854999999997,,38.893879,,
11,2006-02-01,,,,27.316340999999998,17.429153,,40.480553,,
12,2006-03-01,,,,28.442792999999998,18.100579999999997,,42.433384000000004,,
13,2006-04-01,,,,29.160625,17.965204,,42.41983,,
14,2006-05-01,,,,28.685755,17.445087,,40.717873,,
15,2006-06-01,,,,28.98945,18.028465,,42.080799,,
16,2006-07-01,,,,29.801165,18.494289000000002,,42.914818,,
17,2006-08-01,,,,30.259465999999996,18.932102,,44.338745,,
18,2006-09-01,,,,31.86079,19.546463,,46.359398,,
19,2006-10-01,,,,33.865204,20.407238,,48.05455,,
20,2006-11-01,,,,34.334559999999996,20.279245,,48.522419,,
21,2006-12-01,,,,34.958519,21.082743,,49.844658,,
22,2007-01-01,,,,36.669548,21.982363,,52.735943000000006,,
23,2007-02-01,,,,36.522537,21.875137,,52.008068,,
24,2007-03-01,,,,37.144527000000004,22.246874,,52.653518999999996,,
25,2007-04-01,,,,38.360252,22.827978,,53.237198,,
26,2007-05-01,,,,40.882164,24.875175,,57.885920999999996,,
27,2007-06-01,,,,40.616394,24.214320999999998,,56.746063,,
28,2007-07-01,,,,39.672092,24.089810999999997,,55.55814399999999,,
29,2007-08-01,,,,41.204464,23.938343,,55.317806000000004,,
30,2007-09-01,,,,43.986484999999995,24.41437,,57.041332,,
31,2007-10-01,,,,46.892921,23.427843,,56.526318,,
32,2007-11-01,,,,44.755501,21.189377,,52.577994999999994,,
33,2007-12-01,,,,43.782936,21.384975,,51.685328999999996,,
34,2008-01-01,,,,41.355167,19.131908,,47.276333,,
35,2008-02-01,,,,38.922176,17.201233,,43.321945,,
36,2008-03-01,,,,38.639668,17.026375,,43.618,,
37,2008-04-01,,,,40.328926,18.548123999999998,,46.43047,,
38,2008-05-01,,,,41.164909,19.729399,37.803986,48.756577,,
39,2008-06-01,,,,36.714027,17.675010999999998,30.218728999999996,43.87175,,
40,2008-07-01,,,,36.453369,17.176464000000003,28.697081,42.800335,,
41,2008-08-01,,,,35.586689,17.663839000000003,29.32922,43.68848,,
42,2008-09-01,,,,32.29097,15.042330999999999,20.305182000000002,37.60537,,
43,2008-10-01,,,,27.521315,12.075711,12.95348,31.994515999999997,,
44,2008-11-01,,,,28.676876,12.329303999999999,12.111504,31.867635999999997,,
45,2008-12-01,,,,30.262828999999996,12.292012,12.089916,31.592733000000003,,
46,2009-01-01,,,,26.695515000000004,11.636638,10.402051,30.609674,,
47,2009-02-01,,,,25.721928,11.42479,10.080513999999999,29.613348,,
48,2009-03-01,,,,26.340939000000002,12.060341000000001,10.84959,31.758716999999997,,
49,2009-04-01,,,,27.002015999999998,13.128357000000001,12.783195,34.165894,,
50,2009-05-01,,,,28.919138,13.60104,13.462917000000001,35.387653,,
51,2009-06-01,,,,28.582591999999998,13.562919,13.515537,36.158527,,
52,2009-07-01,,,,31.596653000000003,13.878423999999999,14.040648000000001,37.023956,,
53,2009-08-01,,,,31.93667,13.685770000000002,13.505895,36.703972,,
54,2009-09-01,,,,33.278175,14.533427,15.463718,39.678394,,
55,2009-10-01,,,,32.622883,13.507901,13.048328999999999,36.907596999999996,,
56,2009-11-01,,,,34.360054,14.473864,14.847484,39.154778,,
57,2009-12-01,,,,33.80365,15.595625,17.613018,41.096515999999994,,
58,2010-01-01,,,,32.105824,14.326032999999999,14.584678,38.936333000000005,,
59,2010-02-01,,,,31.980164000000002,14.711307000000001,15.386968,39.399418,,
60,2010-03-01,,,,33.368706,15.741339000000002,17.811773000000002,41.983719,,
61,2010-04-01,,,,32.759262,16.142257999999998,18.847479,42.319828,,
62,2010-05-01,,,,30.4974,15.52445,17.205242000000002,40.437611,,
63,2010-06-01,,,,30.045027,14.779912,15.378539000000002,39.645897,,
64,2010-07-01,,,,34.363857,16.276806,18.410553,43.268398,,
65,2010-08-01,,,,34.40913,16.028734,17.897758,42.820263,,
66,2010-09-01,,,,36.983349,17.43714,21.160563,46.875969,,
67,2010-10-01,,,,38.587387,17.761801000000002,21.808117000000003,47.406265000000005,,
68,2010-11-01,36.591164,,,36.608212,17.576612,21.312578,47.070175,,
69,2010-12-01,40.401169,,,37.688354,18.816558999999998,24.813154,49.019596,,
70,2011-01-01,42.184231,,,38.97781,18.694113,23.876245,49.630699,,44.86853
71,2011-02-01,44.775024,,27.218821999999996,39.714725,18.937943,24.44581,50.822269,,47.6096
72,2011-03-01,46.847668,,26.027029000000002,40.629298999999996,19.360594,25.89934,52.713413,,47.015254999999996
73,2011-04-01,47.381062,,26.861282,41.820209999999996,20.088047,27.454802,53.820404,,48.370411
74,2011-05-01,43.891109,,26.311221999999997,41.333324,20.996675,30.078015999999998,55.811474,,47.979774
75,2011-06-01,43.555836,,24.606037,39.866051,20.38274,28.380907,54.781353,,45.768993
76,2011-07-01,45.09248,,23.919947,40.175762,19.25626,25.347103,51.66021,,41.872890000000005
77,2011-08-01,38.505238,,22.2449,38.861855,18.401512,22.2768,50.084274,,38.465771000000004
78,2011-09-01,29.094912,,20.919594,36.775859999999994,16.757792000000002,19.74482,46.647945,,34.364779999999996
79,2011-10-01,35.790138,,23.404547,39.112446000000006,17.541742000000003,20.148914,48.608261,,38.474209
80,2011-11-01,36.33007,,22.419769,38.760262,17.467133999999998,19.61964,48.654388,,37.689578999999995
81,2011-12-01,32.257393,,21.821539,37.784991999999995,17.409101,19.888847,47.793385,,37.270515
82,2012-01-01,36.854576,,23.98415,38.282978,17.78635,20.206873,48.849213,,39.418415
83,2012-02-01,40.279324,,25.435774,39.115376,18.640497,22.382011,51.088406,,41.885418
84,2012-03-01,38.381824,,25.546723999999998,39.198608,18.590258,22.299758999999998,51.620415,,41.760277
85,2012-04-01,36.977993,,23.188992000000002,39.545437,18.434923,21.474806,51.429848,,39.352897999999996
86,2012-05-01,29.958807,,20.59086,37.998585,17.845947,20.316354999999998,50.945479999999996,,35.039024
87,2012-06-01,31.918013000000002,,20.7388,39.940822999999995,18.906101,22.092953,53.843716,,35.951912
88,2012-07-01,33.076794,,20.717682,42.377296,20.193684,25.687345999999998,56.265544999999996,,36.624466
89,2012-08-01,33.345325,,21.284399,42.398689000000005,20.431054999999997,26.470330999999998,56.241710999999995,,39.022964
90,2012-09-01,35.651543,,21.17292,43.361484999999995,21.643358,30.110512,59.592552000000005,,40.559101
91,2012-10-01,34.103535,,20.767607,41.557137,20.821573,26.941957000000002,57.003997999999996,,38.572029
92,2012-11-01,34.293087,,22.576732999999997,41.542877000000004,20.361151,25.751455,56.55933,,39.994617
93,2012-12-01,37.357506,,23.406685,40.772628999999995,20.68515,26.822903000000004,55.59059499999999,,40.696903000000006
94,2013-01-01,38.603039,,24.465329999999998,43.110275,21.477024,28.092669,59.365356000000006,,43.297768
95,2013-02-01,36.023182,,24.465329999999998,42.004692,20.530897,26.635088,58.90509399999999,,41.766566999999995
96,2013-03-01,34.804462,,24.765060000000002,43.590328,20.900748999999998,27.029282000000002,60.94338199999999,,42.2001
97,2013-04-01,33.759853,,25.966658,46.492470000000004,23.177942,33.082573,65.973366,,43.270107
98,2013-05-01,32.018845,,26.979074,43.888546000000005,22.650385,32.347412,63.51590699999999,,44.967323
99,2013-06-01,30.404446000000004,,26.510363,43.197559000000005,22.356335,31.001131,64.855598,,44.856636
100,2013-07-01,32.547451,,27.877909000000002,45.565647,24.388126,37.136955,67.60894,,47.476269
101,2013-08-01,32.156883,,27.99085,44.992443,23.401428,33.499516,64.477524,,46.175674
