,Date,ECON,EMCG,FSTA,FXG,IYK,KXI,PBJ,PSCC,PSL,RHS,SZK,UGE,VDC,WBID,WBIE,WBIL,XLP
0,2005-03-07,,,,,39.425785,,,,,,,,40.309414000000004,,,,16.129944000000002
1,2005-03-14,,,,,38.865829,,,,,,,,39.988865000000004,,,,15.977314000000002
2,2005-03-21,,,,,38.305882000000004,,,,,,,,39.814011,,,,15.960098
3,2005-03-28,,,,,38.516293,,,,,,,,39.894154,,,,15.883475
4,2005-04-04,,,,,39.011790999999995,,,,,,,,40.382267,,,,16.085503
5,2005-04-11,,,,,37.991211,,,,,,,,39.908718,,,,15.925274
6,2005-04-18,,,,,38.005981,,,,,,,,39.457043,,,,15.758084
7,2005-04-25,,,,,37.983807,,,,,,,,39.726582,,,,15.869548000000002
8,2005-05-02,,,,,38.612431,,,,,,,,40.287556,,,,16.071569
9,2005-05-09,,,,,38.109539,,,,,,,,39.959721,,,,15.91831
10,2005-05-16,,,,,39.662605,,,,,,,,41.2565,,,,16.385061
11,2005-05-23,,,,,39.477717999999996,,,,,,,,41.037941,,,,16.294495
12,2005-05-30,,,,,39.411175,,,,,,,,40.928661,,,,16.259663
13,2005-06-06,,,,,39.529488,,,,,,,,40.921371,,,,16.280571
14,2005-06-13,,,,,39.988009999999996,,,,,,,,41.125366,,,,16.231794
15,2005-06-20,,,,,38.678996999999995,,12.176846000000001,,,,,,40.243843,,,,15.918029999999998
16,2005-06-27,,,,,38.911465,,12.218237,,,,,,40.331276,,,,15.981039
17,2005-07-04,,,,,39.297539,,12.408631,,,,,,40.608112,,,,16.100026999999997
18,2005-07-11,,,,,40.195904,,12.574186,,,,,,41.300201,,,,16.352032
19,2005-07-18,,,,,40.299834999999995,,12.507964,,,,,,41.241928,,,,16.296032
20,2005-07-25,,,,,40.299834999999995,,12.541077,,,,,,41.496914000000004,,,,16.436028
21,2005-08-01,,,,,39.705887,,12.259625,,,,,,40.819373999999996,,,,16.198029000000002
22,2005-08-08,,,,,39.564838,,12.077514,,,,,,40.710114000000004,,,,16.156029
23,2005-08-15,,,,,39.80983,,11.9699,,,,,,40.935944,,,,16.226027
24,2005-08-22,,,,,39.53513,,11.878839,,,,,,40.506115,,,,16.065033
25,2005-08-29,,,,,39.757853999999995,,11.928512,,,,,,40.848526,,,,16.156029
26,2005-09-05,,,,,40.359241,,12.060958,,,,,,41.249218,,,,16.352032
27,2005-09-12,,,,,40.136509000000004,,11.945067,,,,,,41.074356,,,,16.156029
28,2005-09-19,,,,,39.111923,,11.642887,,,,,,40.287556,,,,15.989834
29,2005-09-26,,,,,40.099059999999994,,12.049809,,,,,,41.212776,,,,16.376745
