Name,Riskiness R
ADRE,[1.02023087]
BBRC,[7.88421267e+12]
BICK,[1.31971115]
BKF,[1.03494379]
DBEM,[7.74517076]
DEM,[4.7227554e+12]
DGRE,[1.31539635e+12]
DGS,[2.40649529]
DVYE,[8.35048199e+12]
EDC,[6.39600344]
EDIV,[5.71603e+12]
EDOG,[2.00226767e+12]
EDZ,[2.21598182]
EEB,[13.29926272]
EELV,[1.15596797e+13]
EEM,[8.51079176e+10]
EEMO,[5.63851678e+12]
EEMS,[1.28417865e+12]
EET,[3.58430616e+11]
EEV,[1.80745076]
EMFM,[7.16520578e+12]
EMIF,[1.24968703e+12]
EUM,[1.35133424e+13]
EWEM,[1.58317046e+12]
EWX,[1.75508314e+12]
FEM,[18.49533331]
FEMS,[2.07205761]
FNDE,[2.42191243]
HILO,[3.62326819e+12]
IEMG,[3.72922243]
PIE,[2.49850956e+12]
PXH,[2.62430551]
PXR,[3.41336426e+12]
SCHE,[1.60276263]
SPEM,[1.28712538]
TLTE,[1.27212862]
