Name,Riskiness R
AAXJ,[1.46645989]
ACWX,[2.02351341e+11]
ADRA,[2.83543234e+11]
AIA,[0.36262399]
AXJL,[1.18782309e+11]
AXJV,[4.24199172e+11]
CHIQ,[1.17189919e+11]
CWI,[1.0012573e+12]
DBAP,[18.07411764]
DNL,[1.15181703e+10]
EEMA,[1.01237231]
EMCG,[8.31210708e+11]
FPA,[3.18149107e+11]
FPXI,[1.12456534e+11]
GEM,[1.00573532e+11]
HEEM,[2.43591386e+12]
IEMG,[2.53292592]
IHDG,[5.02365534e+11]
IPOS,[8.006064e+11]
IQDE,[9.15154166e+11]
IQDY,[6.05898679e+11]
MOTI,[2.54718833e+11]
PAF,[0.80734011]
QEMM,[5.16674598e+11]
REMX,[0.69895027]
VEU,[2.1401797e+11]
VXUS,[3.89387887e+11]
XSOE,[1.16167432]
