Name,Riskiness R
AADR,[0.07768428]
COPX,[0.63490725]
DBAW,[0.1557171]
ECON,[0.37181023]
EDC,[0.78879055]
EEM,[0.24245723]
EEMS,[0.22963399]
EMCG,[0.51405944]
EMFM,[0.54461063]
FAN,[0.11621323]
FIEG,[0.22688924]
FLN,[0.27916197]
FM,[0.30644642]
FNDE,[0.21050914]
FONE,[0.11163227]
FPA,[0.13205174]
FPXI,[0.13118392]
FWDI,[0.19542854]
GDXJ,[0.3773244]
HEEM,[0.19487441]
HGI,[0.28840559]
HILO,[0.3416919]
ICLN,[1.24555401]
IEMG,[0.21469266]
IFV,[0.16095818]
IQDF,[0.19178206]
JDST,[7.92385716e+12]
KOL,[0.66876482]
LIT,[0.09668694]
PBD,[0.28260318]
PICK,[0.69867962]
QEMM,[0.22245237]
SIL,[0.49580635]
SLVP,[0.48116452]
SLX,[0.38086145]
SOCL,[0.10208151]
SOIL,[0.6904447]
TLTE,[0.18266524]
VIDI,[0.12911191]
