Name,Riskiness R
ARKG,[0.19211678]
BBC,[1.00558739]
BBH,[0.37217756]
BBP,[0.19173525]
BIB,[0.7012885]
BIS,[2.14045417e+13]
CURE,[0.18966135]
FBT,[0.21420908]
FHLC,[0.06692563]
FXH,[0.08797036]
IBB,[0.96584731]
IHF,[0.05195229]
IHI,[0.03686455]
IXJ,[0.07116769]
IYH,[0.06038708]
JHMH,[0.07115536]
LABD,[1.50829377e+14]
LABU,[0.72371874]
PBE,[0.30232407]
PJP,[0.44635375]
PPH,[0.73062952]
PSCH,[0.06527698]
PTH,[0.15603245]
RXL,[0.12730936]
RYH,[0.06717507]
UBIO,[0.60341131]
VHT,[0.06597735]
XBI,[0.27996122]
XHE,[0.04280244]
XHS,[0.11084862]
XLV,[0.06168999]
XPH,[0.53751747]
ZBIO,[2.10226325e+13]
